Year,Month,Day,Hour,dayofweek,weekdayend,EnergyUse,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
2019,8,15,3,Thursday,day,104.58,70.8,70.8,69.8,96.61,0,0,,0,0,6,3.2,64,1013.2,95.1,3.1,0,0,0
2019,8,15,4,Thursday,day,101.64,70.8,70.8,69,93.99,0,0,,0,0,7.4,4.6,360,1013,87.8,3.8,0,0,0
2019,8,15,5,Thursday,day,102.48,69.9,69.9,69,96.89,0,0,,0,0,8.9,5.8,12,1013.3,48.8,3.3,5,0,0
2019,8,15,6,Thursday,day,93.24,70,70,69.1,96.93,0,0,,0,0,9.2,5.7,59,1014,3.7,2,17,0.1,0
2019,8,15,7,Thursday,day,98.7,71.5,71.5,68.9,91.47,0,0,,0,0,13.2,2.9,54,1014.9,49.6,6.6,82,0.3,1
2019,8,15,8,Thursday,day,128.52,73.9,73.9,70,87.5,0,0,,0,0,15,3.3,116,1015.3,86.6,7.1,149,0.5,1
2019,8,15,9,Thursday,day,132.3,74.9,74.9,68,79.19,0,0,,0,0,16.3,7.6,50,1015.5,84.6,8.8,248,0.9,2
2019,8,15,10,Thursday,day,84,78.1,78.1,68,71.1,0,0,,0,0,16.3,6.8,59,1015.7,48,9.9,522,1.9,5
2019,8,15,11,Thursday,day,67.62,80.2,82.2,66,62.03,0,0,,0,0,16.3,7.8,86,1015.2,26.5,9.9,756,2.7,8
2019,8,15,12,Thursday,day,60.48,82.1,84.6,66.7,59.68,0,0,,0,0,17.2,6,80,1015,47.9,9.9,796,2.9,8
2019,8,15,13,Thursday,day,60.06,81.2,82.8,64.3,56.71,0,0,,0,0,17.2,8.9,100,1014.6,83,9.9,819,2.9,8
2019,8,15,14,Thursday,day,51.66,82.9,84.1,63.3,51.54,0,0,,0,0,17.4,7.8,96,1014.2,1.3,9.9,775,2.8,8
2019,8,15,15,Thursday,day,81.06,82.1,83.7,64.2,54.61,0,0,,0,0,17.9,7.9,100,1013.9,0,9.9,544,2,5
2019,8,15,16,Thursday,day,93.24,79.2,79.2,60.6,52.93,0,0,,0,0,17.9,10.9,100,1013.7,1.3,9.9,277,1,3
2019,8,15,17,Thursday,day,89.46,79.9,79.9,63.1,56.55,0,0,,0,0,18.3,9.9,130,1014.5,0,9.9,169,0.6,2
2019,8,15,18,Thursday,day,88.2,77,77,64.2,64.71,0,0,,0,0,17,12.2,120,1014.3,0,9.9,42,0.2,0
2019,8,15,19,Thursday,day,104.16,73.2,73.2,65.1,75.76,0,0,,0,0,11.9,8.7,136,1014.3,0,9.9,14,0.1,0
2019,8,15,20,Thursday,day,118.02,71.1,71.1,65.9,83.61,0,0,,0,0,11.6,6.6,127,1014.9,0,9.9,0,0,0
2019,8,15,21,Thursday,day,108.78,70,70,65.9,86.71,0,0,,0,0,11.6,4.3,105,1015.5,27.5,9.9,0,0,0
2019,8,15,22,Thursday,day,103.74,69.2,69.2,66,89.48,0,0,,0,0,9.8,6.9,135,1015.5,4.6,9.9,0,0,0
2019,8,15,23,Thursday,day,104.16,69.2,69.2,65.9,89.43,0,0,,0,0,9.4,3.3,33,1016.2,28.9,9.9,0,0,0
2019,8,16,0,Friday,day,99.96,69.1,69.1,66.8,92.29,0,0,,0,0,7.8,4.8,47,1015.6,99,9.9,0,0,0
2019,8,16,1,Friday,day,103.32,69.1,69.1,66.8,92.35,0,0,,0,0,8.3,5.7,56,1015.2,95.4,9.9,0,0,0
2019,8,16,2,Friday,day,97.02,69.2,69.2,66.8,92.26,0,0,,0,0,6.3,4.5,55,1015.2,100,9.9,0,0,0
2019,8,16,3,Friday,day,107.1,70,70,67.9,92.91,0,0,,0,0,4.9,4.7,12,1015.3,100,9.9,0,0,0
2019,8,16,4,Friday,day,107.52,70,70,66.9,89.64,0,0,,0,0,5.4,4.6,13,1015.2,100,9.9,0,0,0
2019,8,16,5,Friday,day,99.96,70.1,70.1,67.9,92.93,0,0,,0,0,6.5,4.4,68,1015.4,98.3,9.9,0,0,0
2019,8,16,6,Friday,day,99.96,70.1,70.1,68,93.09,0,0,,0,0,8.1,0.3,6,1016,75.5,9.9,9,0,0
2019,8,16,7,Friday,day,87.36,72,72,68,87.22,0,0,,0,0,9.2,4.5,58,1016,63.4,9.9,79,0.3,1
2019,8,16,8,Friday,day,72.24,73.1,73.1,67.9,83.8,0,0,,0,0,11.2,7.8,120,1015.6,87.1,9.9,158,0.6,2
2019,8,16,9,Friday,day,55.44,75.1,75.1,69.1,81.71,0,0,,0,0,11,3.3,80,1016,88.9,9.9,270,1,3
2019,8,16,10,Friday,day,54.6,78.2,78.2,68,70.79,0,0,,0,0,10.1,0.4,358,1016,89.2,9.9,534,1.9,5
2019,8,16,11,Friday,day,56.28,79.1,79.1,66.9,66.39,0,0,,0,0,10.7,0.2,12,1016.2,96.5,9.9,687,2.5,7
2019,8,16,12,Friday,day,74.76,80.3,82.9,68.1,66.43,0,0,,0,0,10.5,5.3,152,1015.8,91.3,9.9,271,1,3
2019,8,16,13,Friday,day,42,81,83.7,68,64.84,0,0,,0,0,11.4,0.3,10,1016.1,90.4,9.9,379,1.4,4
2019,8,16,14,Friday,day,44.94,83.9,87.7,69.2,61.34,0,0,,0,0,13.6,6.7,79,1015.6,88.1,9.9,388,1.4,4
2019,8,16,15,Friday,day,54.6,82.3,85.7,69.1,64.54,0,0,,0,0,15,4.6,90,1014.9,48.9,9.9,180,0.6,2
2019,8,16,16,Friday,day,70.98,82.2,86.2,70.1,66.71,0,0,,0,0,15.7,6.7,108,1014.4,52.4,9.9,156,0.6,2
2019,8,16,17,Friday,day,89.88,81.1,85,71,71.51,0,0,,0,0,17.9,10.8,136,1014.3,48.4,9.9,207,0.7,2
2019,8,16,18,Friday,day,97.86,79.1,79.1,71,76.43,0,0,,0,0,16.1,8.9,157,1014.3,88.4,9.9,47,0.2,0
2019,8,16,19,Friday,day,124.32,77,77,70.1,79.4,0,0,,0,0,12.3,6.8,121,1014.3,24.8,9.9,13,0,0
2019,8,16,20,Friday,day,115.92,75.8,75.8,71,85.23,0,0,,0,0,9.4,10.7,129,1014.6,48.6,9.9,0,0,0
2019,8,16,21,Friday,day,123.06,74.1,74.1,71.1,90.48,0,0,,0,0,8.3,6.7,149,1015.6,63.9,9.9,0,0,0
2019,8,16,22,Friday,day,115.5,74,74,71.1,90.65,0,0,,0,0,6.9,6.5,127,1015.7,98.6,9.9,0,0,0
2019,8,16,23,Friday,day,114.66,74,74,71.9,93.42,0,0,,0,0,7.2,6.5,136,1015.6,99.5,9.9,0,0,0
2019,8,17,0,Saturday,end,116.34,74,74,71.9,93.42,0,0,,0,0,6.7,4.4,117,1015.9,97.7,9.9,0,0,0
2019,8,17,1,Saturday,end,118.86,73.9,73.9,71.9,93.46,0,0,,0,0,6.7,0,0,1015.7,98.9,9.5,0,0,0
2019,8,17,2,Saturday,end,108.36,74,74,72,93.46,0,0,,0,0,8.3,5.3,95,1015.8,93.7,8.4,0,0,0
2019,8,17,3,Saturday,end,119.7,73.2,73.2,72,96.06,0,0,,0,0,7.4,3,95,1015.7,100,8.4,0,0,0
2019,8,17,4,Saturday,end,118.02,73.2,73.2,72,96.06,0,0,,0,0,7.4,4.3,67,1014.9,100,6.7,0,0,0
2019,8,17,5,Saturday,end,109.2,73.1,73.1,71.9,96.01,0,0,,0,0,6.9,3.2,59,1015.4,100,6.3,5,0,0
2019,8,17,6,Saturday,end,118.86,73.1,73.1,73,99.68,0,0,,0,0,7.8,4.4,76,1015.1,97.1,1.5,24,0.1,0
2019,8,17,7,Saturday,end,93.24,74,74,73.2,97.12,0,0,,0,0,9.8,3.3,33,1015.4,99.5,6.7,76,0.3,1
2019,8,17,8,Saturday,end,77.28,77,77,72.3,85.45,0,0,,0,0,10.1,3.2,47,1015.7,93.6,9.9,103,0.4,1
2019,8,17,9,Saturday,end,66.78,79,79,71.9,78.85,0,0,,0,0,10.3,5.6,355,1015.5,69.1,9.9,224,0.8,2
2019,8,17,10,Saturday,end,39.9,80.1,83.7,71.1,74,0,0,,0,0,10.5,3.5,50,1016,59.3,9.9,537,1.9,5
2019,8,17,11,Saturday,end,39.06,82.4,86.8,71,68.46,0,0,,0,0,10.5,0.2,8,1015.8,27.3,9.9,656,2.4,7
2019,8,17,12,Saturday,end,39.9,84.8,90,71,63.43,0,0,,0,0,11.2,3.2,0,1015.2,28.3,9.9,347,1.2,3
2019,8,17,13,Saturday,end,27.3,86.2,91.8,71,60.6,0,0,,0,0,12.8,3.4,163,1014.8,84.8,9.9,535,1.9,5
2019,8,17,14,Saturday,end,68.88,86.1,91,70.1,58.91,0,0,,0,0,12.8,3.2,99,1014.4,84.3,9.9,528,1.9,5
2019,8,17,15,Saturday,end,78.12,87,92.1,70.2,57.4,0,0,,0,0,13.6,3.2,114,1013.6,2.3,9.9,352,1.3,4
2019,8,17,16,Saturday,end,47.88,86,90.9,70.3,59.61,0,0,,0,0,14.1,4.9,178,1013.1,5.8,9.9,447,1.6,4
2019,8,17,17,Saturday,end,99.54,84.8,90.6,72,65.6,0,0,,0,0,13.2,5.7,178,1013.2,53.9,9.9,237,0.9,2
2019,8,17,18,Saturday,end,119.28,82.3,88.5,73.9,75.6,0,0,,0,0,8.7,7.8,147,1013,34.9,9.9,59,0.2,1
2019,8,17,19,Saturday,end,127.26,80.9,85.6,73,77.13,0,0,,0,0,6.9,6.7,166,1013.5,0,9.9,16,0.1,0
2019,8,17,20,Saturday,end,127.26,79.9,79.9,73.1,79.82,0,0,,0,0,10.1,6.6,155,1013.9,1.3,9.9,0,0,0
2019,8,17,21,Saturday,end,118.02,78,78,73.1,84.85,0,0,,0,0,11.6,4.5,156,1014.3,0,9.9,0,0,0
2019,8,17,22,Saturday,end,133.98,78,78,73.9,87.33,0,0,,0,0,11.6,0.3,27,1014.2,0,9.9,0,0,0
2019,8,17,23,Saturday,end,117.18,75.8,75.8,73.1,91.4,0,0,,0,0,11,3.3,166,1014.2,0,9.9,0,0,0
2019,8,18,0,Sunday,end,133.56,75.7,75.7,73.1,91.7,0,0,,0,0,9.6,3.3,166,1014.2,0,9.9,0,0,0
2019,8,18,1,Sunday,end,120.54,74.8,74.8,73.1,94.2,0,0,,0,0,8.9,0.2,15,1014.5,2.3,8.8,0,0,0
2019,8,18,2,Sunday,end,129.36,74.8,74.8,73.9,96.86,0,0,,0,0,8.5,0,0,1014.4,1.3,8.2,0,0,0
2019,8,18,3,Sunday,end,124.32,74.8,74.8,73.9,96.99,0,0,,0,0,7.4,0,0,1014.2,0,7.1,0,0,0
2019,8,18,4,Sunday,end,117.6,73.9,73.9,71.9,93.44,0,0,,0,0,6,0,0,1014.6,0,7,0,0,0
2019,8,18,5,Sunday,end,117.18,73.9,73.9,73,96.84,0,0,,0,0,5.1,3.2,29,1014.6,1.3,7.1,0,0,0
2019,8,18,6,Sunday,end,118.02,73.9,73.9,73,96.98,0,0,,0,0,4.7,0,0,1015.4,33,6.4,12,0,0
2019,8,18,7,Sunday,end,109.62,74.9,74.9,74,97.03,0,0,,0,0,9.8,3,114,1016,99.5,5.4,49,0.2,0
2019,8,18,8,Sunday,end,80.64,77.2,77.2,74.9,92.77,0,0,,0,0,13.2,3.2,114,1015.7,94.9,8.2,166,0.6,2
2019,8,18,9,Sunday,end,73.5,82,88.7,74.9,79.11,0,0,,0,0,12.3,0,0,1015.7,49.7,9.9,249,0.9,2
2019,8,18,10,Sunday,end,48.72,83.9,92.5,75.7,76.43,0,0,,0,0,10.7,3.2,321,1015.9,84.8,9.9,483,1.7,5
2019,8,18,11,Sunday,end,50.4,84.9,94.1,75.8,74.21,0,0,,0,0,11.2,0.4,25,1015.3,26.5,9.9,385,1.4,4
2019,8,18,12,Sunday,end,63.42,87.3,96.7,74.8,66.59,0,0,,0,0,13.6,6.5,176,1015.3,1.3,9.9,766,2.8,8
2019,8,18,13,Sunday,end,27.3,88.2,96.1,73.1,61.1,0,0,,0,0,15.2,6.7,280,1015.1,3.6,9.9,674,2.4,7
2019,8,18,14,Sunday,end,76.44,88.2,97,73.9,62.8,0,0,,0,0,17.2,9.2,181,1014.6,53.5,9.9,547,2,5
2019,8,18,15,Sunday,end,62.58,88.7,94.9,71.1,56.23,0,0,,0,0,28.9,9.3,181,1014.4,7.3,9.9,505,1.8,5
2019,8,18,16,Sunday,end,115.92,82,85.5,69.4,65.59,0.005,100,rain,0,0,17.9,9.7,209,1014.1,5.8,9.9,110,0.4,1
2019,8,18,17,Sunday,end,98.28,79.3,79.3,72,78.41,0,0,,0,0,9.2,0.2,356,1014.4,28.8,9.9,84,0.3,1
2019,8,18,18,Sunday,end,130.2,80.9,85.3,72.2,74.97,0,0,,0,0,8.3,3.3,113,1014.2,2.6,9.9,61,0.2,1
2019,8,18,19,Sunday,end,118.02,78.9,78.9,72,79.4,0,0,,0,0,17.2,8.7,342,1014.8,48.6,9.9,12,0,0
2019,8,18,20,Sunday,end,128.1,75.8,75.8,69.4,80.6,0,0,,0,0,8.7,0.3,6,1015.1,0,9.9,0,0,0
2019,8,18,21,Sunday,end,113.4,74.1,74.1,68.2,82.02,0,0,,0,0,10.1,3.5,103,1015.2,0,9.9,0,0,0
2019,8,18,22,Sunday,end,109.2,73.9,73.9,69.3,85.47,0,0,,0,0,10.3,4.4,309,1015.5,80.8,9.9,0,0,0
2019,8,18,23,Sunday,end,113.82,73.1,73.1,69.3,87.92,0,0,,0,0,9.6,0.4,6,1014.3,0,9.9,0,0,0
2019,8,19,0,Monday,day,109.2,72,72,68.3,87.97,0,0,,0,0,10.3,0.2,347,1013.9,0,9.9,0,0,0
2019,8,19,1,Monday,day,109.62,71.2,71.2,69.3,93.85,0,0,,0,0,10.3,0.2,346,1013.4,1.2,9.8,0,0,0
2019,8,19,2,Monday,day,105.42,70.3,70.3,68.3,93.31,0,0,,0,0,8.5,4.6,316,1013.5,4.1,9.9,0,0,0
2019,8,19,3,Monday,day,110.88,71.2,71.2,68.3,90.48,0,0,,0,0,8.5,0.3,349,1014.1,8.7,9.9,0,0,0
2019,8,19,4,Monday,day,98.7,70.3,70.3,68.3,93.18,0,0,,0,0,8.3,4.4,335,1014.3,100,9.9,0,0,0
2019,8,19,5,Monday,day,101.64,71.3,71.3,68.4,90.35,0,0,,0,0,6.7,0.2,350,1015,54.6,9.9,0,0,0
2019,8,19,6,Monday,day,107.52,72.1,72.1,69.5,91.44,0,0,,0,0,5.1,0,0,1015,70.7,9.1,25,0.1,0
2019,8,19,7,Monday,day,118.86,74.1,74.1,71.3,91.04,0,0,,0,0,7.2,0.4,338,1015,100,7.8,68,0.2,1
2019,8,19,8,Monday,day,126,75.1,75.1,74,96.23,0,0,,0,0,8.9,0.5,349,1014.9,99.5,5.4,148,0.5,1
2019,8,19,9,Monday,day,122.64,80.3,84.7,73.2,79.14,0,0,,0,0,12.1,3.5,260,1015.1,27.4,9.9,240,0.9,2
2019,8,19,10,Monday,day,113.4,82.5,89.4,74.8,77.57,0,0,,0,0,13,3.6,260,1015,82,9.9,359,1.3,4
2019,8,19,11,Monday,day,85.26,86.1,95,74.8,69.06,0,0,,0,0,15,6,240,1014.9,28.9,9.9,736,2.6,7
2019,8,19,12,Monday,day,73.92,87.4,95.9,74,64.74,0,0,,0,0,18.6,6.8,230,1014.4,3.2,9.8,610,2.2,6
2019,8,19,13,Monday,day,88.62,90.1,98.7,73.2,57.68,0,0,,0,0,19.5,6.9,255,1014,1.3,9.9,625,2.3,6
2019,8,19,14,Monday,day,105,91.2,98.7,71.9,53.39,0,0,,0,0,21,9,280,1013.4,27.1,9.9,748,2.7,7
2019,8,19,15,Monday,day,155.4,90.3,97.6,72,55.09,0,0,,0,0,19.5,7,317,1012.9,38.5,9.9,152,0.5,2
2019,8,19,16,Monday,day,107.94,84.7,89.1,69.8,61.03,0.004,100,rain,0,0,18.6,7.8,237,1012.9,48.1,9.9,395,1.4,4
2019,8,19,17,Monday,day,84.42,84.9,89.5,70.2,61.53,0,0,,0,0,20.6,10,170,1013.8,4.1,9.9,301,1.1,3
2019,8,19,18,Monday,day,130.2,80.3,83.9,70.9,73.24,0,0,,0,0,16.8,10.8,170,1014.2,24.8,9.9,44,0.2,0
2019,8,19,19,Monday,day,143.64,78.4,78.4,70.9,77.97,0,0,,0,0,9.8,4.6,205,1014.6,62.2,9.9,14,0.1,0
2019,8,19,20,Monday,day,112.98,77.1,77.1,71.7,83.47,0,0,,0,0,7.2,3.2,214,1015,24.8,9.9,0,0,0
2019,8,19,21,Monday,day,133.14,77,77,71.7,83.8,0,0,,0,0,6.5,0.2,350,1015.5,0,9.9,0,0,0
2019,8,19,22,Monday,day,124.32,74.8,74.8,70.9,87.62,0,0,,0,0,7.4,3,198,1015.8,0,9.9,0,0,0
2019,8,19,23,Monday,day,124.32,74.7,74.7,71.6,90.12,0,0,,0,0,8.1,0.2,350,1015.7,0,9.9,0,0,0
2019,8,20,0,Tuesday,day,126.42,73,73,70.8,92.99,0,0,,0,0,8.7,0,0,1015.9,0,8.8,0,0,0
2019,8,20,1,Tuesday,day,119.28,72.9,72.9,70.8,93.08,0,0,,0,0,8.3,0,0,1016,0,9.9,0,0,0
2019,8,20,2,Tuesday,day,119.28,71.9,71.9,70.8,96.46,0,0,,0,0,6.7,0,0,1016.1,0,8.8,0,0,0
2019,8,20,3,Tuesday,day,110.46,71.8,71.8,69.9,93.71,0,0,,0,0,7.4,0,0,1016.3,0,8.2,0,0,0
2019,8,20,4,Tuesday,day,113.82,71,71,69.1,93.73,0,0,,0,0,7.8,3,312,1016.6,0,9.9,0,0,0
2019,8,20,5,Tuesday,day,99.96,71,71,69.1,93.9,0,0,,0,0,8.7,3,322,1017.4,0,9.9,5,0,0
2019,8,20,6,Tuesday,day,113.82,71.1,71.1,68,89.93,0,0,,0,0,10.3,3.3,353,1017.9,0,9.9,14,0.1,0
2019,8,20,7,Tuesday,day,103.32,75.1,75.1,69.2,81.9,0,0,,0,0,11.4,3.5,13,1018.2,0,9.9,50,0.2,1
2019,8,20,8,Tuesday,day,126,78.3,78.3,69.1,73.41,0,0,,0,0,11.6,7.9,59,1018.4,0,9.9,122,0.4,1
2019,8,20,9,Tuesday,day,90.72,80.3,83.6,70,70.93,0,0,,0,0,12.8,7.9,80,1018.6,0,9.9,266,1,3
2019,8,20,10,Tuesday,day,82.32,82.3,86.2,70,66.25,0,0,,0,0,13.2,6.7,106,1018.7,0,9.9,595,2.1,6
2019,8,20,11,Tuesday,day,53.76,84.1,87.9,69,60.61,0,0,,0,0,12.8,7.8,120,1018.7,0,9.9,733,2.6,7
2019,8,20,12,Tuesday,day,50.4,84.3,87.5,68.1,58.34,0,0,,0,0,10.5,5.7,109,1017.9,45.4,9.9,811,2.9,8
2019,8,20,13,Tuesday,day,117.18,86.2,90.4,69.1,56.75,0,0,,0,0,11,10.1,153,1017.9,3,9.9,380,1.4,4
2019,8,20,14,Tuesday,day,95.76,85,89,69.1,59.07,0,0,,0,0,12.5,5.7,163,1017.4,31.5,9.9,639,2.3,6
2019,8,20,15,Tuesday,day,114.24,86.1,89.6,68.1,55.01,0,0,,0,0,11.9,0.3,14,1016.5,53.7,9.9,710,2.6,7
2019,8,20,16,Tuesday,day,106.26,87.2,91.6,69.2,55.14,0,0,,0,0,13.6,9.8,151,1016.7,28.2,9.9,273,1,3
2019,8,20,17,Tuesday,day,112.14,86.1,90.3,69.3,57.31,0,0,,0,0,15.4,6.6,164,1016.3,80.8,9.9,222,0.8,2
2019,8,20,18,Tuesday,day,120.54,83.9,87.8,69.3,61.6,0,0,,0,0,13.6,6.8,167,1015.9,28,9.9,47,0.2,0
2019,8,20,19,Tuesday,day,125.16,82,85.5,69.3,65.42,0,0,,0,0,9.2,4.5,154,1015.7,1.3,9.9,24,0.1,0
2019,8,20,20,Tuesday,day,145.74,80.8,84.6,71.1,72.39,0,0,,0,0,8.5,7.7,159,1016.6,0,9.9,0,0,0
2019,8,20,21,Tuesday,day,131.88,78.9,78.9,71.9,79.07,0,0,,0,0,8.5,7.7,169,1016.5,0,9.9,0,0,0
2019,8,20,22,Tuesday,day,128.94,76.9,76.9,71.9,84.54,0,0,,0,0,7.8,6.5,155,1015.9,0,9.9,0,0,0
2019,8,20,23,Tuesday,day,127.26,75.8,75.8,73.1,91.36,0,0,,0,0,8.3,5.5,156,1016.2,4.6,9.8,0,0,0
2019,8,21,0,Wednesday,day,128.52,74.9,74.9,73.1,94.09,0,0,,0,0,8.1,5.6,178,1016.2,2.4,8.4,0,0,0
2019,8,21,1,Wednesday,day,136.92,75.8,75.8,73.9,93.99,0,0,,0,0,8.3,6.5,176,1016.2,85,7,0,0,0
2019,8,21,2,Wednesday,day,135.24,75,75,74,96.86,0,0,,0,0,8.1,5.7,171,1015.5,29.4,6.4,0,0,0
2019,8,21,3,Wednesday,day,136.08,74.1,74.1,73.1,96.85,0,0,,0,0,6.7,0.2,9,1014.6,4.6,4.1,0,0,0
2019,8,21,4,Wednesday,day,126.84,74.8,74.8,73.9,96.99,0,0,,0,0,5.6,0,0,1014.1,1.3,4,0,0,0
2019,8,21,5,Wednesday,day,128.52,73.9,73.9,73,97.01,0,0,,0,0,6.9,4.4,250,1014.3,29,3.2,0,0,0
2019,8,21,6,Wednesday,day,122.64,74,74,73,96.98,0,0,,0,0,8.9,4.6,176,1014.4,2.3,3.3,22,0.1,0
2019,8,21,7,Wednesday,day,131.88,74.9,74.9,73.1,94.24,0,0,,0,0,11.6,6.8,189,1014.5,4.6,6.3,65,0.2,1
2019,8,21,8,Wednesday,day,124.32,78.2,78.2,71.9,81.05,0,0,,0,0,14.8,10.1,190,1014.1,3.6,9.9,143,0.5,1
2019,8,21,9,Wednesday,day,118.44,79.1,79.1,71,76.31,0,0,,0,0,17.4,10.3,201,1014.1,93.8,9.9,207,0.7,2
2019,8,21,10,Wednesday,day,136.92,80,83.5,70.9,73.85,0,0,,0,0,24.2,9.2,220,1013.8,99.5,9.9,446.9,1.6,4
2019,8,21,11,Wednesday,day,117.18,82.4,87.3,72,70.84,0,0,,0,0,23.9,9.3,220,1013.2,87.5,9.9,563.6,2,6
2019,8,21,12,Wednesday,day,88.62,85,91.8,73,67.57,0,0,,0,0,26.6,11.3,209,1012.3,32.1,9.9,667.6,2.4,7
2019,8,21,13,Wednesday,day,78.12,87.4,94.9,73,62.53,0,0,,0,0,29.8,10.1,209,1011.5,51.8,9.9,737.2,2.7,7
2019,8,21,14,Wednesday,day,105,89.2,96.3,72,57.07,0,0,,0,0,19.7,11.5,211,1011.1,69.5,9.9,761,2.7,8
2019,8,21,15,Wednesday,day,153.3,87.4,93.1,71,58.35,0,0,,0,0,20.8,7.1,230,1010.4,37.7,9.9,182,0.7,2
2019,8,21,16,Wednesday,day,152.46,88.1,93.3,70.1,55.51,0,0,,0,0,21.4,10.7,230,1010.1,53.8,9.9,133,0.5,1
2019,8,21,17,Wednesday,day,134.82,84.8,89.3,70,61.26,0,0,,0,0,19,9.2,259,1010.4,26,9.9,83,0.3,1
2019,8,21,18,Wednesday,day,117.6,81.1,85.4,71.8,73.32,0,0,,0,0,21.9,8.3,225,1010.4,36.4,9.9,73,0.3,1
2019,8,21,19,Wednesday,day,130.2,78.1,78.1,70.2,76.76,0.002,100,rain,0,0,12.5,4.6,232,1010.6,2.7,9.9,20,0.1,0
2019,8,21,20,Wednesday,day,133.98,77,77,71.2,82.28,0,0,,0,0,12.3,6.8,190,1011,49.9,9.9,0,0,0
2019,8,21,21,Wednesday,day,120.54,74.9,74.9,72,90.68,0.01,100,rain,0,0,11.6,4.5,251,1011.2,51.5,9.9,0,0,0
2019,8,21,22,Wednesday,day,140.28,74.1,74.1,73,96.58,0.408,100,rain,0,0,10.7,6.9,195,1011.3,61.1,9.9,0,0,0
2019,8,21,23,Wednesday,day,115.92,74.1,74.1,73,96.58,0,0,,0,0,10.3,3.2,176,1010.7,86.2,9.9,0,0,0
2019,8,22,0,Thursday,day,134.4,73.1,73.1,71.9,95.82,0,0,,0,0,10.5,0.1,354,1010.8,47.2,9.9,0,0,0
2019,8,22,1,Thursday,day,123.06,73.1,73.1,71.9,95.95,0,0,,0,0,10.1,4.6,310,1010.6,2.3,9.6,0,0,0
2019,8,22,2,Thursday,day,125.58,73.9,73.9,71.9,93.35,0,0,,0,0,11.2,5.4,272,1009.9,2.3,9.9,0,0,0
2019,8,22,3,Thursday,day,114.24,71.3,71.3,71.1,99.53,0,0,,0,0,11,3.5,249,1009.8,0,7.1,0,0,0
2019,8,22,4,Thursday,day,126.84,71.1,71.1,71,99.71,0,0,,0,0,10.5,0.4,342,1009.5,0,4.3,0,0,0
2019,8,22,5,Thursday,day,110.04,71.9,71.9,71,96.85,0,0,,0,0,10.1,4.5,244,1010.3,0,8.8,0,0,0
2019,8,22,6,Thursday,day,125.58,73.1,73.1,71,93.15,0,0,,0,0,10.7,8.7,282,1011.2,0,9.9,21,0.1,0
2019,8,22,7,Thursday,day,111.72,74.1,74.1,71.1,90.31,0,0,,0,0,12.8,5.9,269,1011.5,2.3,9.9,63,0.2,1
2019,8,22,8,Thursday,day,118.44,77.1,77.1,71.1,81.66,0,0,,0,0,14.3,7,261,1012,2.3,9.9,104,0.4,1
2019,8,22,9,Thursday,day,127.68,80.3,83.9,71.1,73.66,0,0,,0,0,16.1,5.9,270,1012.2,2.3,9.9,188,0.7,2
2019,8,22,10,Thursday,day,74.34,83.1,87.8,71,67.09,0,0,,0,0,16.3,3.6,255,1011.9,24.8,9.9,527,1.9,5
2019,8,22,11,Thursday,day,63.42,87.1,91.6,69.3,55.6,0,0,,0,0,17.4,6.9,306,1011.7,0,9.9,712,2.6,7
2019,8,22,12,Thursday,day,83.16,87.3,91.7,69.2,55.08,0,0,,0,0,19.5,4.8,306,1011.5,66.5,9.9,813,2.9,8
2019,8,22,13,Thursday,day,104.58,87.4,90.4,67,50.79,0,0,,0,0,19.9,6.2,260,1011.3,53.5,9.9,759,2.7,8
2019,8,22,14,Thursday,day,98.28,89.2,93,68,49.8,0,0,,0,0,19.5,9.1,269,1011.1,1.8,9.9,775,2.8,8
2019,8,22,15,Thursday,day,83.16,88.4,92.1,68,51.08,0,0,,0,0,17.7,8.2,241,1010.6,3.6,9.9,544,2,5
2019,8,22,16,Thursday,day,95.34,88.1,92.5,69.1,53.58,0,0,,0,0,16.3,5.8,220,1009.5,28.4,9.9,340,1.2,3
2019,8,22,17,Thursday,day,114.24,86.3,89.7,68,54.62,0,0,,0,0,13.9,8,221,1010.1,84.7,9.9,270,1,3
2019,8,22,18,Thursday,day,116.76,86,89.5,68,55.04,0,0,,0,0,10.5,5.8,231,1010.1,48.4,9.9,53,0.2,1
2019,8,22,19,Thursday,day,127.68,84.6,87.3,67,55.6,0,0,,0,0,8.5,4.8,236,1010,3.2,9.9,12,0,0
2019,8,22,20,Thursday,day,141.12,82.5,85.6,68.3,62.26,0.003,100,rain,0,0,19.7,5.9,244,1011.6,97.8,9.8,0,0,0
2019,8,22,21,Thursday,day,127.26,73.4,73.4,71,92.38,0.054,100,rain,0,0,13.9,4.7,337,1012.2,55.1,9.9,0,0,0
2019,8,22,22,Thursday,day,114.66,73.2,73.2,71,93.06,0,0,,0,0,17,0.5,12,1012.7,93.6,9.9,0,0,0
2019,8,22,23,Thursday,day,134.4,73.1,73.1,71,93.33,0.011,100,rain,0,0,22.6,0.1,0,1012.5,69.5,8.8,0,0,0
2019,8,23,0,Friday,day,109.62,72,72,71,96.58,0,0,,0,0,17.2,0.4,355,1012.7,3.2,9.9,0,0,0
2019,8,23,1,Friday,day,128.1,71.1,71.1,70.1,96.55,0.003,100,rain,0,0,6.3,3.1,360,1012.4,30.3,9.9,0,0,0
