Year,Month,Day,Hour,dayofweek,weekdayend,EnergyUseIn,EnergyUseOut,NetEnergyUse,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
2019,1,1,0,Tuesday,day,72.87,0,72.87,45.3,45.3,45.2,99.83,0.064,100,rain,0,0,41.8,0.7,335,1008.2,100,1.3,0,0,0
2019,1,1,1,Tuesday,day,75.74,0,75.74,47.4,47.4,46.5,96.62,0.054,100,rain,0,0,45,1,336,1006.6,100,1.9,0,0,0
2019,1,1,2,Tuesday,day,77.56,0,77.56,48.5,46.1,46.8,93.76,0.012,100,rain,0,0,30,5.5,220,1004.8,100,1.3,0,0,0
2019,1,1,3,Tuesday,day,73.5,0,73.5,54.3,54.3,54.2,99.65,0.001,100,rain,0,0,25.8,13.5,230,1003.9,100,2.6,0,0,0
2019,1,1,4,Tuesday,day,71.26,0,71.26,57.1,57.1,56.1,96.28,0,0,,0,0,29.1,14.5,240,1003.5,100,9.9,0,0,0
2019,1,1,5,Tuesday,day,73.43,0,73.43,59,59,56.1,90.02,0,0,,0,0,20.1,10.7,241,1003.2,100,9.9,0,0,0
2019,1,1,6,Tuesday,day,74.48,0,74.48,58.9,58.9,55.2,87.43,0,0,,0,0,24.4,16.1,241,1003.9,54.1,9.9,0,0,0
2019,1,1,7,Tuesday,day,71.26,0,71.26,58.9,58.9,53.1,81.18,0.145,100,rain,0,0,37.4,7.4,240,1004.2,2.3,9.9,0,0,0
2019,1,1,8,Tuesday,day,62.16,0,62.16,60,60,51.1,72.64,0,0,,0,0,21.1,14,250,1005.1,84.3,9.9,19,0.1,0
2019,1,1,9,Tuesday,day,42.98,0,42.98,60.1,60.1,49.9,68.92,0,0,,0,0,21.1,11.8,252,1006.6,98.3,9.9,53,0.2,1
2019,1,1,10,Tuesday,day,10.15,-0.35,10.5,60.1,60.1,47,62.09,0,0,,0,0,29,16.2,281,1008.4,28.7,9.9,87,0.3,1
2019,1,1,11,Tuesday,day,0.35,-10.5,10.85,56.9,56.9,41.1,55.39,0,0,,0,0,34.8,21.2,282,1009.7,26.1,9.9,133,0.5,1
2019,1,1,12,Tuesday,day,0,-78.82,78.82,56.8,56.8,39,51.31,0,0,,0,0,36.5,22.2,300,1009.8,26,9.9,166,0.6,2
2019,1,1,13,Tuesday,day,4.13,-103.39,107.52,56,56,38.1,50.87,0,0,,0,0,29.5,18.9,310,1010.2,1.3,9.9,220,0.8,2
2019,1,1,14,Tuesday,day,29.68,-1.33,31.01,56,56,37.1,49.02,0,0,,0,0,28.2,12.7,291,1011.7,84.3,9.9,322,1.2,3
2019,1,1,15,Tuesday,day,40.04,0,40.04,53.9,53.9,35.1,48.75,0,0,,0,0,27.7,17.8,300,1013.4,99.5,9.9,92,0.3,1
2019,1,1,16,Tuesday,day,74.06,0,74.06,52,52,34,50.22,0,0,,0,0,25.3,17.7,338,1015.1,83.3,9.9,52,0.2,1
2019,1,1,17,Tuesday,day,69.72,0,69.72,48.7,44.7,33.1,54.58,0,0,,0,0,18.6,9.4,330,1016.4,24.8,9.9,17,0.1,0
2019,1,1,18,Tuesday,day,75.95,0,75.95,47.9,43.1,33.1,56.34,0,0,,0,0,19.7,10.9,339,1017.7,96.1,9.9,0,0,0
2019,1,1,19,Tuesday,day,74.06,0,74.06,46.8,45.6,33.1,58.62,0,0,,0,0,21.5,3.5,331,1019,87.1,9.9,0,0,0
2019,1,1,20,Tuesday,day,71.89,0,71.89,45.9,43,31.9,57.93,0,0,,0,0,18.1,5.7,310,1019.7,31.7,9.9,0,0,0
2019,1,1,21,Tuesday,day,77.91,0,77.91,44.9,44.9,31.9,60.19,0,0,,0,0,16.8,0.7,349,1020.1,84.8,9.9,0,0,0
2019,1,1,22,Tuesday,day,70.35,0,70.35,44.8,40.5,31.9,60.39,0,0,,0,0,15.4,7.8,338,1020.2,95.1,9.9,0,0,0
2019,1,1,23,Tuesday,day,76.93,0,76.93,42.8,38.8,31.8,64.87,0,0,,0,0,12.1,6.7,346,1020.3,97.2,9.9,0,0,0
2019,1,1,24,Wednesday,day,73.22,0,73.22,41.9,37.5,30.8,64.3,0,0,,0,0,9.4,6.9,341,1021,49.5,9.9,0,0,0
2019,1,1,25,Wednesday,day,75.67,0,75.67,40.7,40.7,30,65.23,0,0,,0,0,8.7,0.2,359,1021.5,83.1,9.9,0,0,0
2019,1,1,26,Wednesday,day,77.21,0,77.21,38.7,38.7,29.1,68.12,0,0,,0,0,9.4,0.2,1,1022.6,83.1,9.9,0,0,0
2019,1,1,27,Wednesday,day,73.43,0,73.43,35.9,35.9,29,75.85,0,0,,0,0,8.9,0.2,1,1023.5,0,9.9,0,0,0
2019,1,1,28,Wednesday,day,77.56,0,77.56,35.1,35.1,29,78.26,0,0,,0,0,8.7,0,0,1023.4,0,9.9,0,0,0
2019,1,1,29,Wednesday,day,78.82,0,78.82,36.9,34.8,29,72.9,0,0,,0,0,7.6,3,341,1023.7,4.1,9.9,0,0,0
2019,1,1,30,Wednesday,day,79.17,0,79.17,34.1,34.1,28.2,78.89,0,0,,0,0,6,0.2,6,1024.4,95.4,9.9,0,0,0
2019,1,1,31,Wednesday,day,100.87,0,100.87,35,32.6,29.9,81.49,0,0,,0,0,5.1,3,19,1025.5,99.5,9.9,0,0,0
2019,1,1,32,Wednesday,day,105.28,0,105.28,35,30.2,29,78.45,0,0,,0,0,5.6,5.5,58,1026.2,100,9.9,19,0.1,0
2019,1,1,33,Wednesday,day,45.99,0,45.99,36,29.8,26.9,69.31,0,0,,0,0,7.6,7.8,50,1026.9,100,9.9,70,0.3,1
2019,1,1,34,Wednesday,day,3.85,-18.34,22.19,38,33.7,26.9,63.86,0,0,,0,0,10.7,5.6,30,1027,100,9.9,145,0.5,1
2019,1,1,35,Wednesday,day,0,-40.11,40.11,39.8,35.1,26.8,59.56,0,0,,0,0,11.2,6.7,50,1026.8,99.5,9.9,166,0.6,2
2019,1,1,36,Wednesday,day,0,-54.88,54.88,40.9,37.9,26.9,57.09,0,0,,0,0,10.5,4.5,29,1026.2,96.6,9.9,190,0.7,2
2019,1,1,37,Wednesday,day,16.8,-0.35,17.15,42.1,40.3,26.9,54.64,0,0,,0,0,9.4,3.4,51,1025.1,86.6,9.9,231,0.8,2
2019,1,1,38,Wednesday,day,62.37,0,62.37,42.1,40.4,26.9,54.67,0,0,,0,0,9.6,3.3,106,1024.8,100,9.9,190,0.7,2
2019,1,1,39,Wednesday,day,103.11,0,103.11,41,37.2,26.9,57.04,0,0,,0,0,10.3,5.6,89,1024,100,9.9,101,0.4,1
2019,1,1,40,Wednesday,day,91.35,0,91.35,40.9,38.8,27,57.34,0,0,,0,0,11.2,3.6,122,1023.6,100,9.9,32,0.1,0
2019,1,1,41,Wednesday,day,80.99,0,80.99,40.8,36.8,28.1,60.22,0,0,,0,0,10.7,5.9,166,1023.4,98.3,9.9,7,0,0
2019,1,1,42,Wednesday,day,80.36,0,80.36,38.9,32.8,29.8,69.52,0,0,,0,0,13.6,8.8,130,1023,63.3,9.9,0,0,0
2019,1,1,43,Wednesday,day,84.56,0,84.56,38.9,32.8,29.8,69.51,0,0,,0,0,15.9,8.8,149,1022.9,98.9,9.9,0,0,0
2019,1,1,44,Wednesday,day,83.23,0,83.23,38,31.2,29.9,72.28,0,0,,0,0,16.3,10,139,1021.5,100,9.9,0,0,0
2019,1,1,45,Wednesday,day,79.45,0,79.45,38.8,32.7,29.9,70.12,0,0,,0,0,16.3,8.9,150,1020.6,100,9.9,0,0,0
2019,1,1,46,Wednesday,day,82.6,0,82.6,38.8,32.7,30.8,72.65,0,0,,0,0,15,8.9,150,1019.3,98,9.9,0,0,0
2019,1,1,47,Wednesday,day,84.14,0,84.14,38.9,34.1,31.9,75.78,0,0,,0,0,15.2,6.5,126,1018.2,94.1,9.9,0,0,0
2019,1,1,48,Thursday,day,78.54,0,78.54,39.7,38,33,76.81,0,0,,0,0,14.8,3,105,1017.3,99.7,9.9,0,0,0
2019,1,1,49,Thursday,day,84.77,0,84.77,38.9,35.6,33.1,79.46,0,0,,0,0,11.9,4.5,104,1016.6,98.3,9.9,0,0,0
2019,1,1,50,Thursday,day,80.43,0,80.43,39.7,36.8,33.2,77.14,0,0,,0,0,8.9,4.3,86,1015.4,93.9,9.9,0,0,0
2019,1,1,51,Thursday,day,80.43,0,80.43,38.9,37.1,33.2,79.64,0,0,,0,0,9.2,3,86,1014.2,75.5,9.9,0,0,0
2019,1,1,52,Thursday,day,86.38,0,86.38,38.9,35.9,33.2,79.69,0,0,,0,0,8.7,4.3,124,1012.1,93.6,9.9,0,0,0
2019,1,1,53,Thursday,day,78.54,0,78.54,39.8,39.8,33.3,77.32,0,0,,0,0,11.6,0,0,1011.6,93,9.9,0,0,0
2019,1,1,54,Thursday,day,89.53,0,89.53,39,39,33.3,79.91,0,0,,0,0,14.8,0.2,348,1012,98.6,9.9,0,0,0
2019,1,1,55,Thursday,day,109.69,0,109.69,39,39,33.3,79.91,0,0,,0,0,15.2,0.2,353,1011.7,6.7,9.9,0,0,0
2019,1,1,56,Thursday,day,98.7,0,98.7,39.7,37.8,34.1,80.05,0,0,,0,0,16.3,3.3,254,1012.2,1.3,9.9,13,0,0
2019,1,1,57,Thursday,day,74.34,0,74.34,41,37.7,36,82.04,0,0,,0,0,21.5,4.9,288,1013.4,1.3,9.9,54,0.2,1
2019,1,1,58,Thursday,day,51.73,0,51.73,43.1,38.7,37,79.05,0,0,,0,0,25.7,7.2,318,1013.8,1.3,9.9,99,0.4,1
2019,1,1,59,Thursday,day,22.75,-0.63,23.38,44,38,33.1,65.26,0,0,,0,0,20.2,11.7,328,1013.7,30.1,9.9,141,0.5,1
2019,1,1,60,Thursday,day,26.18,-0.7,26.88,44.1,37.5,29.9,57.24,0,0,,0,0,20.7,13.5,320,1013.3,84.3,9.9,187,0.7,2
2019,1,1,61,Thursday,day,48.3,0,48.3,44.1,37.7,29.8,56.83,0,0,,0,0,22.1,12.9,330,1013.6,99.5,9.9,159,0.6,2
2019,1,1,62,Thursday,day,59.29,0,59.29,44,39.3,29.8,56.99,0,0,,0,0,18.3,8.5,330,1013.7,99,9.9,139,0.5,1
2019,1,1,63,Thursday,day,85.12,0,85.12,44,37.6,27.9,53.05,0,0,,0,0,22.8,12.6,330,1014,85.4,9.9,100,0.4,1
2019,1,1,64,Thursday,day,93.31,0,93.31,42.2,39.3,26.9,54.41,0,0,,0,0,20.1,4.6,320,1014.2,4.1,9.9,45,0.2,0
2019,1,1,65,Thursday,day,84.49,0,84.49,40.8,38.9,25.1,53.25,0,0,,0,0,12.3,3.4,328,1014.4,0,9.9,13,0,0
2019,1,1,66,Thursday,day,75.67,0,75.67,37.9,37.9,25.1,59.63,0,0,,0,0,7.4,0,0,1015.4,0,9.9,0,0,0
2019,1,1,67,Thursday,day,85.75,0,85.75,35.9,35.9,26,66.82,0,0,,0,0,7.6,0.6,345,1016.3,0,9.9,0,0,0
2019,1,1,68,Thursday,day,78.82,0,78.82,37.7,35.2,26,62.19,0,0,,0,0,8.3,3.5,270,1016.8,0,9.9,0,0,0
2019,1,1,69,Thursday,day,83.86,0,83.86,35.9,31.9,26,67.09,0,0,,0,0,10.3,4.7,280,1016.9,0,9.9,0,0,0
2019,1,1,70,Thursday,day,81.9,0,81.9,33.9,31.1,25,69.84,0,0,,0,0,11.2,3.2,261,1016.9,0,9.9,0,0,0
2019,1,1,71,Thursday,day,81.69,0,81.69,30.8,27.9,25,78.86,0,0,,0,0,10.7,3,227,1016.2,0,9.9,0,0,0
2019,1,1,72,Friday,day,86.38,0,86.38,32.9,28.5,25,72.35,0,0,,0,0,8.7,4.6,246,1016.1,0,9.9,0,0,0
2019,1,1,73,Friday,day,82.32,0,82.32,32.8,28.7,25,72.55,0,0,,0,0,8.7,4.3,274,1016.6,0,9.9,0,0,0
2019,1,1,74,Friday,day,88.62,0,88.62,31.8,31.8,24.1,72.87,0,0,,0,0,9.6,0.2,346,1016.5,0,9.9,0,0,0
2019,1,1,75,Friday,day,83.16,0,83.16,29.9,29.9,25,81.67,0,0,,0,0,8.7,0,0,1016.5,0,9.9,0,0,0
2019,1,1,76,Friday,day,90.16,0,90.16,28.9,28.9,24.1,81.87,0,0,,0,0,8.5,0,0,1016.3,0,9.9,0,0,0
2019,1,1,77,Friday,day,83.23,0,83.23,28.1,24.2,23,81,0,0,,0,0,8.7,3.5,210,1016.1,0,9.9,0,0,0
2019,1,1,78,Friday,day,96.11,0,96.11,29,25.6,24.9,84.54,0,0,,0,0,9.6,3.3,233,1016.2,0,9.9,0,0,0
2019,1,1,79,Friday,day,108.43,0,108.43,29,25.7,25,84.8,0,0,,0,0,11.2,3.2,222,1016.4,0,9.9,0,0,0
2019,1,1,80,Friday,day,95.55,0,95.55,28.3,22.2,25.1,87.59,0,0,,0,0,11.4,5.6,220,1016.3,0,8.8,22,0.1,0
2019,1,1,81,Friday,day,38.78,0,38.78,32.1,28.5,28,84.94,0,0,,0,0,11.2,3.7,229,1016.2,0,8.8,57,0.2,1
2019,1,1,82,Friday,day,3.22,-1.68,4.9,36,31.7,29.8,77.98,0,0,,0,0,15.2,5,212,1016.5,0,8.2,90,0.3,1
2019,1,1,83,Friday,day,0,-22.12,22.12,39.8,34.8,31.8,72.65,0,0,,0,0,17.2,7.2,222,1016.2,0,8.8,141,0.5,1
2019,1,1,84,Friday,day,6.72,-0.7,7.42,44,39.3,33,65,0,0,,0,0,16.1,8.2,221,1014.4,0,9.9,188,0.7,2
2019,1,1,85,Friday,day,31.29,0,31.29,46,41.4,33.8,62.18,0,0,,0,0,20.4,9.2,231,1013.7,0,9.9,211,0.8,2
2019,1,1,86,Friday,day,77.56,0,77.56,46.1,41.1,33.9,62.23,0,0,,0,0,18.3,10.2,211,1013,0,9.9,164,0.6,2
2019,1,1,87,Friday,day,82.32,0,82.32,46.1,42.9,35.1,65.29,0,0,,0,0,17.2,6.2,221,1012.7,2.9,9.9,90,0.3,1
2019,1,1,88,Friday,day,92.4,0,92.4,44.9,41.1,35.9,70.53,0,0,,0,0,15,6.9,220,1012.5,4.6,9.9,39,0.1,0
2019,1,1,89,Friday,day,86.03,0,86.03,43.1,40.4,36,75.82,0,0,,0,0,13.2,4.6,209,1011.6,0,9.9,9,0,0
2019,1,1,90,Friday,day,78.82,0,78.82,43,39.5,36,75.98,0,0,,0,0,12.3,5.7,189,1011.4,0,9.9,0,0,0
2019,1,1,91,Friday,day,87.64,0,87.64,43,41.4,37,79.31,0,0,,0,0,11.6,3.3,185,1011.2,8.7,8.8,0,0,0
2019,1,1,92,Friday,day,79.1,0,79.1,42.1,39.5,37,82.17,0,0,,0,0,11.4,4.3,133,1010.5,5.9,8.2,0,0,0
2019,1,1,93,Friday,day,81.69,0,81.69,43,43,37.9,82.06,0,0,,0,0,11,0,0,1009.2,94.1,8.8,0,0,0
2019,1,1,94,Friday,day,82.32,0,82.32,44,44,38,79.28,0,0,,0,0,9.4,0.4,14,1008.3,100,9.9,0,0,0
2019,1,1,95,Friday,day,78.19,0,78.19,43,39.6,38,82.39,0,0,,0,0,6.9,5.6,50,1007.2,99.4,4.3,0,0,0
2019,1,1,96,Saturday,end,83.23,0,83.23,42.1,38.5,39,88.66,0.067,100,rain,0,0,6.9,5.7,59,1006.4,63,2.6,0,0,0
2019,1,1,97,Saturday,end,79.1,0,79.1,42.1,39.2,39.9,91.77,0.045,100,rain,0,0,17,4.7,40,1005.4,75.3,2.1,0,0,0
2019,1,1,98,Saturday,end,80.36,0,80.36,41,36.6,39.9,95.79,0.045,100,rain,0,0,10.7,6.6,40,1004.4,63.3,3.9,0,0,0
2019,1,1,99,Saturday,end,82.95,0,82.95,42.2,37.8,41,95.57,0.028,100,rain,0,0,13,6.8,50,1003.2,94.1,2.7,0,0,0
2019,1,1,100,Saturday,end,76.3,0,76.3,42.9,37.7,42,96.56,0.025,100,rain,0,0,16.3,8.9,41,1001.4,100,6.8,0,0,0
2019,1,1,101,Saturday,end,84.77,0,84.77,43,37.9,42.1,96.56,0,0,,0,0,17.4,8.9,61,1000.2,100,3.5,0,0,0
2019,1,1,102,Saturday,end,81.34,0,81.34,44,38.6,43,96.2,0,0,,0,0,18.1,10,61,999,100,2.1,0,0,0
2019,1,1,103,Saturday,end,78.82,0,78.82,44,38.6,43,96.2,0.015,100,rain,0,0,18.1,10.1,71,998.2,100,2,0,0,0
2019,1,1,104,Saturday,end,81.62,0,81.62,44.9,38.5,44,96.54,0.055,100,rain,0,0,17.7,13.4,68,997.5,100,3.9,9,0,0
2019,1,1,105,Saturday,end,71.26,0,71.26,45.9,41.9,44.8,95.69,0.065,100,rain,0,0,19,8,40,997.4,100,3.4,23,0.1,0
2019,1,1,106,Saturday,end,70.28,0,70.28,44.9,41.1,44,96.59,0.015,100,rain,0,0,19.2,7,20,997.1,100,1.4,41,0.1,0
2019,1,1,107,Saturday,end,44.45,0,44.45,45,40.2,44,96.59,0.012,100,rain,0,0,19.5,9.1,360,996.5,100,2.1,49,0.2,0
2019,1,1,108,Saturday,end,53.27,0,53.27,44.9,39.2,43.1,93.11,0.004,100,rain,0,0,20.8,11.5,360,995.2,99.7,2.6,98,0.4,1
2019,1,1,109,Saturday,end,73.15,0,73.15,45.9,40.9,43.9,92.75,0.006,100,rain,0,0,20.1,10.3,350,995.3,93.9,5,73,0.3,1
2019,1,1,110,Saturday,end,75.04,0,75.04,44.9,40,43,93.3,0.031,100,rain,0,0,19.2,9.2,320,996.2,99.7,4.2,45,0.2,0
2019,1,1,111,Saturday,end,72.24,0,72.24,44.9,39.5,43,93.14,0.021,100,rain,0,0,19.5,10.4,329,997.4,75.3,9.7,34,0.1,0
2019,1,1,112,Saturday,end,84.77,0,84.77,46,41.2,43.1,89.53,0.011,100,rain,0,0,21.5,9.5,320,998.7,63,6.3,33,0.1,0
2019,1,1,113,Saturday,end,77.84,0,77.84,46.8,43.8,43.9,89.68,0,0,,0,0,17.2,6.2,310,1000.1,73.3,9.9,14,0.1,0
2019,1,1,114,Saturday,end,82.25,0,82.25,46,41.4,42.9,88.88,0,0,,0,0,25.3,9.2,310,1001.9,83.4,9.9,0,0,0
2019,1,1,115,Saturday,end,81.06,0,81.06,44.9,39.6,39.1,79.99,0,0,,0,0,19.7,10.3,300,1003.5,4.4,9.9,0,0,0
2019,1,1,116,Saturday,end,79.17,0,79.17,43.9,40.4,37.4,77.49,0,0,,0,0,19.7,6,300,1004.7,0,9.9,0,0,0
2019,1,1,117,Saturday,end,85.4,0,85.4,43.8,38.8,36.2,74.51,0,0,,0,0,19.2,8.9,297,1005.6,0,9.9,0,0,0
2019,1,1,118,Saturday,end,78.82,0,78.82,42.8,40.2,36.1,77.13,0,0,,0,0,17.4,4.5,281,1006,0,9.9,0,0,0
2019,1,1,119,Saturday,end,83.51,0,83.51,42,39,36,79.27,0,0,,0,0,16.6,4.7,275,1006.7,0,9.9,0,0,0
2019,1,1,120,Sunday,end,82.6,0,82.6,38.1,38.1,33.4,82.9,0,0,,0,0,16.3,0.6,342,1006.9,0,9.9,0,0,0
2019,1,1,121,Sunday,end,82.88,0,82.88,39.7,37.4,35,83.4,0,0,,0,0,15.9,3.5,287,1007.3,0,9.9,0,0,0
2019,1,1,122,Sunday,end,86.73,0,86.73,41,36.4,35,78.91,0,0,,0,0,17.2,7,270,1008.7,0,9.9,0,0,0
2019,1,1,123,Sunday,end,80.36,0,80.36,42.1,40.3,34.1,73.07,0,0,,0,0,15,3.4,272,1009.2,84.8,9.9,0,0,0
2019,1,1,124,Sunday,end,86.45,0,86.45,40.8,36.9,35,79.49,0,0,,0,0,14.1,5.8,222,1009.5,95.4,9.9,0,0,0
2019,1,1,125,Sunday,end,84.84,0,84.84,38.8,33.9,34,82.68,0,0,,0,0,14.1,6.7,212,1009.5,95.4,9.9,0,0,0
2019,1,1,126,Sunday,end,84.49,0,84.49,41,36.9,35,79.24,0,0,,0,0,15.7,5.9,221,1009.7,100,9.9,0,0,0
2019,1,1,127,Sunday,end,83.86,0,83.86,42,37.1,35.9,78.67,0,0,,0,0,17.7,8,230,1010.3,100,9.9,0,0,0
2019,1,1,128,Sunday,end,76.3,0,76.3,42.1,38.2,35.9,78.71,0,0,,0,0,19.9,6,231,1011.3,100,9.9,11,0,0
2019,1,1,129,Sunday,end,65.87,0,65.87,44,39,37.1,76.57,0,0,,0,0,22.4,8.9,240,1012.2,100,9.9,31,0.1,0
2019,1,1,130,Sunday,end,64.05,0,64.05,47,42.6,37,67.98,0,0,,0,0,23,9.4,262,1013,100,9.9,72,0.3,1
2019,1,1,131,Sunday,end,20.51,-90.44,110.95,47.9,42.6,35.8,62.72,0,0,,0,0,21.9,12.9,319,1013.1,92.8,9.9,53,0.2,1
2019,1,1,132,Sunday,end,7.98,-110.04,118.02,50,44.6,29.9,45.92,0,0,,0,0,23.4,15.1,320,1012.9,52.9,9.9,142,0.5,1
2019,1,1,133,Sunday,end,14.28,-100.31,114.59,51.9,51.9,28,39.55,0,0,,0,0,33.1,17.2,293,1013.1,30.2,9.9,214,0.8,2
2019,1,1,134,Sunday,end,3.15,-63.07,66.22,50.1,50.1,29.7,45.21,0,0,,0,0,29.7,17.1,339,1014.1,88.9,9.9,196,0.7,2
2019,1,1,135,Sunday,end,54.6,0,54.6,48.8,42.3,25.2,39.47,0,0,,0,0,27.6,19,330,1015.3,30.2,9.9,191,0.7,2
2019,1,1,136,Sunday,end,84.84,0,84.84,46.1,39.7,21.1,36.67,0,0,,0,0,29.7,15,330,1017,0,9.9,22,0.1,0
2019,1,1,137,Sunday,end,79.1,0,79.1,43,37.1,20,39.42,0,0,,0,0,22.5,10.7,321,1018.3,0,9.9,11,0,0
2019,1,1,138,Sunday,end,85.12,0,85.12,42,36.6,19.2,39.59,0,0,,0,0,18.3,9,320,1019.5,0,9.9,0,0,0
2019,1,1,139,Sunday,end,83.23,0,83.23,40.7,32.1,20.8,44.62,0,0,,0,0,26.4,17.4,329,1020.7,0,9.9,0,0,0
2019,1,1,140,Sunday,end,84.84,0,84.84,38.9,31.7,24,54.78,0,0,,0,0,18.3,11.3,339,1022.2,4.1,9.9,0,0,0
2019,1,1,141,Sunday,end,86.66,0,86.66,37.1,31.4,24,58.69,0,0,,0,0,24.2,7.4,338,1023.4,80.8,9.9,0,0,0
2019,1,1,142,Sunday,end,84.14,0,84.14,35.1,28.2,19.2,51.89,0,0,,0,0,17.4,8.6,322,1024.4,2.3,9.9,0,0,0
2019,1,1,143,Sunday,end,89.53,0,89.53,34,25,18,51.6,0,0,,0,0,20.3,12.7,340,1025.2,0,9.9,0,0,0
2019,1,1,144,Monday,day,82.88,0,82.88,33,25.4,17,51.35,0,0,,0,0,18.1,9.2,340,1025.9,0,9.9,0,0,0
2019,1,1,145,Monday,day,91.77,0,91.77,31.8,24.7,16.1,51.98,0,0,,0,0,16.6,7.8,341,1026.9,0,9.9,0,0,0
2019,1,1,146,Monday,day,83.51,0,83.51,30.7,22.7,17,56.34,0,0,,0,0,16.3,8.9,340,1028,0,9.9,0,0,0
2019,1,1,147,Monday,day,91.7,0,91.7,29,20.5,15.3,56.06,0,0,,0,0,15,9.1,360,1028.8,0,9.9,0,0,0
2019,1,1,148,Monday,day,87.99,0,87.99,28.7,20.3,13,51.39,0,0,,0,0,13,8.9,332,1029,0,9.9,0,0,0
2019,1,1,149,Monday,day,94.5,0,94.5,26.8,20.1,13,55.59,0,0,,0,0,11.6,5.9,359,1029.6,0,9.9,0,0,0
2019,1,1,150,Monday,day,93.94,0,93.94,26.8,22.8,12.9,55.33,0,0,,0,0,11.2,3.4,312,1030.1,0,9.9,0,0,0
2019,1,1,151,Monday,day,113.19,0,113.19,26.8,18.5,11.9,52.89,0,0,,0,0,11.2,8.1,350,1031.2,0,9.9,5,0,0
2019,1,1,152,Monday,day,82.25,0,82.25,26.9,16.8,9.3,46.89,0,0,,0,0,16.1,11,359,1032,0,9.9,16,0.1,0
2019,1,1,153,Monday,day,11.06,-14.84,25.9,28.1,19.9,8.1,42.33,0,0,,0,0,14.1,8.3,359,1032.8,4.6,9.9,52,0.2,1
2019,1,1,154,Monday,day,0,-64.05,64.05,29.9,22.3,8.1,39.29,0,0,,0,0,14.5,8.1,16,1032.9,1.7,9.9,46,0.2,0
2019,1,1,155,Monday,day,0,-98.91,98.91,32,32,9.9,39.22,0,0,,0,0,14.1,0.5,6,1032.1,1.7,9.9,93,0.3,1
2019,1,1,156,Monday,day,0,-91.42,91.42,33.2,27.9,10.6,38.43,0,0,,0,0,13.2,5.7,45,1030.8,1.3,9.9,167,0.6,2
2019,1,1,157,Monday,day,18.34,-52.36,70.7,33.3,33.3,9.8,37.06,0,0,,0,0,11.4,0.2,0,1030.1,51.8,9.9,297,1.1,3
2019,1,1,158,Monday,day,85.12,0,85.12,34,34,8.8,34.39,0,0,,0,0,8.5,0.2,356,1030,99.7,9.9,220,0.8,2
2019,1,1,159,Monday,day,102.48,0,102.48,34,31.3,9.9,36.11,0,0,,0,0,7.4,3.2,340,1029.9,88.9,9.9,70,0.3,1
2019,1,1,160,Monday,day,90.16,0,90.16,34,31.3,10.7,37.5,0,0,,0,0,7.2,3.2,47,1029.5,95.1,9.9,29,0.1,0
2019,1,1,161,Monday,day,82.6,0,82.6,33,27.8,14,45.12,0,0,,0,0,8.3,5.6,109,1028.4,73.3,8.8,5,0,0
2019,1,1,162,Monday,day,80.99,0,80.99,31.9,31.9,18.3,56.85,0.001,100,"rain,snow",0,0,8.9,0,0,1028.8,27.1,9.9,0,0,0
2019,1,1,163,Monday,day,81.69,0,81.69,31.9,27.4,19.1,58.82,0,0,,0,0,11.4,4.5,127,1028,8.2,9.9,0,0,0
2019,1,1,164,Monday,day,81.06,0,81.06,31.9,26.4,17.2,54.2,0,0,,0,0,12.1,5.6,150,1027.7,26.5,9.9,0,0,0
2019,1,1,165,Monday,day,84.84,0,84.84,31.8,24.3,19.1,58.88,0,0,,0,0,13,8.5,146,1026.9,6.9,9.9,0,0,0
2019,1,1,166,Monday,day,80.71,0,80.71,31.8,24.3,19.9,60.99,0,0,,0,0,13.9,8.5,156,1026.3,4.6,9.9,0,0,0
2019,1,1,167,Monday,day,85.75,0,85.75,31.9,24.2,20.8,63.28,0,0,,0,0,13.6,8.9,169,1024.7,6.4,9.9,0,0,0
2019,1,1,168,Tuesday,day,80.36,0,80.36,31.9,27.2,21.8,65.89,0,0,,0,0,14.1,4.7,169,1024,4.1,9.9,0,0,0
2019,1,1,169,Tuesday,day,87.01,0,87.01,33.1,28.1,24.1,69.15,0,0,,0,0,11,5.3,303,1024.9,56.2,9.9,0,0,0
2019,1,1,170,Tuesday,day,79.45,0,79.45,33.1,27.8,24.3,69.94,0,0,,0,0.04,13,5.6,99,1023.3,62.2,9.9,0,0,0
2019,1,1,171,Tuesday,day,84.49,0,84.49,31.9,26.4,27.1,82.07,0.038,100,"rain,snow",0,0.16,13.6,5.7,130,1022,73.8,7.1,0,0,0
2019,1,1,172,Tuesday,day,85.4,0,85.4,33,30.4,29.2,85.55,0.012,100,"rain,snow",0,0.16,13.4,3,0,1021.3,98,9.9,0,0,0
2019,1,1,173,Tuesday,day,89.81,0,89.81,33.2,29.1,30.1,88.28,0,0,,0,0.04,10.7,4.3,76,1020.4,100,9.9,0,0,0
2019,1,1,174,Tuesday,day,92.05,0,92.05,33.2,29.1,30.1,88.28,0.012,100,"rain,snow",0,0.04,8.5,4.3,57,1019.6,100,9.9,0,0,0
2019,1,1,175,Tuesday,day,116.97,0,116.97,33.2,30.6,30.9,91.25,0,0,,0,0.04,8.1,3,57,1018.6,100,8.8,0,0,0
