Year,Month,Day,EnergyUse,Temp,Humidity,dew,windspeed,windgust,solarradiation,solarenergy,uvindex,cloudcover,winddir
2021,11,11,2281.02,51.9,67,40.9,12.1,19.7,3.5,0,0,28.8,93
2021,11,12,1947.96,58.2,79.8,51.2,15.2,29.9,5,0,0,55.6,193.2
2021,11,13,3577.98,44.1,80.8,38.2,21.7,32.7,51.3,4.3,3,17.8,252.9
2021,11,14,4581.78,39.4,72.4,30.9,10.9,20.6,50.4,4.3,2,29.9,213.6
2021,11,15,5331.9,41,72.5,32.1,15,24.5,34.5,3,1,64.3,275.6
2021,11,16,5259.24,39.6,59.7,26.2,16.6,23.8,74.3,6.4,4,2.2,285.2
2021,11,17,4361.7,44,79.9,37.6,11.4,19.7,71.2,6.1,3,14.1,153.5
2021,11,18,2623.32,55.1,76.6,46.7,15.8,31.7,67.2,5.7,4,33.1,230.8
2021,11,19,4900.98,42.1,51.1,24.8,19,29,73.3,6.5,5,34.3,294.7
2021,11,20,5097.54,37.6,71,28.5,9.5,13.4,62.2,5.5,3,1.8,216.1
2021,11,21,4273.5,44,79.5,37.5,11,22.1,45.8,4,3,65.9,196.8
2021,11,22,4341.96,44.9,75.9,37.1,12.6,22.8,37.7,3.3,1,45.4,302.8
2021,11,23,6461.7,34.5,53.3,18.8,18.1,28.9,100.8,8.5,5,12.2,324.3
2021,11,24,6046.32,36.1,57.8,22,9.1,16.6,105.1,8.9,5,0.6,297
2021,11,25,4939.2,42,55.2,26,8.1,14.8,61.7,5.2,3,17.6,234.1
2021,11,26,4946.76,41.9,69.1,31.6,19.5,34.3,46.9,4.1,3,89.6,280.9
2021,11,27,6073.2,35.8,50.3,19,20.4,29,51.7,4.4,4,63.6,301.3
2021,11,28,5908.98,36.7,71,28,7.3,11.6,36.5,3.1,2,87.3,1.2
2021,11,29,6076.14,36.1,66.2,25.7,16,25.1,47,4,2,60.8,305.4
2021,11,30,6637.26,34.5,71.7,26.1,6.9,16.3,33,2.8,2,86,231.1
2021,12,1,5232.78,42.7,56.8,28,10,17.2,61.5,5.3,4,29.6,249.5
2021,12,2,3452.4,50.1,78.5,43,14.8,37.6,39.4,3.3,2,56.7,220.4
2021,12,3,4876.2,43.8,50.7,26.5,17.4,30,51.1,4.3,3,19.6,300.3
2021,12,4,5375.16,39.7,69.7,30.4,7.6,13.2,73.9,6.5,4,45.8,208.4
2021,12,5,5562.48,39.8,61.4,27.2,11.8,14.5,126.5,10.6,2,30.2,96.6
2021,12,6,3018.12,51.9,82.4,46.2,19.6,34.5,42.1,3.6,2,83.2,222.5
2021,12,7,5881.68,36.2,52.4,20.3,12.2,29,99.5,8.7,5,2.2,281.2
2021,12,8,6460.86,34.3,68,24.6,7.2,15.9,58.8,4.4,1,57,311.5
2021,12,9,6583.5,34.4,57.9,20.9,10.3,19.7,45.1,3.9,3,19.6,301.3
2021,12,10,5552.82,39.8,70.3,30.8,10,13.6,51.9,4.5,2,70.1,176.3
2021,12,11,3197.46,53.6,89.8,50.5,25.7,42.7,47.5,3.8,1,98.7,205.9
2021,12,12,5089.14,42.8,46.1,23.3,21.9,31.7,192.7,16.7,3,12.6,289.2
2021,12,13,5305.86,42.4,41,19.4,12.7,21.9,62.2,5.4,3,0,242.6
2021,12,14,5145,43.9,45.9,24.2,14.4,17.2,108.4,9.3,5,0,336.8
2021,12,15,5171.46,44.5,65.4,33.4,13.7,23,98.5,8.8,2,42.9,99.2
2021,12,16,2599.38,54.4,72.3,45,15.9,27.1,117.8,10.4,2,25.6,216.6
2021,12,17,3299.94,53,41.9,28.3,11.1,25.5,65,5.6,3,5.3,271
2021,12,18,4701.06,41.6,86,37,7.6,14.8,13.7,1.2,1,97.2,49.8
2021,12,19,5913.6,36.7,71.2,27.8,17.4,30.8,52,4.4,2,53.8,336.7
2021,12,20,7756.14,28.6,60.8,16.2,9,14.5,59.1,5,3,0,257.3
2021,12,21,7349.16,31.9,75,24.5,5.6,13,46,4.1,2,25.7,351.7
2021,12,22,6109.74,37.4,69.7,26.8,16.3,30.2,184.1,15.7,3,42.7,310.1
2021,12,23,7335.3,30.9,52.7,15.3,12.6,20.6,88.1,7.7,3,14.4,285.4
2021,12,24,6431.04,36.5,66,26,7.8,23.7,63.3,5.5,3,57,79.5
2021,12,25,4901.82,44,92.7,41.9,7.5,22.4,19.9,1.7,1,84.6,335.9
2021,12,26,4349.94,46.4,64.8,34.7,16.7,22.8,62.8,5.3,3,19.5,326.6
2021,12,27,6755.28,34.8,74.3,27.2,8.9,16.8,54.9,4.3,1,62.4,61.4
2021,12,28,5550.3,40.3,85.6,36,7.7,18.1,67.6,5.1,1,74.2,277.7
2021,12,29,4744.74,43,94.8,41.6,7.6,20.4,24.8,2.2,1,96.8,59.6
2021,12,30,3867.36,46,95.8,44.8,6.5,9.4,46.3,4,2,96.3,249.4
2021,12,31,3708.6,48.5,96.4,47.5,8.7,15.2,21.1,1.7,1,97.2,201
2022,1,1,3141.18,51.9,99.6,51.8,13.3,29.1,19.6,1.8,1,100,120
2022,1,2,3449.88,51.1,89.7,48,17.1,25.1,21,2.4,0,85.2,296.4
2022,1,3,8111.46,29.9,60,17.5,19.2,26,11.3,0.9,1,62.5,355.7
2022,1,4,8547.84,25.2,58.6,12.4,13,24.2,35.8,3.1,1,0,270.7
2022,1,5,6909,34.5,88.1,31.3,18.3,24.1,33.6,2.9,2,53.4,200.8
2022,1,6,6986.28,34.2,62.6,21.7,11.8,24.8,75.1,6.5,4,15.3,285.4
2022,1,7,8455.02,27.5,72.1,19,17,29.8,56.4,5,6,52.8,300.8
2022,1,8,9281.16,22.8,51.6,7.4,11.2,21.9,119.3,10.4,5,0.1,294.3
2022,1,9,7618.38,32.2,83.3,27.5,10.7,27.5,36.4,3.1,2,80.2,214.2
2022,1,10,8201.76,29.1,52.3,13.5,15.1,30,95.9,8.3,5,38.2,292.6
2022,1,11,9948.54,18.2,47,0.9,17,25.9,146.3,12.6,4,3.6,310.6
2022,1,12,8444.94,27,60.8,14.9,17,29.2,70.3,6,4,0,205.7
2022,1,13,7119.42,34.9,65.5,23.5,5.6,9.8,66.4,5.8,3,6.5,21.3
2022,1,14,6417.18,36.1,61.9,24,22.4,32.9,90.9,7.7,5,6.7,343.9
2022,1,15,9817.5,16.7,36.4,-5.8,16.5,32.9,66.3,5.7,3,5.2,340.1
2022,1,16,9592.38,18.7,69.9,10.2,20.5,28.3,101,8.7,3,51.8,41.9
2022,1,17,6507.9,37.2,82.3,32.1,24.7,37.3,19.6,1.7,1,99.4,220.4
2022,1,18,7665.42,32.6,55.1,18.1,18.3,33.4,46.5,4.1,3,60.6,294.2
2022,1,19,6515.04,36.3,62,23.8,17.1,27.8,111.7,9.8,5,21.4,210.7
2022,1,20,7101.78,32.4,73.8,24.3,14.6,23.9,34.3,3,2,66.5,333.5
2022,1,21,9637.74,18.1,49.6,1.9,13.7,23.3,54.3,4.8,4,3.8,7.1
2022,1,22,8992.62,19.7,47,2.2,11.2,23.3,88.8,7.5,4,0.8,353.8
2022,1,23,7765.38,27.2,59.7,14.3,9.9,14.5,129.8,11.9,2,54.2,253.1
2022,1,24,7344.96,28.6,69.9,19.2,13.5,19,127.2,11.5,2,47.9,268.1
2022,1,25,6954.36,33.7,67.4,23.7,9.2,20.8,37,3.3,2,59.3,297.2
2022,1,26,8615.46,22.5,48.8,5.6,12.7,21.9,52,4.4,2,5.1,334.6
2022,1,27,9055.2,21.1,55.8,6.6,9,17.4,96.7,8.3,5,12,225.3
2022,1,28,8200.08,28.8,79.7,23,9.3,27.5,30.3,2.7,1,97.2,27.8
2022,1,29,10343.34,19.9,72.5,11.5,19.8,30.4,43.6,3.8,2,74.9,333.7
2022,1,30,10431.12,16,51.6,0.9,14.8,27.4,106,9,5,5.6,281.5
2022,1,31,9549.54,20.9,60.2,8.9,5.7,11.9,88.8,7.6,5,15.7,34.6
2022,2,1,8484.42,26,65.1,15.7,10.8,17,139.8,12,6,0.4,33.6
2022,2,2,6426.84,33.5,91.3,31.2,6.5,10.1,75.4,6.6,4,74.1,350.7
2022,2,3,5092.08,41.1,99.6,41,7.2,19.2,23.8,2.1,1,99.6,146.2
2022,2,4,5197.5,42.6,94.7,41.2,19.9,28.5,16.2,1.4,1,99.8,272.9
2022,2,5,8237.88,24.1,58.8,11.3,19.5,36.4,135.6,11.8,6,33,319.9
2022,2,6,8220.66,23.4,59.9,11.1,10.1,14.8,136,11.7,6,9.5,107.6
2022,2,7,7335.3,32.1,95.7,31,8.9,13.2,24.3,1.9,1,100,1.9
2022,2,8,6283.62,35.3,72.9,26.6,15.8,23,121.3,10.5,6,35.8,287.3
2022,2,9,6103.86,35.6,59.9,22,11,17.2,126.1,11.1,5,0,190.3
2022,2,10,5402.46,41.9,61.5,27,19.5,34,165.6,14.1,7,36,261.8
2022,2,11,4591.44,44.2,51.4,25.7,18,29.9,127.9,11,6,15.5,195.9
2022,2,12,3400.32,50,45.5,29.5,18.8,28.9,119.3,10.2,6,17.6,269.9
2022,2,13,6515.46,31.5,84.4,26.9,12.3,20.8,16.8,1.3,1,99.8,0.6
2022,2,14,9746.52,19.8,48.6,3.3,16,27.2,146.2,12.4,6,8.1,310.6
2022,2,15,9408.84,20.3,50.4,4.1,10,17.2,21.2,1.6,0,0,291.9
2022,2,16,6904.38,33.2,64.7,22.1,12.4,22.6,121.4,10.5,6,6.8,168
2022,2,17,2970.24,54.9,73.5,46.1,24.6,36.1,109.8,9.3,5,53,200
2022,2,18,4097.52,45.6,61.2,31.9,24.8,40.2,116.7,10.1,6,50.5,261.4
2022,2,19,7289.1,28.8,53.4,13.2,24.3,37.6,96.5,8.3,5,27.5,272.2
2022,2,20,7349.16,26.6,47.5,8.6,14.5,24.6,180,15.5,7,0,232.4
2022,2,21,5386.08,39.4,59.2,24.5,7.8,15,149.8,12.8,6,0,202
2022,2,22,3664.92,49.4,88.5,46,24.3,33.4,83.8,6.7,3,75.9,184
2022,2,23,2527.98,58.1,68,46.5,17.9,29.4,97,7.2,1,26.7,267
2022,2,24,6795.6,31.6,53.1,16.3,12.1,20.8,50.5,4.2,2,67.5,29.3
2022,2,25,6497.82,34.8,81.7,29,19.6,30.1,73.3,6.3,4,88.4,332.1
2022,2,26,6904.8,30,53.5,15,12.4,20.1,184.1,15.8,8,22.2,309.3
2022,2,27,5928.72,36.5,47.5,16.7,20.5,31,169.3,14.5,7,2.1,271
2022,2,28,6611.64,32,39,9,13.3,27.7,173.6,14.9,7,19,335.7
2022,3,1,5502.84,39,59,25.7,15.6,23.7,82.2,7.1,5,72.3,191.8
2022,3,2,4142.88,44.2,55.9,27.6,10,17.2,202,17.5,7,15.4,274.3
2022,3,3,4885.44,39.9,47.5,19.7,15.9,24.9,209,18.2,8,35.4,322.7
2022,3,4,6439.86,28,42.3,7.1,12.1,21.7,207.9,17.9,7,0,278.6
2022,3,5,5521.32,36.9,56,21.7,12.5,20.8,121.2,10.4,5,17.8,157
2022,3,6,3032.82,55.1,78.4,48.4,20.3,29.7,61.4,5.4,3,65.3,219.5
2022,3,7,1699.74,65.7,66.6,53.9,25,44.4,134.4,11.5,5,24.9,224.4
2022,3,8,3701.46,42.1,46.8,22.6,18.8,33.9,185.8,15.9,7,24.8,303.2
2022,3,9,5075.7,36.4,89.5,33.4,12.5,21.9,21.2,1.7,1,86.6,42.3
2022,3,10,4415.88,39.2,75.7,31.1,8.6,15,166.3,14.4,6,21.5,152.2
2022,3,11,3687.18,42.8,68.2,31.5,14.4,24.2,194.3,16.9,7,2.5,163.9
2022,3,12,5583.48,33.4,84.2,28.8,25,40,30.5,2.7,2,88.8,315.9
2022,3,13,5848.08,25.6,52.8,10.6,15.6,30.3,195,16.3,7,37.4,266.9
2022,3,14,3739.68,42.9,53.4,26.1,12.2,21.5,197.8,17,7,24.9,226.7
2022,3,15,2610.3,52,49.9,32.1,11.2,29.1,184.7,16,7,17.2,219.7
2022,3,16,1756.44,55.9,53.4,38.3,16.4,25.3,207.3,18,7,7.1,181.5
2022,3,17,2910.6,49.3,95.6,48,12.4,14.8,37.9,3.3,1,84.7,35
2022,3,18,1914.36,58.1,81,51,11.3,21.3,168.9,14.5,7,54.4,216.3
2022,3,19,1347.78,61.9,78.1,54.3,19.4,33.2,156.8,13.5,7,58.4,192.1
2022,3,20,2307.48,52.4,64.7,40.4,15.1,29,93.6,8,4,86.6,289.6
2022,3,21,2470.86,51.9,38.5,26.1,17.1,28.3,246.7,21.2,8,3.8,295.4
2022,3,22,2572.08,50.6,34.9,21.1,13.1,20.8,231.3,20,8,21.6,333.5
2022,3,23,3795.12,42.7,51.5,24.7,14.5,32.9,26.2,1.6,0,45.4,84
2022,3,24,4099.2,43.8,98.9,43.5,18.1,29.5,39.5,2.9,1,100,51.7
2022,3,25,2803.5,49.1,74.3,39.9,13.7,24.8,169.5,14.6,8,57.6,275.2
2022,3,26,2986.62,47.1,58.1,32.9,13.5,32.2,157.4,13.6,6,80.5,263.4
2022,3,27,4430.16,37.9,53.7,21.9,18.6,35.8,136.7,12.2,4,60,287.3
2022,3,28,6800.22,26,40.2,4.9,20.1,34.2,152.2,12.9,6,45.1,307.9
2022,3,29,5925.36,30,39.8,7.9,21.6,31.3,265.5,22.9,10,31,327.5
2022,3,30,5178.18,35.1,46.2,15.5,10.1,14.5,113,9.9,5,36.4,176.1
2022,3,31,2616.6,57.7,76.4,50.2,26.8,39.5,71.7,6.1,3,90.1,195.9
2022,4,1,2123.94,51.9,63.2,38.5,20.6,39.5,143.8,12.3,8,85.7,277.6
2022,4,2,2908.92,43.9,44.1,23.2,15.8,28.5,240.1,20.6,8,28.3,305.2
2022,4,3,3512.88,43,81.7,37.6,16.2,30.2,80,6.9,6,74,298.6
2022,4,4,2910.18,44.8,55,29.1,14.7,31.8,22.4,1.6,0,33.2,301.7
2022,4,5,3188.22,46,69.6,36,15.3,19.7,104.5,9.1,4,80.4,113.6
2022,4,6,3506.58,48.8,96.4,47.8,17.7,27.7,47,4.1,2,100,53.8
2022,4,7,3668.7,48.2,98.6,47.9,16.7,32.7,20.2,1.8,1,100,96.2
2022,4,8,2383.08,52.6,63.9,38.6,12.8,27.3,21,2.4,0,38.2,259.6
2022,4,9,2856,47.9,76,40,11.4,24.4,21,2.4,0,85.4,268.6
2022,4,10,3660.72,44.9,56.5,29.8,16.1,26.5,207.9,18,4,66.3,308.6
2022,4,11,2706.06,48.8,47.8,29.3,11.4,20.7,268.3,23.5,3,11.5,253
2022,4,12,1888.32,57.4,61.2,43.3,12.6,22.8,297,26.4,3,41.3,297.6
2022,4,13,1814.82,65.4,65,52.4,12.4,20.6,401.2,34.8,8,13.4,183.7
2022,4,14,1310.4,69.4,61.8,55.1,16.1,44.7,334,28.8,3,31,232.2
2022,4,15,1089.48,57.3,43.4,32,16.7,29.5,353.3,30.5,10,7.8,236.3
2022,4,16,1165.5,59.4,47.3,37.9,18.8,33.3,206.8,17.8,8,31.2,223
2022,4,17,1820.28,44.6,58.5,29.3,19.9,31.7,254.8,22,10,44.6,330.3
2022,4,18,3973.62,41.4,62.1,28.7,22.6,40,107.4,9.3,5,41.4,79.9
2022,4,19,3829.98,43.3,69.3,32.7,19.6,33.5,152.6,13.3,7,77.7,283.5
2022,4,20,2750.58,47.1,46.5,26.7,15.8,34.4,298.7,25.9,9,1.3,283.3
2022,4,21,2337.72,51.6,57.8,36.3,16.8,25,179.9,15.8,6,31.1,197.1
2022,4,22,1485.96,58.3,49.7,36.9,12.8,22.8,281.3,24.3,9,8.1,314.9
2022,4,23,1749.3,54.9,46.4,34.5,8.8,13.2,139.4,12.1,6,72.6,97.8
2022,4,24,1494.36,55.4,59,40.4,17.3,23,270.5,23.5,8,13.2,93.3
2022,4,25,2365.44,50.8,67.8,40.1,13.2,16.8,96.9,8.3,3,74.6,89.4
2022,4,26,1917.72,57.9,78.4,51,11.2,20.1,114.3,9.9,4,98,7.3
2022,4,27,2754.78,49.5,54.3,32.9,19.7,29.7,150.9,13,7,81.4,306
2022,4,28,3205.44,45.5,35.7,17.2,22,35.9,293.5,25.4,9,36.7,326.1
2022,4,29,2749.32,49.4,23.7,12.2,19.3,27.5,325.8,28.3,10,0.1,325.3
2022,4,30,2283.54,53,30.3,20.6,13.4,19.7,328,28.4,10,0.1,331
2022,5,1,1971.06,54.6,55.5,36.6,8.9,17.4,261.5,22.6,9,21.7,198.5
2022,5,2,1987.86,55.8,87.9,52,8.7,15.7,85.2,7.4,5,83.9,47
2022,5,3,1594.32,56.7,80.6,50.4,13.4,20.1,241.9,21,8,49.4,95.4
2022,5,4,2105.04,54.9,91.8,52.4,9.8,17.2,110.8,9.6,5,92.7,82
2022,5,5,1370.88,62.4,67,50,10.8,21.3,258.4,22.4,9,50.3,340.4
2022,5,6,2605.68,53.9,87.9,50.2,12.3,28,57.5,5.1,2,80.2,93.4
2022,5,7,3689.7,47.6,94.1,45.9,24.3,41.2,22.5,2.5,0,100,56
2022,5,8,3138.66,49.3,60,34.6,24.2,35.6,143.5,12.4,5,88.6,43
2022,5,9,1863.96,56.9,29,24,20.3,34.9,304.9,26.3,9,14.2,43.9
2022,5,10,1174.74,59.6,26.6,24.6,21.6,30.8,293.7,25.4,9,23.9,57
2022,5,11,1510.32,60.9,48.1,40.6,16.2,28.4,167.5,14.5,5,42,43.5
2022,5,12,1527.54,63.5,79.1,56.6,12.6,21.9,218.7,19,9,57,74.6
2022,5,13,1642.2,63,96.1,61.8,12.4,21.9,115.4,10,4,100,67.4
2022,5,14,1648.92,63.9,98.4,63.4,9.8,14.8,45.9,3.9,1,100,101.4
2022,5,15,1424.64,69,81.9,62.8,12.3,19.7,161.5,13.9,4,81.2,233.1
2022,5,16,2089.92,67.7,85.7,63,14.8,40.3,158,13.7,6,58.1,226.7
2022,5,17,1465.38,65.7,53.4,45.8,20.4,31.7,588.5,51.3,10,5.5,288
2022,5,18,1275.96,61.3,51.6,42.8,10.5,19.7,960,84,10,12.6,295.1
2022,5,19,1737.12,61.2,85.9,56.6,7.7,19.7,960,84,10,71.9,183.5
2022,5,20,1947.54,65.4,90.1,61.9,12.2,34.4,960,84,10,52.1,85
2022,5,21,1764.84,76.4,75,66.3,10.3,16.8,867.6,75.9,10,41.7,241.2
2022,5,22,1903.86,77.9,73.9,68.3,11.4,35.7,960,84,10,11.5,238.7
2022,5,23,1911,66.9,57.8,50.9,15.7,27.3,235,20.9,0,26.4,350.3
2022,5,24,1680.84,62.2,62.5,48.9,13.3,20.8,49,4.8,0,90.9,101
2022,5,25,1246.98,60.2,65.5,47.5,13,18.3,49,4.8,0,19.8,94.8
2022,5,26,1750.14,62.1,74.5,53.7,12.5,14.8,49,4.8,0,80.1,149.1
2022,5,27,1949.22,67.7,94.6,66,13.5,25.3,49,4.8,0,94.2,182
2022,5,28,1422.12,69,82.8,62.9,15,26,49,4.8,0,68.3,282.3
2022,5,29,1260.42,68.9,68.3,56.5,7.9,11.2,49,4.8,0,20.3,328.5
2022,5,30,1725.36,74,70.8,62.6,10,19.7,49,4.8,0,4,219
2022,5,31,2549.82,81.6,59.7,64.3,13.4,19.5,49,4.8,0,8.6,288.9
2022,6,1,2048.76,68.1,81.3,61.8,13.3,25.1,49,4.8,0,54.2,79.8
2022,6,2,2123.1,69.3,88,65.3,7.6,16.1,41.5,4,1,75.5,273.9
2022,6,3,1929.9,70.1,75.5,60.6,9.2,13.6,49,4.8,0,48,345.4
2022,6,4,1225.14,69.8,54.1,49.1,12.4,20.8,49,4.8,0,1,303.2
2022,6,5,1086.12,66.3,43,41.8,8.7,13.6,155.2,13.7,9,0,15.6
2022,6,6,1464.12,67.2,51.6,47.1,9.1,22.1,337.9,29.1,10,0.1,211.8
2022,6,7,2381.82,67.7,72,57.9,17.7,27.5,194.7,16.9,8,46.9,178.2
2022,6,8,2096.22,74.3,69.9,62.1,11.2,26.6,325.9,28.2,10,53.7,276.6
2022,6,9,2113.86,73.1,71,61.9,19,32.2,301.1,26.1,10,56.2,259.5
2022,6,10,1310.4,68.7,56.2,51.5,12.4,21.8,340.4,29.3,10,7.4,303.5
2022,6,11,1547.7,67,68.9,56.2,7.9,10.3,137.6,11.7,5,40.1,245.8
2022,6,12,1684.62,65.7,92,63.2,10.1,16.1,100.6,8.8,4,81,143
2022,6,13,2448.18,75.9,77.5,67.4,8.2,20.4,242.6,20.8,7,24.8,282
2022,6,14,1931.58,73.3,54.4,55.4,8.6,18.1,263,22.8,9,5.9,19
2022,6,15,1843.8,72.1,68.6,60.1,13.5,17.2,314.6,27.2,9,11,120.9
2022,6,16,2269.26,68.2,84.6,63.2,13.6,21.9,129.8,11.1,6,90.8,175
2022,6,17,2042.88,78.4,65.4,63.6,18.3,27.9,273.2,23.7,9,47.3,266
2022,6,18,1361.22,66.5,52.6,48.6,23.7,34.2,202.3,17.3,8,42.9,323.8
2022,6,19,965.58,62.6,43.2,39.3,18.3,28.7,318.6,27.4,10,1.3,326.8
2022,6,20,1372.14,65.4,47.3,43.2,10.3,17.9,295,25.7,9,0.6,302.8
2022,6,21,2057.16,68.2,61.2,53.7,9.1,16.8,171.2,14.8,6,27.5,218.7
2022,6,22,2313.78,65.8,88.6,62.2,14.2,24.2,94.3,8.2,6,75.1,122
2022,6,23,2149.56,65.2,90.6,62.2,9.9,20.1,69.8,6.5,1,83.8,63
2022,6,24,1952.16,70.1,79.6,62.7,6.7,12.5,102,9.6,1,61.2,265.9
2022,6,25,1921.92,78,64.6,63.4,7.6,12.8,102,9.6,1,1.7,270
2022,6,26,2059.68,77.8,63.8,63.4,13.7,24.4,102,9.6,1,6.9,204.9
2022,6,27,3033.66,73.1,84.5,68,13.4,27.7,102,9.6,1,72.2,208.3
2022,6,28,1796.34,71,59.2,54.7,10.8,21.9,102,9.6,1,36.5,348.4
2022,6,29,1988.7,72.5,63.1,57.4,10.1,16.8,321.6,27.9,9,13.5,247.7
2022,6,30,2140.32,76.8,58.7,59.5,8.2,17.2,277.3,24,9,4.4,273.3
2022,7,1,2337.72,78.9,71.1,68,17.7,27.1,255.1,21.9,9,17.3,214
2022,7,2,2477.16,81.2,70.2,69.9,10.5,23.5,222.7,19.4,9,30.5,229.8
2022,7,3,1918.98,78.5,56.9,59.8,8.6,19.5,258.9,22.4,10,26.6,344.1
2022,7,4,1450.26,74.7,44.1,50.2,8.5,14.5,302.7,26.2,9,0.1,336.5
2022,7,5,2624.58,75,68.8,63.6,14.8,26.4,181.6,15.6,8,42.4,201.1
2022,7,6,2982.84,79.4,70.5,68,12.6,22.1,195.9,16.8,7,40.5,310.5
2022,7,7,2772.42,74.2,76.6,66.2,11,16.6,134,11.6,5,85.9,82
2022,7,8,2391.06,74.6,78.4,66.6,10.3,20.8,220.6,18.9,6,41.6,226.5
2022,7,9,2096.64,73,79,65.5,10,17,152,13.1,7,50.1,107.5
2022,7,10,1549.38,72,68,59.8,13.3,16.1,268.2,23.1,10,18.3,114.2
2022,7,11,1935.36,72.6,64,57.6,12.4,20.6,302.8,26.1,9,5.9,213.1
2022,7,12,2743.44,77.7,69.7,66.1,15.9,22.1,255.7,22.1,8,24.2,214.5
2022,7,13,2777.46,80.1,58.8,62.9,10.1,17,277.1,23.9,9,11.4,279.7
2022,7,14,2849.7,79.8,57.1,62,9.8,13,282,24.4,10,18.2,331.4
2022,7,15,2504.04,75.9,58.5,59.4,13.4,14.5,246.4,21.2,9,34.5,74.2
2022,7,16,2528.4,76.4,76.5,67.2,14,11,303.9,26.2,8,72,118.2
2022,7,17,2592.66,77.5,76.1,68.4,8.8,23.3,450,38.4,5,68.8,208.8
2022,7,18,3726.24,81,76.8,72.3,19.5,34.1,450,38.4,5,47.1,203.2
2022,7,19,3121.44,81.6,63.2,66.2,12.4,22.6,450,38.4,5,4.6,269.5
2022,7,20,3339.42,84,57.4,66.3,11.3,20.1,450,38.4,5,11.9,234
2022,7,21,3669.96,85.2,63.3,69.6,13.5,27.5,450,38.4,5,14.4,232
2022,7,22,3192.42,85.2,53.5,64,12.7,17.4,450,38.4,5,6,258.7
2022,7,23,2743.86,86.1,51.6,64.2,9.1,19.7,450,38.4,5,0.1,261.9
2022,7,24,2814.42,86.1,53.5,65.1,16.6,25,450,38.4,5,1.2,227.4
2022,7,25,3997.98,83.9,69.9,72.7,15.7,25.7,153.5,13.1,4,10,215.8
2022,7,26,2947.98,75.3,61.1,60.4,8,18.3,120.5,10.4,4,1.8,297.8
2022,7,27,2726.64,77.4,63.9,63.2,9.1,16.8,251.8,21.8,8,50.1,218
2022,7,28,3523.38,79.7,79.6,71.8,11.4,23.7,225,19.2,2,67.5,244.6
2022,7,29,3154.62,77,79.4,69.6,7.7,15,225,19.2,2,37.8,271.6
2022,7,30,2046.66,79.3,56,60.3,14.6,25.9,225,19.2,2,34.1,306.3
2022,7,31,2210.88,76.8,60,60.8,8.7,18.1,225,19.2,2,33.6,126.3
2022,8,1,2977.38,69.5,92.5,67,7.9,13.2,225,19.2,2,78.7,342.6
2022,8,2,2816.1,79.2,69.9,66.9,12.5,19.7,225,19.2,2,17.4,261.3
2022,8,3,2740.92,79.8,53.7,60.2,8.9,17.2,225,19.2,2,0,289.9
2022,8,4,3273.06,82.8,63.3,68,13.4,22.4,225,19.2,2,20.5,222.9
2022,8,5,3210.48,79.9,70.5,68.6,14.4,21,225,19.2,2,19.7,233.1
2022,8,6,2787.12,79.8,77.8,71.3,15.7,22,225,19.2,2,31.2,222.5
2022,8,7,3095.82,82.8,72.6,72.3,18.1,25.3,225,19.2,2,31.1,216.6
2022,8,8,3664.08,83.7,72.9,73.4,92.5,20.8,225,19.2,2,32,221.7
2022,8,9,3764.88,84.2,73.7,74.1,21.9,34.4,225,19.2,2,16.8,256.8
2022,8,10,3290.28,80.4,70.1,69.1,7.5,16.8,200,17.6,7,50.5,312.8
2022,8,11,2833.74,78.9,68.6,65.8,8.8,24.2,238,20.7,9,40.4,301.2
2022,8,12,1915.2,75.9,45,51.6,11.9,24.2,260.8,22.5,9,23.7,351.7
2022,8,13,1317.54,70.4,46.4,47.7,14.8,25.1,421,36.4,9,1.1,351.3
2022,8,14,1640.52,71.1,59.7,55.1,11.1,15.9,608,52.8,6,7.4,185.6
2022,8,15,2150.82,71.4,60.5,55.8,12.3,19.7,585.9,50.9,6,8.3,117.4
2022,8,16,2139.9,70.6,62.3,55.7,16.8,23.1,608,52.8,6,3.5,59
2022,8,17,2249.94,71.1,64.6,57.3,9.9,10.5,608,52.8,6,55.5,24
2022,8,18,2157.12,72.5,59,55.3,10.9,20.8,608,52.8,6,3.9,292.4
2022,8,19,2326.8,76.8,56,57.9,10.2,22.6,608,52.8,6,8.9,220.1
2022,8,20,2306.22,78.9,60.8,62.8,15.4,19.7,463.4,40.1,6,8.8,176.9
2022,8,21,2436.42,74.9,76.3,66.4,12.3,19.7,154.5,13.5,6,35.1,147
2022,8,22,3034.92,74.6,87.7,70.3,7.8,19,145.9,12.6,6,91.5,114.2
2022,8,23,2579.22,74.3,78.4,66.1,11.9,19.7,201.1,17.4,7,50.6,291
2022,8,24,2539.32,76.5,64.8,62,8.9,13.6,249.5,21.7,9,13.2,297.5
2022,8,25,2632.56,76.9,58.6,59.6,13,20.8,208,18.1,8,3.4,176.4
2022,8,26,2898.42,79.9,65.8,66.1,13.8,25.9,182.6,15.8,7,22.5,236.7
2022,8,27,2563.26,79.2,64.1,64.8,9.1,15,231.4,20,10,25.8,1.4
2022,8,28,2691.36,76.2,82.5,70.2,12.4,24.2,134.2,11.5,5,85,90.1
2022,8,29,2927.4,78.9,76.6,69.7,15.4,22.1,221.1,19.2,9,44.7,186.9
2022,8,30,3079.44,79.4,77.7,70.6,15.3,28.9,230.8,19.9,10,65.1,196
2022,8,31,2446.5,75.1,66.6,61,13.7,20.7,191.9,16.4,6,20.2,294.4
