datetime,year,month,day,dayofweek,weekdayend,EnergyUse,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
1/20/2024,2024,1,20,Saturday,end,,23,15.2,19.8,13.3,3.6,8.6,7.3,58.6,0.001,100,4.17,snow,0.1,3.9,32.9,19.4,304.5,1015.9,36.6,9.9,63.3,5.5,6
1/21/2024,2024,1,21,Sunday,end,,30.9,19.2,24,22.4,5.8,14.2,8,50.6,0,0,0,,0,3.1,28.5,15.1,310,1027.3,5.4,9.9,89.9,7.7,5
1/22/2024,2024,1,22,Monday,day,,35.1,14.3,25.8,28.1,9.3,20.6,12,56.4,0,0,0,,0,2.4,19.5,9.2,232.4,1033.5,1.2,9.9,101,8.7,5
1/23/2024,2024,1,23,Tuesday,day,,42.4,27.1,34.5,41.1,21.8,32.4,23.1,63.6,0,0,0,,0,0.9,15.7,5.5,351.6,1032,69.5,9.9,66.2,5.7,3
1/24/2024,2024,1,24,Wednesday,day,,41.2,34.2,37.7,40.1,29.6,36.1,36.4,94.9,0.022,100,16.67,"rain,snow",0,0,17.9,6.6,74.6,1029.9,100,2.9,19,1.6,1
1/25/2024,2024,1,25,Thursday,day,,51.5,39.6,47.4,51.5,37.3,47.3,47.1,98.6,0.292,100,54.17,rain,0,0,23.3,7.9,14.6,1020.1,97.6,3.3,20.3,1.7,1
1/26/2024,2024,1,26,Friday,day,,50.1,42.4,44.9,50.1,37,42.2,44.2,97.7,0.241,100,50,rain,0,0,24.2,12.9,62.4,1016.8,100,2.6,24.7,2.1,1
1/27/2024,2024,1,27,Saturday,end,,47.2,40,43.5,47.2,37.5,42,40,87.9,0,0,0,,0,0,13.9,7.9,35.1,1021.3,77.9,6.8,51.3,4.5,3
1/28/2024,2024,1,28,Sunday,end,,41,36.2,38.9,39.2,29.6,32.5,37.4,94.2,0.808,100,70.83,rain,0,0,29.7,15.8,42.2,1008.7,100,5.3,22,1.8,1
1/29/2024,2024,1,29,Monday,day,,39.1,34.2,37.4,32.3,27.6,30.4,30.2,75.8,0.02,100,20.83,rain,0,0,29,15,337.4,1010.4,100,9.2,38.5,3.3,2
1/30/2024,2024,1,30,Tuesday,day,,37.3,33.3,34.8,35.2,27.2,30.9,26.5,71.6,0,0,0,,0,0,14.5,8.7,61.1,1021.2,100,9.9,32.7,2.9,2
1/31/2024,2024,1,31,Wednesday,day,,40,34,36.7,40,29.8,35.3,31,79.8,0,0,0,,0,0,11.9,4.8,77.5,1019.3,100,9.9,38.8,3.3,2
2/1/2024,2024,2,1,Thursday,day,,45.2,28.4,38,43.1,27.2,36.1,32.2,80.8,0.005,100,4.17,rain,0,0,20.1,8,233.3,1015.2,71.1,7.4,61.7,5.3,5
2/2/2024,2024,2,2,Friday,day,,43.1,38.2,40.3,40,33.7,36.9,37.2,89,0.253,100,50,rain,0,0,20.4,11.3,352.1,1011.6,99.9,7,20.1,1.8,1
2/3/2024,2024,2,3,Saturday,end,,45.1,34.2,38.4,40.9,27,33.6,25.3,60.3,0,0,0,,0,0,21.9,13.7,355.7,1016.6,47,9.9,116.5,9.8,5
2/4/2024,2024,2,4,Sunday,end,,47.1,28.1,36.2,44.2,23.1,33.4,23,60,0,0,0,,0,0,13,6.8,330.5,1015,1.2,9.9,125,10.8,5
2/5/2024,2024,2,5,Monday,day,,46.2,25.4,35.5,41.6,19.6,30.7,19.3,53.6,0,0,0,,0,0,15.7,10.8,8.6,1013.4,0,9.9,127.4,11,5
2/6/2024,2024,2,6,Tuesday,day,,43.1,26,33.3,39,18.4,27.7,15.2,47.7,0,0,0,,0,0,17.7,13.4,21.3,1020.6,0,9.9,124.5,10.8,5
2/7/2024,2024,2,7,Wednesday,day,,48,26.1,36.1,48,20.7,32.8,21.9,57.6,0,0,0,,0,0,12.8,6.9,352.6,1024.8,0.1,9.9,132.3,11.5,6
2/8/2024,2024,2,8,Thursday,day,,52.3,27,39.8,52.3,27,38.9,26.5,62.1,0,0,0,,0,0,11.9,7.7,192.8,1024.7,0.8,9.9,127,11.2,6
2/9/2024,2024,2,9,Friday,day,,56.3,37.3,46,56.3,32.9,43.9,34,64,0,0,0,,0,0,18.8,9,192,1018.1,19.6,9.9,114.2,9.9,5
2/10/2024,2024,2,10,Saturday,end,,54.3,38.1,46.8,54.3,37,46.4,39.3,75.8,0,0,0,,0,0,16.3,8,217.3,1011,22.1,9.6,57,5,3
2/11/2024,2024,2,11,Sunday,end,,47.1,41.2,44.9,46.2,38.1,42.5,35.7,70.7,0,0,0,,0,0,15.2,11.2,344.4,1012.2,48.9,9.7,42.5,3.7,1
2/12/2024,2024,2,12,Monday,day,,46.4,34.3,41.4,46.3,31.8,39.9,31.5,68.2,0.012,100,8.33,rain,0,0,10.5,6.6,54.4,1011.1,57.8,9.9,86,7.6,4
2/13/2024,2024,2,13,Tuesday,day,,39.1,32.1,35.6,35.2,21.4,28.6,29.8,80.8,0.577,100,58.33,"rain,snow",3,2,29,16.1,356.4,1002.9,77.1,6.3,59.9,5.2,4
2/14/2024,2024,2,14,Wednesday,day,,36.1,26.3,32.9,33.1,19.7,25.7,14.2,46.3,0,0,0,,0,1.8,29.5,15.1,299,1016.6,23.8,9.9,142.7,12.3,6
2/15/2024,2024,2,15,Thursday,day,,37.3,23,30.9,31.3,14.2,25.2,16.6,55.4,0,0,0,,0,0.3,26.4,10,247.8,1018.1,23.2,9.9,126,10.9,6
2/16/2024,2024,2,16,Friday,day,,41.1,34.1,37.4,37.1,23.7,31.1,16.5,43.6,0,0,0,,0,0,33.6,17.2,295,1011.8,20.7,9.9,146.3,12.6,6
2/17/2024,2024,2,17,Saturday,end,,35.1,25.3,30.5,30.1,19.3,24.8,22.4,73.9,0.065,100,16.67,"rain,snow",2.3,1.5,29.4,16,310.2,1009.4,65.5,7.3,40.4,3.5,3
2/18/2024,2024,2,18,Sunday,end,,41.1,20,30.8,34.5,11.3,23.5,14.6,52.3,0,0,0,,0,0,32,17.2,237.5,1011.8,0,9.9,146.3,12.8,6
2/19/2024,2024,2,19,Monday,day,,40.1,28.1,34,34.1,21.8,28.7,15.9,47.8,0,0,0,,0,0,23,13.4,319.9,1020.5,1.1,9.9,151.8,13.1,6
2/20/2024,2024,2,20,Tuesday,day,,41.1,22.8,30.6,40.1,15.1,26,12.8,47.9,0,0,0,,0,0,14.1,7,35.3,1030.5,0,9.9,152.5,13.1,6
2/21/2024,2024,2,21,Wednesday,day,,43.2,22,31.9,42.3,13.8,27.5,22.1,67.6,0,0,0,,0,0,17,10.9,61.9,1028.9,35,9.9,116.5,10.2,6
2/22/2024,2024,2,22,Thursday,day,,46.9,24.1,35.6,43.5,22.6,32.2,29,77.9,0.086,100,25,rain,0,0,21.5,10.1,179.9,1014.8,43.1,9.7,110.7,9.8,5
2/23/2024,2024,2,23,Friday,day,,46.3,38,41.5,44.1,33.1,38.4,37.9,87.3,0.017,100,8.33,rain,0,0,16.1,10,338.8,998.9,66.7,7.7,50.3,4.4,2
2/24/2024,2024,2,24,Saturday,end,,41.1,27,37.1,35.8,17,30.3,22.8,58.9,0.013,100,8.33,rain,0,0,21.9,15.7,327.5,1005.5,40.7,9.9,95.9,8.4,6
2/25/2024,2024,2,25,Sunday,end,,41.1,19.9,29.4,36,13.4,24.2,11.1,46.9,0,0,0,,0,0,15.2,11,268.4,1019.3,0,9.9,155.3,13.4,6
2/26/2024,2024,2,26,Monday,day,,54.3,28.1,40,54.3,22.3,38.3,29.2,66.8,0,0,0,,0,0,15,6.9,181.8,1016.7,20.3,9.9,103,8.9,6
2/27/2024,2024,2,27,Tuesday,day,,65.2,35,49,65.2,30.3,48,40.9,76.7,0.115,100,16.67,rain,0,0,35.6,15.6,175.4,1013.4,36.7,9.7,119,10.5,6
2/28/2024,2024,2,28,Wednesday,day,,60.2,44.1,56.1,60.2,36.6,55.5,51.4,84.5,0.181,100,58.33,rain,0,0,47.4,23.3,210.8,1004.6,97.6,9.4,24.8,2.3,1
2/29/2024,2024,2,29,Thursday,day,,40,29.1,35.2,32.5,19.8,27,13.8,41.3,0,0,0,,0,0,44.4,22,290.2,1023.9,16,9.8,153.1,13.4,7
3/1/2024,2024,3,1,Friday,day,,48.8,25.1,36.6,44.5,24.8,33,19.7,51.6,0,0,0,,0,0,21.3,13.7,172.4,1034.3,13.6,9.9,163.4,14.1,7
3/2/2024,2024,3,2,Saturday,end,,53.2,37.2,45.6,53.2,33.9,43.2,44.1,94.8,1.332,100,70.83,rain,0,0,33.3,13.6,80.5,1023.7,100,5,17.5,1.6,1
3/3/2024,2024,3,3,Sunday,end,,64.3,45.1,53.8,64.3,42.2,52.6,46.1,77,0,0,0,,0,0,18.3,9.8,303.5,1021.1,32.3,9.9,167.5,14.4,7
3/4/2024,2024,3,4,Monday,day,,63.2,43.2,51.4,63.2,37.1,49.9,45,79.6,0,0,0,,0,0,21.9,14.3,83.8,1025.9,69.8,9.8,108.3,9.5,7
3/5/2024,2024,3,5,Tuesday,day,,46.3,42.2,44.3,46.2,34.2,39.5,42.5,93.4,0.437,100,54.17,rain,0,0,27.7,17.5,60.8,1019.4,100,7.1,38.5,3.2,1
3/6/2024,2024,3,6,Wednesday,day,,49.5,46.3,47.7,47.1,41,45.1,46.7,96.3,0.963,100,45.83,rain,0,0,27.3,14.3,60.9,1013.9,100,3.7,26.7,2.3,1
3/7/2024,2024,3,7,Thursday,day,,56.1,47.9,52.9,56.1,43.4,52.5,44.7,75,0.044,100,20.83,rain,0,0,29.6,16.7,5.1,1011.3,94,9.7,68.4,5.7,4
3/8/2024,2024,3,8,Friday,day,,54.1,36.1,44.8,54.1,31.3,41.2,31.2,60.8,0,0,0,,0,0,17.7,13.4,85.6,1024,0.7,9.9,178.5,15.3,7
3/9/2024,2024,3,9,Saturday,end,,47.4,39,42.1,43.9,32.1,36.3,38.8,88.3,1.022,100,45.83,rain,0,0,37.1,17.8,104.2,1014.6,93,7.3,18.2,1.5,1
3/10/2024,2024,3,10,Sunday,end,,48.8,35.2,42.9,44.7,25.3,36.4,33.7,71.7,0.014,100,16.67,rain,0,0,39.5,19.8,280,997.8,82.1,8.9,103,8.7,7
3/11/2024,2024,3,11,Monday,day,,53.2,36.1,43.8,53.2,25.7,37.9,17.4,37.2,0,0,0,,0,0,39.3,23.2,297.4,1006.1,39.6,9.7,206.4,18,7
3/12/2024,2024,3,12,Tuesday,day,,65.2,38.9,51.9,65.2,34,50.3,26.4,37.8,0,0,0,,0,0,30.5,17.9,269.1,1010.4,7.6,9.9,189.6,16.3,7
3/13/2024,2024,3,13,Wednesday,day,,69.4,40.8,55.8,69.4,37.3,55,34.9,49.1,0,0,0,,0,0,19.7,10,270.4,1011.8,0.1,9.9,163,14.1,7
3/14/2024,2024,3,14,Thursday,day,,74.2,43.3,59.3,74.2,42,59.2,39,48.6,0,0,0,,0,0,15.7,10.7,207.6,1014.5,4.3,9.9,196.5,16.9,7
3/15/2024,2024,3,15,Friday,day,,71.2,49.1,59.9,71.2,44.9,59.7,44.7,57.6,0,0,0,,0,0,27.4,14.6,300.2,1007,48.2,9.9,116.3,10.2,5
3/16/2024,2024,3,16,Saturday,end,,58,41.1,49.7,58,37,47.7,33.9,56.9,0,0,0,,0,0,23,12.7,259.8,1008.9,18.4,9.9,219.4,18.8,8
3/17/2024,2024,3,17,Sunday,end,,60.3,45.2,52.6,60.3,40.9,51.3,34.5,54.5,0,0,0,,0,0,32.6,18,268.9,1002.2,45.1,9.9,180.2,15.5,7
3/18/2024,2024,3,18,Monday,day,,48.9,37.2,43.2,46.3,29,37.5,22.8,44.5,0,0,0,,0,0,25.1,15,295.6,1006.4,78,9.9,170.5,14.7,9
3/19/2024,2024,3,19,Tuesday,day,,44.2,33.3,38.8,42.1,25.7,32.1,19.2,45.8,0,0,0,,0,0,30.8,20.1,285,1007.7,66.6,9.9,168.6,14.5,9
3/20/2024,2024,3,20,Wednesday,day,,56.3,35.1,43.8,56.3,26.9,39.9,26.9,52.7,0,0,0,,0,0,39.1,19.4,267.9,1004.5,77,9.9,68.2,5.8,3
3/21/2024,2024,3,21,Thursday,day,,41.4,28.2,34.4,37.1,17.7,26.7,9.8,36,0,0,0,,0,0,35.6,18.1,300.5,1019.2,3.3,9.9,226.4,19.4,8
3/22/2024,2024,3,22,Friday,day,,43.9,24.3,34.5,41.8,18.7,30.8,15.4,46.7,0,0,0,,0,0,17.4,10,142.3,1026.7,41.2,9.8,147.8,12.8,8
3/23/2024,2024,3,23,Saturday,end,,45.5,33.2,41.1,39.3,20.8,34.4,37.5,87.6,2.868,100,58.33,rain,0,0,36.6,23.6,359.5,1010.8,87.1,6.5,26.9,2.3,2
3/24/2024,2024,3,24,Sunday,end,,47.2,29.1,37.3,44.8,19.6,30.5,18.6,47.6,0,0,0,,0,0,30.9,19.5,359.5,1022.6,0,9.8,229.5,19.9,8
3/25/2024,2024,3,25,Monday,day,,50.3,30.9,40.7,50.3,24.3,36.1,22.3,48.7,0,0,0,,0,0,28.9,15.6,53.5,1028.6,0.1,9.9,230.3,19.9,8
3/26/2024,2024,3,26,Tuesday,day,,56,35.2,44.3,56,28.8,40.9,31.4,60.5,0,0,0,,0,0,21.9,13.5,74.4,1021.8,73.5,9.9,197.4,17,8
3/27/2024,2024,3,27,Wednesday,day,,47.1,41.1,44.2,47.1,36.9,42.5,40.7,87.6,0.191,100,29.17,rain,0,0,17.9,9,113.1,1018.4,99.6,8.7,39.3,3.3,1
3/28/2024,2024,3,28,Thursday,day,,50,44.1,46.3,50,37.3,43.7,42.5,87.4,0.233,100,70.83,rain,0,0,20.4,14.4,330.7,1013.6,95.5,8.1,36.3,3.3,2
3/29/2024,2024,3,29,Friday,day,,55.3,39,46.2,55.3,32.7,41.9,24.2,42.5,0,0,0,,0,0,36.6,21.9,316.7,1008.4,5.4,9.9,251.6,21.7,8
3/30/2024,2024,3,30,Saturday,end,,58,37.2,46.3,58,31.7,43,28.6,52.4,0.055,100,12.5,rain,0,0,26.3,17.9,279.8,1009.3,33.5,9.8,191.1,16.5,8
3/31/2024,2024,3,31,Sunday,end,,57.1,43.1,50.8,57.1,41.5,50,40.2,69.1,0,0,0,,0,0,23.5,14.7,299.7,1011.2,35.2,9.9,174.7,15.1,7
4/1/2024,2024,4,1,Monday,day,,50,45,47.6,50,42.4,46.4,43,84,0.315,100,29.17,rain,0,0,15.7,8.8,35.5,1013.6,89.2,9.1,34.3,3,2
4/2/2024,2024,4,2,Tuesday,day,,47,44.1,45,46.3,37.2,41.1,43.5,94.5,0.813,100,70.83,rain,0,0,25.3,14.8,77.8,1011.6,84.5,5.1,22.5,2,1
4/3/2024,2024,4,3,Wednesday,day,,44.1,41.1,42.6,36.8,31,34.4,40.7,92.8,1.376,100,95.83,rain,0,0,47.6,30.3,72.5,1001.1,100,5.7,16.6,1.3,1
4/4/2024,2024,4,4,Thursday,day,,51.2,37.3,43,51.2,28.6,38.6,36.9,80.1,0.301,100,37.5,rain,0,0,28.9,14.2,311.5,995.2,94.8,9.1,104.7,9,4
4/5/2024,2024,4,5,Friday,day,,47.3,38.3,42.9,43.2,34.2,38.4,31.6,66.7,0.006,100,4.17,rain,0,0,27.1,14.8,302.1,1003.7,71,9.9,159.7,13.9,7
4/6/2024,2024,4,6,Saturday,end,,52,38.1,45,52,31.8,40.6,30.6,57.9,0,0,0,,0,0,33.8,19.6,323.4,1009.7,74.2,9.9,127.4,11,5
4/7/2024,2024,4,7,Sunday,end,,60.3,38.9,48.7,60.3,35.5,46.5,29.7,49.3,0,0,0,,0,0,29.1,13.6,352.7,1016.6,48.8,9.9,245.5,21.1,10
4/8/2024,2024,4,8,Monday,day,,63.2,33.1,50.9,63.2,29.2,50.5,32.8,55.3,0,0,0,,0,0,15.9,4.6,264.5,1020.1,28.2,9.9,184.3,16,9
4/9/2024,2024,4,9,Tuesday,day,,76,43,61.2,76,43,61.2,40.6,50.2,0,0,0,,0,0,23,12,198.5,1016.1,9.6,9.9,252.7,21.9,9
4/10/2024,2024,4,10,Wednesday,day,,66.4,51.3,58.5,66.4,51.3,58.5,48.6,69.8,0,0,0,,0,0,20.8,9.9,80.1,1014.9,40.4,9.9,127.1,11.1,5
4/11/2024,2024,4,11,Thursday,day,,69.1,50.1,57.7,69.1,50.1,57.7,54,87.9,0.151,100,29.17,rain,0,0,32.5,17.7,120.3,1011,81.5,7.9,79.8,6.7,5
4/12/2024,2024,4,12,Friday,day,,64.1,55.2,60.8,64.1,55.2,60.8,52.7,76.8,0.718,100,66.67,rain,0,0,41.9,22.4,203,996.2,90.4,8.7,108.7,9.2,10
4/13/2024,2024,4,13,Saturday,end,,56.3,46.2,51.7,56.3,39.8,50,35.5,55,0.015,100,16.67,rain,0,0,38.6,22,274.1,1004.7,66,9.9,99.1,8.8,4
4/14/2024,2024,4,14,Sunday,end,,73.3,44,59,73.3,40.8,58.2,38.2,48.4,0.061,100,12.5,rain,0,0,39.8,23.9,222.4,1010,13.5,9.8,259.3,22.5,9
4/15/2024,2024,4,15,Monday,day,,80.3,56.3,68.3,79.3,56.3,68.2,50.7,58.4,0.005,100,16.67,rain,0,0,28.9,12.5,277,1008.5,22.9,9.9,266.8,22.9,8
4/16/2024,2024,4,16,Tuesday,day,,70.3,48,60.4,70.3,46.3,60.3,35.9,42,0,0,0,,0,0,29.8,16.1,319.3,1018.9,0.1,9.9,312.2,27.1,9
4/17/2024,2024,4,17,Wednesday,day,,62.3,45,53,62.3,45,52.9,43.4,70.9,0.014,100,12.5,rain,0,0,23.5,12.5,67.9,1018.4,61.6,9.9,79.5,6.8,4
4/18/2024,2024,4,18,Thursday,day,,50.2,45,48.2,50.2,40.7,44.1,44.5,87.2,0.001,100,4.17,rain,0,0,27.7,16.7,50.1,1016.6,99.7,7.8,57.1,4.9,2
4/19/2024,2024,4,19,Friday,day,,56.1,43.2,49.6,56.1,40.4,48.5,42.5,76.7,0,0,0,,0,0,21.7,9.8,113.8,1019,84.9,9.9,88.3,7.6,2
4/20/2024,2024,4,20,Saturday,end,,67,49,56.1,67,44.6,55.6,42.1,66.8,0.055,100,16.67,rain,0,0,27.5,18,284.5,1013.3,64.8,8,211.5,18.2,9
4/21/2024,2024,4,21,Sunday,end,,50.1,36.1,45,50.1,33.7,42.9,26.2,48.3,0,0,0,,0,0,23.3,12.5,307,1015.8,2,9.9,136.7,11.8,4
4/22/2024,2024,4,22,Monday,day,,60.3,35.9,47.9,60.3,31.4,46,28.1,48.6,0,0,0,,0,0,23,12,303.4,1017.4,1.1,9.9,283.5,24.4,9
4/23/2024,2024,4,23,Tuesday,day,,66,36.9,51.6,66,36.9,50.9,33.7,53.9,0,0,0,,0,0,29.3,19.8,188.8,1018.2,1.4,9.9,269.5,23.2,9
4/24/2024,2024,4,24,Wednesday,day,,69.1,48.1,57.4,69.1,45.1,56.9,39.7,53.1,0,0,0,,0,0,24,13.7,302.6,1011.8,68.2,9.9,164.6,14.2,9
4/25/2024,2024,4,25,Thursday,day,,56.7,42.2,48.8,56.7,36.2,46.5,30.3,49.7,0,0,0,,0,0,20.8,14.7,42.6,1024.3,49.4,9.9,228.2,19.7,10
4/26/2024,2024,4,26,Friday,day,,61.2,34,48,61.2,31.2,47.1,30.9,55.5,0,0,0,,0,0,23,13.3,157.7,1029.9,0.1,9.9,286.9,24.7,9
4/27/2024,2024,4,27,Saturday,end,,57,36,48.4,57,33.8,47.8,34,61.6,0,0,0,,0,0,23.5,14.4,172.9,1030.9,58.9,9.9,120.1,10.3,5
4/28/2024,2024,4,28,Sunday,end,,79.1,48.1,61.8,79.1,45.6,61.4,52.3,73,0.063,100,25,rain,0,0,16.1,9,212.2,1020.5,58.3,9.8,260.6,22.6,9
4/29/2024,2024,4,29,Monday,day,,86.2,59.1,72.9,86.5,59.1,73,61.3,71.2,0,0,0,,0,0,17,10,227.6,1014.3,19.4,8.3,256.5,22,9
4/30/2024,2024,4,30,Tuesday,day,,72.2,54.3,62.7,72.2,54.3,62.7,56.6,81.7,0,0,0,,0,0,27.7,12.7,66.1,1011.3,34.9,7.6,238.8,20.7,9
5/1/2024,2024,5,1,Wednesday,day,,78.3,55.2,65.6,78.3,55.2,65.6,54.1,70.7,0.022,100,12.5,rain,0,0,20.8,14.2,219.6,1011.9,59.9,8.7,287.4,24.9,10
5/2/2024,2024,5,2,Thursday,day,,86.2,54.1,68.5,83.7,54.1,68,51.4,63.4,0,0,0,,0,0,30.7,16,269.4,1013.2,39.9,8.2,236.1,20.4,8
5/3/2024,2024,5,3,Friday,day,,66.8,47.8,56.2,66.8,47.1,56,46.7,71.7,0,0,0,,0,0,24.6,13.4,98.9,1019.9,39.8,9.9,170.5,14.8,9
5/4/2024,2024,5,4,Saturday,end,,54,44.9,49.8,54,42.7,48.9,45.6,86,0.091,100,41.67,rain,0,0,20.8,9.9,94.6,1024.6,84.6,9.4,60.8,5.3,2
5/5/2024,2024,5,5,Sunday,end,,54.2,48,50.9,54.2,43.1,49.4,49.5,95,0.253,100,41.67,rain,0,0,18.6,11.4,98.8,1022.3,100,6.8,34.7,3,1
5/6/2024,2024,5,6,Monday,day,,70.2,53.3,61.3,70.2,53.3,61.3,58.3,90.6,0,0,0,,0,0,9.4,6.1,342.9,1014.5,86.6,5.8,109.9,9.5,5
5/7/2024,2024,5,7,Tuesday,day,,78.2,59.1,68.5,78.2,59.1,68.5,54.7,65,0,0,0,,0,0,13.9,9.9,283,1007.6,34.5,9,273,23.5,10
5/8/2024,2024,5,8,Wednesday,day,,84.1,64.2,73.4,84.4,64.2,73.3,59.5,67,0.144,100,8.33,rain,0,0,29.5,15.5,236,1002.3,46.9,8.6,200.5,17.2,10
5/9/2024,2024,5,9,Thursday,day,,72,57.9,63.3,72,57.9,63.3,49.5,61.5,0.001,100,4.17,rain,0,0,18.8,12.6,7.9,1005.4,34.8,9.9,125.5,10.9,5
5/10/2024,2024,5,10,Friday,day,,57,47.1,49.7,57,42,47.2,47.3,91.3,0.368,100,91.67,rain,0,0,26.4,15.4,81.8,1007,99.9,8.3,44,3.8,1
5/11/2024,2024,5,11,Saturday,end,,60.4,42.4,52.5,60.4,39.6,51.5,41.5,68.9,0.001,100,4.17,rain,0,0,18.3,12.3,109,1009.8,51.1,9.8,194.3,16.7,10
5/12/2024,2024,5,12,Sunday,end,,52.2,46.2,48.7,52.2,43.4,47,44.6,85.9,0.122,100,41.67,rain,0,0,19,8.7,133.4,1012,99.4,9.5,74.8,6.4,3
5/13/2024,2024,5,13,Monday,day,,69.3,42.4,55.4,69.3,42.4,55.3,48,77.9,0,0,0,,0,0,18.8,12.4,213.5,1016.9,49.4,9.9,192.1,16.5,10
5/14/2024,2024,5,14,Tuesday,day,,71.1,50,61.3,71.1,50,61.3,55.2,81.1,0.019,100,20.83,rain,0,0,25.9,10,189.3,1014.6,42,9.7,127.3,10.9,6
5/15/2024,2024,5,15,Wednesday,day,,64.3,58.1,60.5,64.3,58.1,60.5,57.7,90.9,0.313,100,58.33,rain,0,0,30.7,16.7,64.5,1008.2,99.5,7.9,91.9,7.9,8
5/16/2024,2024,5,16,Thursday,day,,65.1,59.1,62.2,65.1,59.1,62.2,56.7,82.2,0.004,100,16.67,rain,0,0,29.8,16,359.6,1005.6,100,9.8,73.6,6.2,3
5/17/2024,2024,5,17,Friday,day,,69.1,57.9,63,69.1,57.9,63,55.6,77.2,0,0,0,,0,0,22.8,10,50.4,1012.9,86.1,9.7,126.6,10.9,7
5/18/2024,2024,5,18,Saturday,end,,65.1,55.2,60.7,65.1,55.2,60.7,57.1,88.2,0.156,100,41.67,rain,0,0,11.6,4.5,29,1014,77.5,8.3,83.9,7.1,3
5/19/2024,2024,5,19,Sunday,end,,74.1,58,65.2,74.1,58,65.2,57.4,77.5,0,0,0,,0,0,20.8,13.9,58.8,1014.4,90.2,8.4,189.4,16.3,7
5/20/2024,2024,5,20,Monday,day,,76.1,51.5,63.8,76.1,51.5,63.8,56.4,78.5,0,0,0,,0,0,15.2,12.2,173.9,1015.9,21.7,9.8,267.1,23.1,10
5/21/2024,2024,5,21,Tuesday,day,,83.1,54.1,68.6,83.3,54.1,68.8,59.1,74.4,0,0,0,,0,0,16.3,10.2,205.6,1014.6,18.3,9,285.8,24.7,9
5/22/2024,2024,5,22,Wednesday,day,,85,59,73.3,86.5,59,73.8,61.6,68.6,0,0,0,,0,0,20.1,13.5,205.3,1013.3,0.2,9.9,303,26.1,9
5/23/2024,2024,5,23,Thursday,day,,78.3,66,71.6,78.3,66,71.6,62.8,74.6,0.18,100,12.5,rain,0,0,27.4,14.3,243.1,1011,29.4,9.5,126.7,11,5
5/24/2024,2024,5,24,Friday,day,,84.1,64.1,74.5,81.9,64.1,73.9,54.1,54.7,0,0,0,,0,0,20.5,10.3,307.3,1009.8,10.2,9.9,311,26.7,9
5/25/2024,2024,5,25,Saturday,end,,84,58,72.2,83.7,58,72.2,56.2,58.8,0,0,0,,0,0,19.7,13.2,106.5,1010,10.5,9.9,289.5,25,9
5/26/2024,2024,5,26,Sunday,end,,83.1,65.9,74.3,85.2,65.9,74.8,64.3,72.1,0,0,0,,0,0,25.3,12.5,158.7,1010.9,41.1,9.9,280.5,24.2,10
5/27/2024,2024,5,27,Monday,day,,77,68,71.2,77,68,71.2,67.8,89.3,0.777,100,33.33,rain,0,0,33.1,16.8,160.4,1008.1,92.6,9.5,109.9,9.4,7
5/28/2024,2024,5,28,Tuesday,day,,80.3,65.1,72.2,80.3,65.1,72.2,57.7,63.6,0.001,100,4.17,rain,0,0,25,16.9,274.3,1007,10.1,9.8,316.8,27.3,10
5/29/2024,2024,5,29,Wednesday,day,,76,56.3,65.4,76,56.3,65.4,54.9,71,0.415,100,25,rain,0,0,28.9,14.2,303.2,1012,48.5,9.3,258.7,22.3,10
5/30/2024,2024,5,30,Thursday,day,,71.2,54.2,63.2,71.2,54.2,63.2,47.3,61.5,0.107,100,16.67,rain,0,0,24,15.5,327.1,1014.2,38.9,9.8,278.5,24.1,9
5/31/2024,2024,5,31,Friday,day,,75,52.2,64.5,75,52.2,64.5,41.7,45.4,0,0,0,,0,0,21.9,10.3,326.1,1019.7,4.6,9.9,321.4,27.6,9
6/1/2024,2024,6,1,Saturday,end,,80.3,53.7,68.8,79.4,53.7,68.6,44.7,44.7,0,0,0,,0,0,15.9,10.2,300.2,1020.4,0.3,9.9,320.3,27.6,9
6/2/2024,2024,6,2,Sunday,end,,79.2,57.2,69.9,79.2,57.2,69.9,54,58.4,0,0,0,,0,0,20.6,10.1,225.9,1016.4,17.8,9.9,194.3,17,8
6/3/2024,2024,6,3,Monday,day,,84.1,67.9,76.3,84.2,67.9,76.4,60.3,58.9,0,0,0,,0,0,13.6,7.6,294.2,1012.2,65,9.9,269.5,23.2,9
6/4/2024,2024,6,4,Tuesday,day,,84,65.7,74.8,83,65.7,74.7,60,62.9,0,0,0,,0,0,20.8,12.2,127.4,1014.2,31.3,9.8,289.4,25.2,8
6/5/2024,2024,6,5,Wednesday,day,,83.1,62.1,72,85.2,62.1,72.4,64.8,79.6,0.001,100,4.17,rain,0,0,22.8,14.5,160.7,1011.3,66.3,8.5,190,16.6,9
6/6/2024,2024,6,6,Thursday,day,,82.3,70.1,75.9,86.2,70.1,76.7,70,82.9,0.456,100,25,rain,0,0,32.4,11.6,221.2,1000.6,75.8,8.1,167.4,14.4,7
6/7/2024,2024,6,7,Friday,day,,84.1,66.8,74.7,82.7,66.8,74.3,56.7,57.5,0,0,0,,0,0,27.6,15.7,286.7,1001.9,48.7,9.9,281.8,24.2,10
