Year,Month,Day,Hour,EnergyUseIn,EnergyUseOut,NetEnergyUse
2019,1,1,0,72.87,0,72.87
2019,1,1,1,75.74,0,75.74
2019,1,1,2,77.56,0,77.56
2019,1,1,3,73.5,0,73.5
2019,1,1,4,71.26,0,71.26
2019,1,1,5,73.43,0,73.43
2019,1,1,6,74.48,0,74.48
2019,1,1,7,71.26,0,71.26
2019,1,1,8,62.16,0,62.16
2019,1,1,9,42.98,0,42.98
2019,1,1,10,10.15,-0.35,10.5
2019,1,1,11,0.35,-10.5,10.85
2019,1,1,12,0,-78.82,78.82
2019,1,1,13,4.13,-103.39,107.52
2019,1,1,14,29.68,-1.33,31.01
2019,1,1,15,40.04,0,40.04
2019,1,1,16,74.06,0,74.06
2019,1,1,17,69.72,0,69.72
2019,1,1,18,75.95,0,75.95
2019,1,1,19,74.06,0,74.06
2019,1,1,20,71.89,0,71.89
2019,1,1,21,77.91,0,77.91
2019,1,1,22,70.35,0,70.35
2019,1,1,23,76.93,0,76.93
2019,1,2,0,73.22,0,73.22
2019,1,2,1,75.67,0,75.67
2019,1,2,2,77.21,0,77.21
2019,1,2,3,73.43,0,73.43
2019,1,2,4,77.56,0,77.56
2019,1,2,5,78.82,0,78.82
2019,1,2,6,79.17,0,79.17
2019,1,2,7,100.87,0,100.87
2019,1,2,8,105.28,0,105.28
2019,1,2,9,45.99,0,45.99
2019,1,2,10,3.85,-18.34,22.19
2019,1,2,11,0,-40.11,40.11
2019,1,2,12,0,-54.88,54.88
2019,1,2,13,16.8,-0.35,17.15
2019,1,2,14,62.37,0,62.37
2019,1,2,15,103.11,0,103.11
2019,1,2,16,91.35,0,91.35
2019,1,2,17,80.99,0,80.99
2019,1,2,18,80.36,0,80.36
2019,1,2,19,84.56,0,84.56
2019,1,2,20,83.23,0,83.23
2019,1,2,21,79.45,0,79.45
2019,1,2,22,82.6,0,82.6
2019,1,2,23,84.14,0,84.14
2019,1,3,0,78.54,0,78.54
2019,1,3,1,84.77,0,84.77
2019,1,3,2,80.43,0,80.43
2019,1,3,3,80.43,0,80.43
2019,1,3,4,86.38,0,86.38
2019,1,3,5,78.54,0,78.54
2019,1,3,6,89.53,0,89.53
2019,1,3,7,109.69,0,109.69
2019,1,3,8,98.7,0,98.7
2019,1,3,9,74.34,0,74.34
2019,1,3,10,51.73,0,51.73
2019,1,3,11,22.75,-0.63,23.38
2019,1,3,12,26.18,-0.7,26.88
2019,1,3,13,48.3,0,48.3
2019,1,3,14,59.29,0,59.29
2019,1,3,15,85.12,0,85.12
2019,1,3,16,93.31,0,93.31
2019,1,3,17,84.49,0,84.49
2019,1,3,18,75.67,0,75.67
2019,1,3,19,85.75,0,85.75
2019,1,3,20,78.82,0,78.82
2019,1,3,21,83.86,0,83.86
2019,1,3,22,81.9,0,81.9
2019,1,3,23,81.69,0,81.69
2019,1,4,0,86.38,0,86.38
2019,1,4,1,82.32,0,82.32
2019,1,4,2,88.62,0,88.62
2019,1,4,3,83.16,0,83.16
2019,1,4,4,90.16,0,90.16
2019,1,4,5,83.23,0,83.23
2019,1,4,6,96.11,0,96.11
2019,1,4,7,108.43,0,108.43
2019,1,4,8,95.55,0,95.55
2019,1,4,9,38.78,0,38.78
2019,1,4,10,3.22,-1.68,4.9
2019,1,4,11,0,-22.12,22.12
2019,1,4,12,6.72,-0.7,7.42
2019,1,4,13,31.29,0,31.29
2019,1,4,14,77.56,0,77.56
2019,1,4,15,82.32,0,82.32
2019,1,4,16,92.4,0,92.4
2019,1,4,17,86.03,0,86.03
2019,1,4,18,78.82,0,78.82
2019,1,4,19,87.64,0,87.64
2019,1,4,20,79.1,0,79.1
2019,1,4,21,81.69,0,81.69
2019,1,4,22,82.32,0,82.32
2019,1,4,23,78.19,0,78.19
2019,1,5,0,83.23,0,83.23
2019,1,5,1,79.1,0,79.1
2019,1,5,2,80.36,0,80.36
2019,1,5,3,82.95,0,82.95
2019,1,5,4,76.3,0,76.3
2019,1,5,5,84.77,0,84.77
2019,1,5,6,81.34,0,81.34
2019,1,5,7,78.82,0,78.82
2019,1,5,8,81.62,0,81.62
2019,1,5,9,71.26,0,71.26
2019,1,5,10,70.28,0,70.28
2019,1,5,11,44.45,0,44.45
2019,1,5,12,53.27,0,53.27
2019,1,5,13,73.15,0,73.15
2019,1,5,14,75.04,0,75.04
2019,1,5,15,72.24,0,72.24
2019,1,5,16,84.77,0,84.77
2019,1,5,17,77.84,0,77.84
2019,1,5,18,82.25,0,82.25
2019,1,5,19,81.06,0,81.06
2019,1,5,20,79.17,0,79.17
2019,1,5,21,85.4,0,85.4
2019,1,5,22,78.82,0,78.82
2019,1,5,23,83.51,0,83.51
2019,1,6,0,82.6,0,82.6
2019,1,6,1,82.88,0,82.88
2019,1,6,2,86.73,0,86.73
2019,1,6,3,80.36,0,80.36
2019,1,6,4,86.45,0,86.45
2019,1,6,5,84.84,0,84.84
2019,1,6,6,84.49,0,84.49
2019,1,6,7,83.86,0,83.86
2019,1,6,8,76.3,0,76.3
2019,1,6,9,65.87,0,65.87
2019,1,6,10,64.05,0,64.05
2019,1,6,11,20.51,-90.44,110.95
2019,1,6,12,7.98,-110.04,118.02
2019,1,6,13,14.28,-100.31,114.59
2019,1,6,14,3.15,-63.07,66.22
2019,1,6,15,54.6,0,54.6
2019,1,6,16,84.84,0,84.84
2019,1,6,17,79.1,0,79.1
2019,1,6,18,85.12,0,85.12
2019,1,6,19,83.23,0,83.23
2019,1,6,20,84.84,0,84.84
2019,1,6,21,86.66,0,86.66
2019,1,6,22,84.14,0,84.14
2019,1,6,23,89.53,0,89.53
2019,1,7,0,82.88,0,82.88
2019,1,7,1,91.77,0,91.77
2019,1,7,2,83.51,0,83.51
2019,1,7,3,91.7,0,91.7
2019,1,7,4,87.99,0,87.99
2019,1,7,5,94.5,0,94.5
2019,1,7,6,93.94,0,93.94
2019,1,7,7,113.19,0,113.19
2019,1,7,8,82.25,0,82.25
2019,1,7,9,11.06,-14.84,25.9
2019,1,7,10,0,-64.05,64.05
2019,1,7,11,0,-98.91,98.91
2019,1,7,12,0,-91.42,91.42
2019,1,7,13,18.34,-52.36,70.7
2019,1,7,14,85.12,0,85.12
2019,1,7,15,102.48,0,102.48
2019,1,7,16,90.16,0,90.16
2019,1,7,17,82.6,0,82.6
2019,1,7,18,80.99,0,80.99
2019,1,7,19,81.69,0,81.69
2019,1,7,20,81.06,0,81.06
2019,1,7,21,84.84,0,84.84
2019,1,7,22,80.71,0,80.71
2019,1,7,23,85.75,0,85.75
2019,1,8,0,80.36,0,80.36
2019,1,8,1,87.01,0,87.01
2019,1,8,2,79.45,0,79.45
2019,1,8,3,84.49,0,84.49
2019,1,8,4,85.4,0,85.4
2019,1,8,5,89.81,0,89.81
2019,1,8,6,92.05,0,92.05
2019,1,8,7,116.97,0,116.97
2019,1,8,8,104.37,0,104.37
2019,1,8,9,106.19,0,106.19
2019,1,8,10,100.87,0,100.87
2019,1,8,11,86.66,0,86.66
2019,1,8,12,89.53,0,89.53
2019,1,8,13,91.42,0,91.42
2019,1,8,14,80.08,0,80.08
2019,1,8,15,107.52,0,107.52
2019,1,8,16,85.4,0,85.4
2019,1,8,17,84.14,0,84.14
2019,1,8,18,77.56,0,77.56
2019,1,8,19,80.08,0,80.08
2019,1,8,20,77.21,0,77.21
2019,1,8,21,76.02,0,76.02
2019,1,8,22,81.69,0,81.69
2019,1,8,23,74.69,0,74.69
2019,1,9,0,82.6,0,82.6
2019,1,9,1,75.67,0,75.67
2019,1,9,2,82.25,0,82.25
2019,1,9,3,78.89,0,78.89
2019,1,9,4,80.99,0,80.99
2019,1,9,5,84.14,0,84.14
2019,1,9,6,85.05,0,85.05
2019,1,9,7,115.29,0,115.29
2019,1,9,8,83.79,0,83.79
2019,1,9,9,13.58,-13.3,26.88
2019,1,9,10,7.56,-66.22,73.78
2019,1,9,11,7,-113.19,120.19
2019,1,9,12,7.56,-122.29,129.85
2019,1,9,13,30.94,-60.2,91.14
2019,1,9,14,57.4,-12.95,70.35
2019,1,9,15,96.74,0,96.74
2019,1,9,16,85.75,0,85.75
2019,1,9,17,78.82,0,78.82
2019,1,9,18,80.99,0,80.99
2019,1,9,19,74.34,0,74.34
2019,1,9,20,83.23,0,83.23
2019,1,9,21,74.06,0,74.06
2019,1,9,22,82.32,0,82.32
2019,1,9,23,76.93,0,76.93
2019,1,10,0,78.82,0,78.82
2019,1,10,1,81.06,0,81.06
2019,1,10,2,77.56,0,77.56
2019,1,10,3,87.01,0,87.01
2019,1,10,4,79.17,0,79.17
2019,1,10,5,88.55,0,88.55
2019,1,10,6,91.7,0,91.7
2019,1,10,7,121.59,0,121.59
2019,1,10,8,94.5,0,94.5
2019,1,10,9,60.62,0,60.62
2019,1,10,10,40.39,-2.87,43.26
2019,1,10,11,24.99,-10.43,35.42
2019,1,10,12,21.84,-6.02,27.86
2019,1,10,13,46.69,-0.35,47.04
2019,1,10,14,36.33,-16.17,52.5
2019,1,10,15,86.73,0,86.73
2019,1,10,16,92.4,0,92.4
2019,1,10,17,86.03,0,86.03
2019,1,10,18,87.01,0,87.01
2019,1,10,19,78.82,0,78.82
2019,1,10,20,87.36,0,87.36
2019,1,10,21,84.49,0,84.49
2019,1,10,22,83.23,0,83.23
2019,1,10,23,88.27,0,88.27
2019,1,11,0,83.3,0,83.3
2019,1,11,1,86.38,0,86.38
2019,1,11,2,88.9,0,88.9
2019,1,11,3,89.25,0,89.25
2019,1,11,4,90.23,0,90.23
2019,1,11,5,86.1,0,86.1
2019,1,11,6,105,0,105
2019,1,11,7,119.77,0,119.77
2019,1,11,8,89.53,0,89.53
2019,1,11,9,10.43,-10.71,21.14
2019,1,11,10,0,-75.32,75.32
2019,1,11,11,0,-116.97,116.97
2019,1,11,12,0,-115.99,115.99
2019,1,11,13,0,-110.32,110.32
2019,1,11,14,2.24,-47.39,49.63
2019,1,11,15,68.74,0,68.74
2019,1,11,16,87.36,0,87.36
2019,1,11,17,86.38,0,86.38
2019,1,11,18,88.9,0,88.9
2019,1,11,19,88.97,0,88.97
2019,1,11,20,89.53,0,89.53
2019,1,11,21,91.07,0,91.07
2019,1,11,22,88.62,0,88.62
2019,1,11,23,90.44,0,90.44
2019,1,12,0,92.4,0,92.4
2019,1,12,1,95.83,0,95.83
2019,1,12,2,91.49,0,91.49
2019,1,12,3,93.94,0,93.94
2019,1,12,4,95.55,0,95.55
2019,1,12,5,94.57,0,94.57
2019,1,12,6,96.18,0,96.18
2019,1,12,7,94.85,0,94.85
2019,1,12,8,53.34,0,53.34
2019,1,12,9,2.87,-38.5,41.37
2019,1,12,10,0,-93.66,93.66
2019,1,12,11,0,-144.34,144.34
2019,1,12,12,0,-109.06,109.06
2019,1,12,13,0,-57.75,57.75
2019,1,12,14,9.17,-13.93,23.1
2019,1,12,15,45.08,0,45.08
2019,1,12,16,84.21,0,84.21
2019,1,12,17,87.57,0,87.57
2019,1,12,18,85.75,0,85.75
2019,1,12,19,86.1,0,86.1
2019,1,12,20,87.01,0,87.01
2019,1,12,21,86.94,0,86.94
2019,1,12,22,87.64,0,87.64
2019,1,12,23,88.27,0,88.27
2019,1,13,0,87.64,0,87.64
2019,1,13,1,84.14,0,84.14
2019,1,13,2,85.47,0,85.47
2019,1,13,3,87.71,0,87.71
2019,1,13,4,89.53,0,89.53
2019,1,13,5,90.44,0,90.44
2019,1,13,6,84.42,0,84.42
2019,1,13,7,88.55,0,88.55
2019,1,13,8,89.6,0,89.6
2019,1,13,9,87.01,0,87.01
2019,1,13,10,82.6,0,82.6
2019,1,13,11,81.34,0,81.34
2019,1,13,12,60.9,0,60.9
2019,1,13,13,73.5,0,73.5
2019,1,13,14,62.79,0,62.79
2019,1,13,15,68.11,0,68.11
2019,1,13,16,85.12,0,85.12
2019,1,13,17,78.54,0,78.54
2019,1,13,18,89.25,0,89.25
2019,1,13,19,87.64,0,87.64
2019,1,13,20,81.62,0,81.62
2019,1,13,21,88.55,0,88.55
2019,1,13,22,87.92,0,87.92
2019,1,13,23,90.16,0,90.16
2019,1,14,0,88.9,0,88.9
2019,1,14,1,89.81,0,89.81
2019,1,14,2,85.68,0,85.68
2019,1,14,3,85.68,0,85.68
2019,1,14,4,91.14,0,91.14
2019,1,14,5,92.96,0,92.96
2019,1,14,6,99.61,0,99.61
2019,1,14,7,119.14,0,119.14
2019,1,14,8,83.51,0,83.51
2019,1,14,9,45.71,-0.35,46.06
2019,1,14,10,0.35,-50.47,50.82
2019,1,14,11,0,-128.31,128.31
2019,1,14,12,0,-136.22,136.22
2019,1,14,13,0,-111.51,111.51
2019,1,14,14,2.52,-46.06,48.58
2019,1,14,15,81.62,0,81.62
2019,1,14,16,88.27,0,88.27
2019,1,14,17,91.14,0,91.14
2019,1,14,18,89.18,0,89.18
2019,1,14,19,92.68,0,92.68
2019,1,14,20,91.98,0,91.98
2019,1,14,21,89.53,0,89.53
2019,1,14,22,87.99,0,87.99
2019,1,14,23,93.31,0,93.31
2019,1,15,0,92.33,0,92.33
2019,1,15,1,93.94,0,93.94
2019,1,15,2,94.57,0,94.57
2019,1,15,3,94.92,0,94.92
2019,1,15,4,96.18,0,96.18
2019,1,15,5,95.48,0,95.48
2019,1,15,6,103.04,0,103.04
2019,1,15,7,124.46,0,124.46
2019,1,15,8,83.58,0,83.58
2019,1,15,9,7.91,-10.15,18.06
2019,1,15,10,0.35,-68.39,68.74
2019,1,15,11,0,-107.17,107.17
2019,1,15,12,0,-92.68,92.68
2019,1,15,13,0,-83.23,83.23
2019,1,15,14,24.64,-10.08,34.72
2019,1,15,15,86.1,0,86.1
2019,1,15,16,101.85,0,101.85
2019,1,15,17,93.31,0,93.31
2019,1,15,18,89.6,0,89.6
2019,1,15,19,90.16,0,90.16
2019,1,15,20,93.94,0,93.94
2019,1,15,21,91.98,0,91.98
2019,1,15,22,92.68,0,92.68
2019,1,15,23,87.92,0,87.92
2019,1,16,0,86.66,0,86.66
2019,1,16,1,91.77,0,91.77
2019,1,16,2,92.33,0,92.33
2019,1,16,3,92.4,0,92.4
2019,1,16,4,91.7,0,91.7
2019,1,16,5,95.55,0,95.55
2019,1,16,6,104.37,0,104.37
2019,1,16,7,120.4,0,120.4
2019,1,16,8,120.4,0,120.4
2019,1,16,9,109.97,0,109.97
2019,1,16,10,97.72,0,97.72
2019,1,16,11,62.79,0,62.79
2019,1,16,12,66.5,0,66.5
2019,1,16,13,79.1,0,79.1
2019,1,16,14,97.09,0,97.09
2019,1,16,15,101.15,0,101.15
2019,1,16,16,94.22,0,94.22
2019,1,16,17,94.85,0,94.85
2019,1,16,18,90.79,0,90.79
2019,1,16,19,95.2,0,95.2
2019,1,16,20,87.08,0,87.08
2019,1,16,21,91.77,0,91.77
2019,1,16,22,90.51,0,90.51
2019,1,16,23,86.38,0,86.38
2019,1,17,0,92.33,0,92.33
2019,1,17,1,90.16,0,90.16
2019,1,17,2,90.79,0,90.79
2019,1,17,3,93.59,0,93.59
2019,1,17,4,93.59,0,93.59
2019,1,17,5,94.85,0,94.85
2019,1,17,6,107.8,0,107.8
2019,1,17,7,119.77,0,119.77
2019,1,17,8,78.75,0,78.75
2019,1,17,9,26.81,-16.1,42.91
2019,1,17,10,3.78,-21.77,25.55
2019,1,17,11,0,-47.32,47.32
2019,1,17,12,6.02,-10.78,16.8
2019,1,17,13,25.27,-11.69,36.96
2019,1,17,14,78.54,0,78.54
2019,1,17,15,94.29,0,94.29
2019,1,17,16,90.86,0,90.86
2019,1,17,17,85.05,0,85.05
2019,1,17,18,89.25,0,89.25
2019,1,17,19,81.34,0,81.34
2019,1,17,20,85.75,0,85.75
2019,1,17,21,79.45,0,79.45
2019,1,17,22,86.1,0,86.1
2019,1,17,23,79.8,0,79.8
2019,1,18,0,86.66,0,86.66
2019,1,18,1,81.62,0,81.62
2019,1,18,2,87.01,0,87.01
2019,1,18,3,83.23,0,83.23
2019,1,18,4,86.66,0,86.66
2019,1,18,5,86.73,0,86.73
2019,1,18,6,92.05,0,92.05
2019,1,18,7,85.47,0,85.47
2019,1,18,8,97.44,0,97.44
2019,1,18,9,94.22,0,94.22
2019,1,18,10,92.75,0,92.75
2019,1,18,11,77.28,0,77.28
2019,1,18,12,69.44,0,69.44
2019,1,18,13,41.3,0,41.3
2019,1,18,14,43.82,0,43.82
2019,1,18,15,70,0,70
2019,1,18,16,83.86,0,83.86
2019,1,18,17,82.67,0,82.67
2019,1,18,18,82.25,0,82.25
2019,1,18,19,81.34,0,81.34
2019,1,18,20,85.19,0,85.19
2019,1,18,21,77.91,0,77.91
2019,1,18,22,84.14,0,84.14
2019,1,18,23,79.45,0,79.45
2019,1,19,0,86.03,0,86.03
2019,1,19,1,79.17,0,79.17
2019,1,19,2,84.84,0,84.84
2019,1,19,3,82.6,0,82.6
2019,1,19,4,86.38,0,86.38
2019,1,19,5,83.93,0,83.93
2019,1,19,6,86.94,0,86.94
2019,1,19,7,83.86,0,83.86
2019,1,19,8,70.28,0,70.28
2019,1,19,9,42.28,0,42.28
2019,1,19,10,39.2,0,39.2
2019,1,19,11,26.81,0,26.81
2019,1,19,12,43.61,0,43.61
2019,1,19,13,41.3,0,41.3
2019,1,19,14,55.51,0,55.51
2019,1,19,15,80.08,0,80.08
2019,1,19,16,79.1,0,79.1
2019,1,19,17,81.97,0,81.97
2019,1,19,18,82.25,0,82.25
2019,1,19,19,78.19,0,78.19
2019,1,19,20,81.69,0,81.69
2019,1,19,21,80.99,0,80.99
2019,1,19,22,76.93,0,76.93
2019,1,19,23,78.19,0,78.19
2019,1,20,0,83.86,0,83.86
2019,1,20,1,77.28,0,77.28
2019,1,20,2,77.28,0,77.28
2019,1,20,3,84.14,0,84.14
2019,1,20,4,80.36,0,80.36
2019,1,20,5,77.84,0,77.84
2019,1,20,6,85.12,0,85.12
2019,1,20,7,80.43,0,80.43
2019,1,20,8,77.56,0,77.56
2019,1,20,9,75.04,0,75.04
2019,1,20,10,54.18,-9.45,63.63
2019,1,20,11,30.94,0,30.94
2019,1,20,12,31.92,-7.28,39.2
2019,1,20,13,8.54,-46.97,55.51
2019,1,20,14,6.37,-24.92,31.29
2019,1,20,15,35.07,-7.63,42.7
2019,1,20,16,76.23,0,76.23
2019,1,20,17,90.79,0,90.79
2019,1,20,18,91.42,0,91.42
2019,1,20,19,91.42,0,91.42
2019,1,20,20,93.31,0,93.31
2019,1,20,21,89.88,0,89.88
2019,1,20,22,90.16,0,90.16
2019,1,20,23,89.53,0,89.53
2019,1,21,0,97.72,0,97.72
2019,1,21,1,96.18,0,96.18
2019,1,21,2,99.54,0,99.54
2019,1,21,3,98.35,0,98.35
2019,1,21,4,98,0,98
2019,1,21,5,104.65,0,104.65
2019,1,21,6,100.31,0,100.31
2019,1,21,7,99.33,0,99.33
2019,1,21,8,53.62,0,53.62
2019,1,21,9,1.26,-42,43.26
2019,1,21,10,0.35,-111.93,112.28
2019,1,21,11,0,-136.5,136.5
2019,1,21,12,0,-185.57,185.57
2019,1,21,13,0,-166.95,166.95
2019,1,21,14,0,-103.67,103.67
2019,1,21,15,41.02,-6.02,47.04
2019,1,21,16,92.4,0,92.4
2019,1,21,17,99.61,0,99.61
2019,1,21,18,99.61,0,99.61
2019,1,21,19,99.89,0,99.89
2019,1,21,20,101.15,0,101.15
2019,1,21,21,95.2,0,95.2
2019,1,21,22,96.18,0,96.18
2019,1,21,23,99.61,0,99.61
2019,1,22,0,99.89,0,99.89
2019,1,22,1,98.63,0,98.63
2019,1,22,2,99.61,0,99.61
2019,1,22,3,100.59,0,100.59
2019,1,22,4,100.52,0,100.52
2019,1,22,5,102.48,0,102.48
2019,1,22,6,110.32,0,110.32
2019,1,22,7,121.03,0,121.03
2019,1,22,8,80.08,0,80.08
2019,1,22,9,7.91,-16.17,24.08
2019,1,22,10,0,-87.64,87.64
2019,1,22,11,0,-138.74,138.74
2019,1,22,12,0,-144.97,144.97
2019,1,22,13,0,-124.81,124.81
2019,1,22,14,0,-67.48,67.48
2019,1,22,15,49.56,-1.61,51.17
2019,1,22,16,86.03,0,86.03
2019,1,22,17,90.44,0,90.44
2019,1,22,18,90.23,0,90.23
2019,1,22,19,90.79,0,90.79
2019,1,22,20,89.81,0,89.81
2019,1,22,21,91.42,0,91.42
2019,1,22,22,90.51,0,90.51
2019,1,22,23,91.35,0,91.35
2019,1,23,0,90.23,0,90.23
2019,1,23,1,91.07,0,91.07
2019,1,23,2,91.7,0,91.7
2019,1,23,3,93.03,0,93.03
2019,1,23,4,93.31,0,93.31
2019,1,23,5,92.61,0,92.61
2019,1,23,6,104.65,0,104.65
2019,1,23,7,123.62,0,123.62
2019,1,23,8,123.83,0,123.83
2019,1,23,9,110.95,0,110.95
2019,1,23,10,70.56,0,70.56
2019,1,23,11,49.84,0,49.84
2019,1,23,12,1.33,-28.77,30.1
2019,1,23,13,2.24,-73.5,75.74
2019,1,23,14,39.76,-11.69,51.45
2019,1,23,15,96.11,0,96.11
2019,1,23,16,95.76,0,95.76
2019,1,23,17,90.16,0,90.16
2019,1,23,18,88.9,0,88.9
2019,1,23,19,87.36,0,87.36
2019,1,23,20,85.19,0,85.19
2019,1,23,21,84.14,0,84.14
2019,1,23,22,84.21,0,84.21
2019,1,23,23,82.88,0,82.88
2019,1,24,0,80.64,0,80.64
2019,1,24,1,84.21,0,84.21
2019,1,24,2,74.69,0,74.69
2019,1,24,3,85.19,0,85.19
2019,1,24,4,80.36,0,80.36
2019,1,24,5,81.62,0,81.62
2019,1,24,6,83.51,0,83.51
2019,1,24,7,99.26,0,99.26
2019,1,24,8,104.02,0,104.02
2019,1,24,9,106.89,0,106.89
2019,1,24,10,102.76,0,102.76
2019,1,24,11,106.89,0,106.89
2019,1,24,12,95.48,0,95.48
2019,1,24,13,103.46,0,103.46
2019,1,24,14,105.28,0,105.28
2019,1,24,15,99.33,0,99.33
2019,1,24,16,80.99,0,80.99
2019,1,24,17,78.19,0,78.19
2019,1,24,18,77.21,0,77.21
2019,1,24,19,82.32,0,82.32
2019,1,24,20,75.32,0,75.32
2019,1,24,21,81.34,0,81.34
2019,1,24,22,75.04,0,75.04
2019,1,24,23,81.34,0,81.34
2019,1,25,0,79.45,0,79.45
2019,1,25,1,82.25,0,82.25
2019,1,25,2,83.86,0,83.86
2019,1,25,3,82.32,0,82.32
2019,1,25,4,89.88,0,89.88
2019,1,25,5,85.12,0,85.12
2019,1,25,6,102.76,0,102.76
2019,1,25,7,120.12,0,120.12
2019,1,25,8,72.17,0,72.17
2019,1,25,9,16.1,-4.76,20.86
2019,1,25,10,1.61,-68.74,70.35
2019,1,25,11,0,-109.69,109.69
2019,1,25,12,15.47,-103.39,118.86
2019,1,25,13,31.57,-40.11,71.68
2019,1,25,14,7.63,-33.18,40.81
2019,1,25,15,44.17,-0.98,45.15
2019,1,25,16,74.69,0,74.69
2019,1,25,17,84.49,0,84.49
2019,1,25,18,82.6,0,82.6
2019,1,25,19,84.84,0,84.84
2019,1,25,20,83.58,0,83.58
2019,1,25,21,83.93,0,83.93
2019,1,25,22,83.58,0,83.58
2019,1,25,23,87.99,0,87.99
2019,1,26,0,85.05,0,85.05
2019,1,26,1,89.53,0,89.53
2019,1,26,2,87.36,0,87.36
2019,1,26,3,89.18,0,89.18
2019,1,26,4,92.96,0,92.96
2019,1,26,5,94.57,0,94.57
2019,1,26,6,96.18,0,96.18
2019,1,26,7,89.81,0,89.81
2019,1,26,8,47.95,0,47.95
2019,1,26,9,4.41,-17.08,21.49
2019,1,26,10,0,-73.43,73.43
2019,1,26,11,0,-88.83,88.83
2019,1,26,12,0,-52.08,52.08
2019,1,26,13,5.39,-61.81,67.2
2019,1,26,14,6.3,-32.48,38.78
2019,1,26,15,50.47,0,50.47
2019,1,26,16,82.6,0,82.6
2019,1,26,17,87.64,0,87.64
2019,1,26,18,87.36,0,87.36
2019,1,26,19,88.27,0,88.27
2019,1,26,20,85.75,0,85.75
2019,1,26,21,89.25,0,89.25
2019,1,26,22,87.99,0,87.99
2019,1,26,23,84.77,0,84.77
2019,1,27,0,90.44,0,90.44
2019,1,27,1,90.51,0,90.51
2019,1,27,2,91.42,0,91.42
2019,1,27,3,85.47,0,85.47
2019,1,27,4,91.42,0,91.42
2019,1,27,5,94.22,0,94.22
2019,1,27,6,95.48,0,95.48
2019,1,27,7,85.47,0,85.47
2019,1,27,8,44.8,0,44.8
2019,1,27,9,0.98,-21.14,22.12
2019,1,27,10,0,-75.04,75.04
2019,1,27,11,0,-90.72,90.72
2019,1,27,12,0.63,-40.04,40.67
2019,1,27,13,8.26,-5.67,13.93
2019,1,27,14,14.49,-8.54,23.03
2019,1,27,15,51.1,0,51.1
2019,1,27,16,81.97,0,81.97
2019,1,27,17,80.71,0,80.71
2019,1,27,18,84.77,0,84.77
2019,1,27,19,82.88,0,82.88
2019,1,27,20,81.06,0,81.06
2019,1,27,21,86.73,0,86.73
2019,1,27,22,80.08,0,80.08
2019,1,27,23,83.86,0,83.86
2019,1,28,0,84.42,0,84.42
2019,1,28,1,82.04,0,82.04
2019,1,28,2,88.62,0,88.62
2019,1,28,3,82.6,0,82.6
2019,1,28,4,93.03,0,93.03
2019,1,28,5,88.27,0,88.27
2019,1,28,6,96.53,0,96.53
2019,1,28,7,113.47,0,113.47
2019,1,28,8,95.55,0,95.55
2019,1,28,9,23.66,-8.89,32.55
2019,1,28,10,30.66,-1.26,31.92
2019,1,28,11,14.84,-17.08,31.92
2019,1,28,12,6.02,-30.03,36.05
2019,1,28,13,0.7,-37.52,38.22
2019,1,28,14,4.76,-19.25,24.01
2019,1,28,15,47.67,-3.15,50.82
2019,1,28,16,75.95,0,75.95
2019,1,28,17,95.2,0,95.2
2019,1,28,18,88.62,0,88.62
2019,1,28,19,84.84,0,84.84
2019,1,28,20,90.51,0,90.51
2019,1,28,21,84.49,0,84.49
2019,1,28,22,91.07,0,91.07
2019,1,28,23,91.07,0,91.07
2019,1,29,0,93.31,0,93.31
2019,1,29,1,95.13,0,95.13
2019,1,29,2,89.25,0,89.25
2019,1,29,3,99.26,0,99.26
2019,1,29,4,95.2,0,95.2
2019,1,29,5,98.07,0,98.07
2019,1,29,6,104.37,0,104.37
2019,1,29,7,124.53,0,124.53
2019,1,29,8,120.4,0,120.4
2019,1,29,9,81.34,0,81.34
2019,1,29,10,72.8,0,72.8
2019,1,29,11,99.89,0,99.89
2019,1,29,12,84.21,0,84.21
2019,1,29,13,79.73,0,79.73
2019,1,29,14,103.39,0,103.39
2019,1,29,15,117.25,0,117.25
2019,1,29,16,102.76,0,102.76
2019,1,29,17,91.42,0,91.42
2019,1,29,18,87.64,0,87.64
2019,1,29,19,90.16,0,90.16
2019,1,29,20,81.34,0,81.34
2019,1,29,21,87.99,0,87.99
2019,1,29,22,88.55,0,88.55
2019,1,29,23,83.86,0,83.86
2019,1,30,0,88.97,0,88.97
2019,1,30,1,91.07,0,91.07
2019,1,30,2,89.53,0,89.53
2019,1,30,3,91.7,0,91.7
2019,1,30,4,97.72,0,97.72
2019,1,30,5,98.35,0,98.35
2019,1,30,6,102.76,0,102.76
2019,1,30,7,119.42,0,119.42
2019,1,30,8,76.65,0,76.65
2019,1,30,9,17.99,-3.85,21.84
2019,1,30,10,0,-50.82,50.82
2019,1,30,11,0,-90.51,90.51
2019,1,30,12,0,-100.8,100.8
2019,1,30,13,23.73,-57.12,80.85
2019,1,30,14,99.33,0,99.33
2019,1,30,15,97.44,0,97.44
2019,1,30,16,97.44,0,97.44
2019,1,30,17,110.95,0,110.95
2019,1,30,18,97.16,0,97.16
2019,1,30,19,98.91,0,98.91
2019,1,30,20,100.6,0,100.6
2019,1,30,21,98.43,0,98.43
2019,1,30,22,101.21,0,101.21
2019,1,30,23,96.94,0,96.94
2019,1,31,0,73.57,0,73.57
