Year,Month,Day,NetEnergyUse,EnergyUseIn,EnergyUseOut
2022,7,20,1854.43,1341.6,-512.83
2022,7,21,1823.15,1345.62,-477.53
2022,7,22,1908.93,1220.65,-688.28
2022,7,23,1979.48,1171.49,-807.99
2022,7,24,1927.8,1185.98,-741.82
2022,7,25,1659.75,1571.85,-87.9
2022,7,26,1471.05,1449,-22.05
2022,7,27,1676.71,1285.5,-391.21
2022,7,28,1730.92,1411.52,-319.4
2022,7,29,1439.23,1335.59,-103.64
2022,7,30,2033.93,1085.78,-948.15
2022,7,31,1717.4,1158.58,-558.82
2022,8,1,1667.93,1657.86,-10.07
2022,8,2,1720.2,1188.83,-531.37
2022,8,3,1709.51,1029.11,-680.4
2022,8,4,1639.59,1185.67,-453.92
2022,8,5,1681.44,1279.19,-402.25
2022,8,6,1936.94,1281.1,-655.84
2022,8,7,1847.78,1342.53,-505.25
2022,8,8,1889.4,1532.18,-357.22
2022,8,9,1864.51,1436.1,-428.41
2022,8,10,1694.09,1365.86,-328.23
2022,8,11,1758.61,1169.24,-589.37
2022,8,12,1928.42,972.38,-956.04
2022,8,13,1984.21,870.68,-1113.53
2022,8,14,1735.97,888.93,-847.04
2022,8,15,1635.16,947.2,-687.96
2022,8,16,1831.72,986.57,-845.15
2022,8,17,1485.22,1286.46,-198.76
2022,8,18,1747.61,1221.56,-526.05
2022,8,19,1857.23,1257.78,-599.45
2022,8,20,1962.76,1253.69,-709.07
2022,8,21,1549.52,1302.23,-247.29
2022,8,22,1733.43,1489.93,-243.5
2022,8,23,1609.35,1138.75,-470.6
2022,8,24,1678.68,1071.35,-607.33
2022,8,25,1602.41,1131.78,-470.63
2022,8,26,1562.71,1155.11,-407.6
2022,8,27,1580.69,1114.81,-465.88
2022,8,28,1469.14,1157.9,-311.24
2022,8,29,1720.53,1291.5,-429.03
2022,8,30,1919.94,1523.02,-396.92
2022,8,31,1838.97,1327.1,-511.87
2022,9,1,1722.41,996.65,-725.76
2022,9,2,1810.62,915.39,-895.23
2022,9,3,1629.21,950.05,-679.16
2022,9,4,1651.23,1024.38,-626.85
2022,9,5,1537.81,1089.88,-447.93
2022,9,6,1698.17,1689.98,-8.19
2022,9,7,1427.92,1403.34,-24.58
2022,9,8,1512.62,1129.28,-383.34
2022,9,9,1581.27,976.16,-605.11
2022,9,10,1715.5,993.53,-721.97
2022,9,11,1382.83,1368.97,-13.86
2022,9,12,1472.29,1356.37,-115.92
2022,9,13,1542.86,1250.87,-291.99
2022,9,14,1590.12,1005.17,-584.95
2022,9,15,1663.83,963.26,-700.57
2022,9,16,1664.47,935.23,-729.24
2022,9,17,1512.32,985.94,-526.38
2022,9,18,1718,968.92,-749.08
2022,9,19,1522.39,1244.55,-277.84
2022,9,20,1529.61,1156.03,-373.58
2022,9,21,1521.46,1021.87,-499.59
2022,9,22,1425.05,1321.74,-103.31
2022,9,23,1693.42,895.54,-797.88
2022,9,24,1654.37,894.59,-759.78
2022,9,25,1218.71,1005.15,-213.56
2022,9,26,1537.5,994.14,-543.36
2022,9,27,1660.65,953.79,-706.86
2022,9,28,1491.22,989.11,-502.11
2022,9,29,1514.19,957.91,-556.28
2022,9,30,1169.95,1093.09,-76.86
2022,10,1,1237.33,1227.25,-10.08
2022,10,2,1307.28,1306.97,-0.31
2022,10,3,1775.65,1775.65,0
2022,10,4,1676.12,1676.12,0
2022,10,5,1398.89,1398.89,0
2022,10,6,1177.48,1060.59,-116.89
2022,10,7,1172.79,1066.63,-106.16
2022,10,8,1191.33,1048.01,-143.32
2022,10,9,1477.68,993.53,-484.15
2022,10,10,1166.76,1051.16,-115.6
2022,10,11,1164.21,1155.07,-9.14
2022,10,12,1137.77,1117.93,-19.84
2022,10,13,1503.8,1503.8,0
2022,10,14,1098.7,1078.86,-19.84
2022,10,15,1185.34,886.41,-298.93
2022,10,16,1061.23,991.62,-69.61
2022,10,17,1375.26,1371.17,-4.09
2022,10,18,1170.87,1148.2,-22.67
2022,10,19,1476.08,1456.87,-19.21
2022,10,20,1967.2,1071.64,-895.56
2022,10,21,1797.39,954.45,-842.94
2022,10,22,1287.38,953.17,-334.21
2022,10,23,1219.96,1219.02,-0.94
2022,10,24,1523.01,1523.01,0
2022,10,25,1540.63,1540.63,0
2022,10,26,1393.22,1374.64,-18.58
2022,10,27,1384.75,1011.16,-373.59
2022,10,28,1241.07,981.19,-259.88
2022,10,29,1500.34,1009.89,-490.45
2022,10,30,1480.19,1022.81,-457.38
2022,10,31,1339.97,1269.42,-70.55
2022,11,1,1423.48,1379.38,-44.1
2022,11,2,1712.03,1014.3,-697.73
2022,11,3,1740.97,1059.62,-681.35
2022,11,4,1658.45,1153.82,-504.63
2022,11,5,1727.18,1121.12,-606.06
2022,11,6,1374.64,1327.4,-47.24
2022,11,7,1664.79,1044.23,-620.56
2022,11,8,1724.31,1012.4,-711.91
2022,11,9,1724.32,1104.08,-620.24
2022,11,10,1793.94,1110.71,-683.23
2022,11,11,1354.17,1353.54,-0.63
2022,11,12,1395.11,1000.11,-395
2022,11,13,1401.1,1143.43,-257.67
2022,11,14,1867.93,1282.98,-584.95
2022,11,15,1769.34,1769.34,0
2022,11,16,1560.17,1430.07,-130.1
2022,11,17,1604.32,1478.64,-125.68
2022,11,18,1795.79,1398.57,-397.22
2022,11,19,1970.65,1273.56,-697.09
2022,11,20,1688.71,1406.47,-282.24
2022,11,21,1625.34,1503.45,-121.89
2022,11,22,1550.1,1459.4,-90.7
2022,11,23,1581.64,1467.61,-114.03
2022,11,24,1590.42,1398.28,-192.14
2022,11,25,1746.04,1720.53,-25.51
2022,11,26,1610.31,1381.62,-228.69
2022,11,27,1773.8,1773.8,0
2022,11,28,1585.69,1494.03,-91.66
2022,11,29,1601.77,1558.93,-42.84
2022,11,30,1976.64,1976.64,0
2022,12,1,1582.52,1469.13,-113.39
2022,12,2,1552.91,1467.56,-85.35
2022,12,3,1894.4,1894.4,0
2022,12,4,1529.94,1353.86,-176.08
2022,12,5,1597.68,1552.32,-45.36
2022,12,6,2003.71,2003.71,0
2022,12,7,1725.25,1725.25,0
2022,12,8,1522.08,1521.77,-0.31
2022,12,9,1522.06,1315.1,-206.96
2022,12,10,1578.43,1391.96,-186.47
2022,12,11,1740.99,1740.99,0
2022,12,12,1830.47,1829.53,-0.94
2022,12,13,1789.22,1586.35,-202.87
2022,12,14,1816.3,1666.37,-149.93
2022,12,15,2233.34,2233.34,0
2022,12,16,1844.95,1844.95,0
2022,12,17,1688.7,1534.04,-154.66
2022,12,18,1750.13,1573.73,-176.4
2022,12,19,1816.93,1685.26,-131.67
2022,12,20,1721.8,1514.54,-207.26
2022,12,21,1708.52,1559.53,-148.99
2022,12,22,1979.46,1979.46,0
2022,12,23,1697.22,1696.91,-0.31
2022,12,24,1781.35,1573.13,-208.22
2022,12,25,1792.65,1562.08,-230.57
2022,12,26,1775.68,1468.54,-307.14
2022,12,27,1707,1688.1,-18.9
2022,12,28,1836.45,1705.73,-130.72
2022,12,29,1844.01,1844.01,0
2022,12,30,1669.49,1669.49,0
2022,12,31,1689.34,1689.34,0
