Year,Month,Day,NetEnergyUse,EnergyUseIn,EnergyUseOut
2020,10,9,1500.32,1020.9,-479.42
2020,10,10,1157.64,1041.4,-116.24
2020,10,11,1316.07,1311.66,-4.41
2020,10,12,1423.45,1423.45,0
2020,10,13,1387.23,1262.48,-124.75
2020,10,14,1729.01,1067.82,-661.19
2020,10,15,1397.65,1102.19,-295.46
2020,10,16,1722.09,1722.09,0
2020,10,17,1564.29,1062.49,-501.8
2020,10,18,1489.9,1168.93,-320.97
2020,10,19,1368.31,1244.83,-123.48
2020,10,20,1370.23,1312.9,-57.33
2020,10,21,1460.63,1436.69,-23.94
2020,10,22,1404.6,1378.77,-25.83
2020,10,23,1196.07,1087.08,-108.99
2020,10,24,1259.68,1206.45,-53.23
2020,10,25,1258.72,1196.67,-62.05
2020,10,26,1574.39,1574.39,0
2020,10,27,1747,1233.54,-513.46
2020,10,28,1643.03,1643.03,0
2020,10,29,1885.29,1885.29,0
2020,10,30,1627.9,1568.06,-59.84
2020,10,31,2259.16,1211.78,-1047.38
2020,11,1,1638.01,1632.98,-5.03
2020,11,2,2128.43,1383.46,-744.97
2020,11,3,1826.38,1322.08,-504.3
2020,11,4,1980.08,1313.23,-666.85
2020,11,5,1811.88,1217.15,-594.73
2020,11,6,1883.69,1131.14,-752.55
2020,11,7,1959.61,1087.68,-871.93
2020,11,8,1954.58,1086.74,-867.84
2020,11,9,1795.16,1133.35,-661.81
2020,11,10,1875.19,1147.55,-727.64
2020,11,11,1527.76,1527.45,-0.31
2020,11,12,1771.88,1771.88,0
2020,11,13,1488.7,1414.05,-74.65
2020,11,14,1981.68,1231.03,-750.65
2020,11,15,1586.05,1443.35,-142.7
2020,11,16,1962.75,1214.31,-748.44
2020,11,17,1621.32,1520.21,-101.11
2020,11,18,2173.51,1431.68,-741.83
2020,11,19,1978.82,1474.2,-504.62
2020,11,20,1984.82,1280.79,-704.03
2020,11,21,1712.98,1328.05,-384.93
2020,11,22,1567.12,1567.12,0
2020,11,23,1928.74,1489,-439.74
2020,11,24,1913.33,1369.95,-543.38
2020,11,25,1592.95,1468.84,-124.11
2020,11,26,1551.06,1400.5,-150.56
2020,11,27,1513.24,1344.4,-168.84
2020,11,28,1582.55,1402.68,-179.87
2020,11,29,1988.28,1362.07,-626.21
2020,11,30,1982.58,1982.58,0
2020,12,1,1649.35,1601.78,-47.57
2020,12,2,1685.6,1571.26,-114.34
2020,12,3,1784.17,1442.07,-342.1
2020,12,4,1916.14,1916.14,0
2020,12,5,1729.65,1663.82,-65.83
2020,12,6,2065.09,1469.44,-595.65
2020,12,7,1938.78,1539.69,-399.09
2020,12,8,1891.21,1702.84,-188.37
2020,12,9,1978.2,1962.13,-16.07
2020,12,10,1942.28,1538.77,-403.51
2020,12,11,1818.51,1386.96,-431.55
2020,12,12,1604.31,1584.14,-20.17
2020,12,13,1718.97,1277.97,-441
2020,12,14,2008.17,2008.17,0
2020,12,15,1974.99,1573.07,-401.92
2020,12,16,2153.96,2153.96,0
2020,12,17,2332.25,2332.25,0
2020,12,18,2359.98,2359.98,0
2020,12,19,2214.16,2214.16,0
2020,12,20,2141.05,2141.05,0
2020,12,21,2217.6,2217.6,0
2020,12,22,1936.94,1914.58,-22.36
2020,12,23,1825.73,1465.38,-360.35
2020,12,24,1703.2,1676.74,-26.46
2020,12,25,1816.29,1816.29,0
2020,12,26,2112.75,1575.98,-536.77
2020,12,27,2065.45,1562.7,-502.75
2020,12,28,1955.24,1780.42,-174.82
2020,12,29,2051.62,1655.04,-396.58
2020,12,30,1950.5,1667.32,-283.18
2020,12,31,1855.02,1855.02,0
2021,1,1,1659.42,1646.81,-12.61
2021,1,2,1743.8,1411.17,-332.63
2021,1,3,1867.96,1832.05,-35.91
2021,1,4,1735.98,1721.49,-14.49
2021,1,5,1901.38,1901.38,0
2021,1,6,1816.27,1535.3,-280.97
2021,1,7,1991.4,1533.39,-458.01
2021,1,8,1853.77,1844,-9.77
2021,1,9,1903.87,1567.44,-336.43
2021,1,10,2117.43,1487.43,-630
2021,1,11,1883.06,1883.06,0
2021,1,12,1981.98,1579.72,-402.26
2021,1,13,1728.39,1532.15,-196.24
2021,1,14,1658.49,1573.43,-85.06
2021,1,15,1684.3,1661.94,-22.36
2021,1,16,1474.86,1409.34,-65.52
2021,1,17,1859.41,1442.37,-417.04
2021,1,18,1934.4,1411.18,-523.22
2021,1,19,1781.64,1546.96,-234.68
2021,1,20,1963.09,1652.82,-310.27
2021,1,21,2151.77,1756.12,-395.65
2021,1,22,1910.14,1579.41,-330.73
2021,1,23,2225.47,1483.65,-741.82
2021,1,24,2131.28,1536.56,-594.72
2021,1,25,1806.24,1794.27,-11.97
2021,1,26,2174.47,2174.47,0
2021,1,27,1991.09,1928.72,-62.37
2021,1,28,2223.55,1554.83,-668.72
2021,1,29,2386.75,1536.25,-850.5
2021,1,30,2398.38,1514.19,-884.19
2021,1,31,2039.64,2039.64,0
2021,2,1,2236.84,2236.84,0
2021,2,2,2164.06,2164.06,0
2021,2,3,2405.36,2405.36,0
2021,2,4,2396.52,2396.52,0
2021,2,5,2258.86,2258.86,0
2021,2,6,2016.34,2016.34,0
2021,2,7,2135.38,2135.38,0
2021,2,8,2471.82,2471.82,0
2021,2,9,2510.25,2510.25,0
2021,2,10,2426.15,2426.15,0
2021,2,11,2295.09,2295.09,0
2021,2,12,2134.1,2134.1,0
2021,2,13,2120.27,2120.27,0
2021,2,14,2108.02,2108.02,0
2021,2,15,2070.17,2070.17,0
2021,2,16,1974.71,1814.7,-160.01
2021,2,17,2177.94,1468.57,-709.37
2021,2,18,2234.64,2234.64,0
2021,2,19,2210.65,2210.65,0
2021,2,20,2171.93,2171.93,0
2021,2,21,2210.37,2210.37,0
2021,2,22,2433.68,2433.68,0
2021,2,23,2271.44,2271.44,0
2021,2,24,2021.04,1477.98,-543.06
2021,2,25,2399.97,1208.01,-1191.96
2021,2,26,2228.32,1239.55,-988.77
2021,2,27,1738.47,1508.84,-229.63
2021,2,28,1712.67,1711.09,-1.58
2021,3,1,1581.3,1569.33,-11.97
2021,3,2,2532.6,1322.68,-1209.92
2021,3,3,2445.32,1282.67,-1162.65
2021,3,4,2020.09,1328.04,-692.05
2021,3,5,2674.66,1363.94,-1310.72
2021,3,6,1759.91,1501.29,-258.62
2021,3,7,2782.7,1328.97,-1453.73
2021,3,8,2632.13,1352.3,-1279.83
2021,3,9,2296.98,1295.29,-1001.69
2021,3,10,2305.76,1111.61,-1194.15
2021,3,11,1792.33,1017.13,-775.2
2021,3,12,1355.13,974.61,-380.52
2021,3,13,1707.29,988.13,-719.16
2021,3,14,1889.69,1024.7,-864.99
2021,3,15,2709.97,1210.23,-1499.74
2021,3,16,1848.42,1847.48,-0.94
2021,3,17,1678.62,1625.39,-53.23
2021,3,18,1995.86,1995.86,0
2021,3,19,2637.82,1147.87,-1489.95
2021,3,20,2340.14,1092.73,-1247.41
2021,3,21,1752.62,1060.26,-692.36
2021,3,22,1633.91,1096.21,-537.7
2021,3,23,1509.45,1034.13,-475.32
2021,3,24,1618.47,1618.47,0
2021,3,25,1412.79,1412.16,-0.63
2021,3,26,1733.14,1006.13,-727.01
2021,3,27,1856.63,916.35,-940.28
2021,3,28,1313.57,1310.43,-3.14
2021,3,29,2060.39,1036.65,-1023.74
2021,3,30,1665.99,1063.1,-602.89
2021,3,31,1438.28,1431.04,-7.24
2021,4,1,2284.04,1140.91,-1143.13
2021,4,2,2040.25,1038.24,-1002.01
2021,4,3,2357.48,1110.08,-1247.4
2021,4,4,1787.64,1079.84,-707.8
2021,4,5,1597.68,950.36,-647.32
2021,4,6,1594.53,919.17,-675.36
2021,4,7,1597.67,1182.81,-414.86
2021,4,8,1827,897.42,-929.58
2021,4,9,1280.81,1161.74,-119.07
2021,4,10,1220.57,987.8,-232.77
2021,4,11,1365.24,1365.24,0
2021,4,12,1513.56,1513.25,-0.31
2021,4,13,1546.94,983.41,-563.53
2021,4,14,1338.1,1207.39,-130.71
2021,4,15,1473.55,1456.24,-17.31
2021,4,16,1745.42,977.14,-768.28
2021,4,17,1480.19,1027.86,-452.33
2021,4,18,1769.37,1005.49,-763.88
2021,4,19,1158.89,1001.08,-157.81
2021,4,20,1475.15,926.72,-548.43
2021,4,21,1411.21,1106.91,-304.3
2021,4,22,1552.28,1112.25,-440.03
2021,4,23,1787.63,1017.46,-770.17
2021,4,24,1592.67,944.09,-648.58
2021,4,25,1210.54,961.07,-249.47
2021,4,26,1718,922.64,-795.36
2021,4,27,1564.27,949.71,-614.56
2021,4,28,1412.77,918.23,-494.54
2021,4,29,1235.09,1210.84,-24.25
2021,4,30,1579.1,871.63,-707.47
2021,5,1,2193.03,827.5,-1365.53
2021,5,2,1580.34,910.33,-670.01
2021,5,3,1322.04,1219.04,-103
2021,5,4,1550.73,950.03,-600.7
2021,5,5,1452.79,1345.36,-107.43
2021,5,6,1632.04,905.96,-726.08
2021,5,7,1342.52,828.76,-513.76
2021,5,8,1363.3,864.98,-498.32
2021,5,9,1227.85,1026.57,-201.28
2021,5,10,1179.34,1063.41,-115.93
2021,5,11,1478.28,1028.15,-450.13
2021,5,12,1674.81,914.74,-760.07
2021,5,13,1913.64,887.97,-1025.67
2021,5,14,1634.23,788.15,-846.08
2021,5,15,1474.49,777.74,-696.75
2021,5,16,1217.17,768.93,-448.24
2021,5,17,1572.17,797.9,-774.27
2021,5,18,1597.07,886.42,-710.65
2021,5,19,1586.99,949.73,-637.26
2021,5,20,1543.78,881.96,-661.82
2021,5,21,1568.68,868.76,-699.92
2021,5,22,1358.93,935.55,-423.38
2021,5,23,1555.8,849.88,-705.92
2021,5,24,1158.9,1122.67,-36.23
2021,5,25,1626.36,892.71,-733.65
2021,5,26,1463.81,1080.13,-383.68
2021,5,27,1505.07,950.67,-554.4
2021,5,28,1316.36,1099.02,-217.34
2021,5,29,1334.01,1324.88,-9.13
2021,5,30,1399.22,1399.22,0
2021,5,31,1548.51,924.83,-623.68
2021,6,1,1127.38,847.03,-280.35
2021,6,2,1240.15,997.61,-242.54
2021,6,3,1153.86,1076.68,-77.18
2021,6,4,1273.23,911.31,-361.92
2021,6,5,1657.2,938.05,-719.15
2021,6,6,1704.11,1018.04,-686.07
2021,6,7,1486.77,1205.47,-281.3
2021,6,8,1545.05,1363.62,-181.43
2021,6,9,1683.66,1329.27,-354.39
2021,6,10,1519.52,1075.38,-444.14
2021,6,11,1401.12,1401.12,0
2021,6,12,1097.15,933.35,-163.8
2021,6,13,1215.56,1036.34,-179.22
2021,6,14,1474.51,1282.05,-192.46
2021,6,15,1692.49,1081.4,-611.09
2021,6,16,1601.78,975.87,-625.91
2021,6,17,1583.17,919.79,-663.38
2021,6,18,1682.09,955.07,-727.02
2021,6,19,1567.11,1170.22,-396.89
2021,6,20,1583.51,1025,-558.51
2021,6,21,1507.25,1289.59,-217.66
2021,6,22,1553.26,1552.32,-0.94
2021,6,23,1612.78,939,-673.78
2021,6,24,1541.91,874.74,-667.17
2021,6,25,1572.45,921.04,-651.41
2021,6,26,1500.66,1074.48,-426.18
2021,6,27,1487.71,1093.03,-394.68
2021,6,28,1621.96,1219.38,-402.58
2021,6,29,1681.77,1203.28,-478.49
2021,6,30,1622.89,1290.24,-332.65
2021,7,1,1728.08,1599.25,-128.83
2021,7,2,1758.98,1106.6,-652.38
2021,7,3,1699.75,1039.51,-660.24
2021,7,4,1568.65,985.29,-583.36
2021,7,5,1633.3,1009.92,-623.38
2021,7,6,1460.98,1223.47,-237.51
2021,7,7,1740.06,1199.84,-540.22
2021,7,8,1729.02,1564.58,-164.44
2021,7,9,1772.86,1409.67,-363.19
2021,7,10,1647.14,1260.31,-386.83
2021,7,11,1460.02,1234.79,-225.23
2021,7,12,1848.43,1729.03,-119.4
2021,7,13,1668.54,1650.59,-17.95
2021,7,14,1730.29,1459.4,-270.89
2021,7,15,1603.33,1419.7,-183.63
2021,7,16,1775.32,1290.23,-485.09
2021,7,17,1799.01,1378.78,-420.23
2021,7,18,1683.41,1207.74,-475.67
2021,7,19,1406.48,1182.2,-224.28
2021,7,20,1817.28,1090.25,-727.03
2021,7,21,1764,1212.11,-551.89
2021,7,22,1403.99,1116.39,-287.6
2021,7,23,1799.59,1067.21,-732.38
2021,7,24,1564.58,1137.45,-427.13
2021,7,25,1544.43,1278.59,-265.84
2021,7,26,1526.5,1309.15,-217.35
2021,7,27,1666.99,1233.87,-433.12
2021,7,28,1803.34,1170.82,-632.52
2021,7,29,1604.91,1600.49,-4.42
2021,7,30,2148.27,1017.41,-1130.86
2021,7,31,2010.36,962.66,-1047.7
2021,8,1,1282.05,1167.07,-114.98
2021,8,2,1722.43,1058.39,-664.04
2021,8,3,1300.93,1112.87,-188.06
2021,8,4,1325.82,1258.41,-67.41
2021,8,5,1782.25,1155.42,-626.83
2021,8,6,1807.8,1226.3,-581.5
2021,8,7,1665.1,1179.68,-485.42
2021,8,8,1618.14,1176.82,-441.32
2021,8,9,1743.51,1281.42,-462.09
2021,8,10,1719.57,1502.53,-217.04
2021,8,11,1899.44,1311.34,-588.1
2021,8,12,1871.42,1425.37,-446.05
2021,8,13,1979.47,1361.75,-617.72
2021,8,14,1753.29,1317.32,-435.97
2021,8,15,1976.61,1158.24,-818.37
2021,8,16,1614.05,1597.05,-17
2021,8,17,1743.84,1631.38,-112.46
2021,8,18,1953.61,1753.9,-199.71
2021,8,19,1841.49,1660.04,-181.45
2021,8,20,1766.82,1642.4,-124.42
2021,8,21,1433.54,1341.56,-91.98
2021,8,22,1572.78,1541.91,-30.87
2021,8,23,1878.65,1679.57,-199.08
2021,8,24,1820.12,1318.63,-501.49
2021,8,25,1763.34,1353.54,-409.8
2021,8,26,1741.93,1431.97,-309.96
2021,8,27,1753.6,1339.68,-413.92
2021,8,28,1427.24,1424.41,-2.83
2021,8,29,1450.59,1220.96,-229.63
2021,8,30,1670.11,1414.95,-255.16
2021,8,31,1610.57,1475.45,-135.12
2021,9,1,1878.03,1878.03,0
2021,9,2,2308.03,1125.19,-1182.84
2021,9,3,2170.3,1126.09,-1044.21
2021,9,4,1848.73,1080.12,-768.61
2021,9,5,1406.17,1369,-37.17
2021,9,6,1879.32,1080.8,-798.52
2021,9,7,1692.17,1138.72,-553.45
2021,9,8,1744.78,1385.69,-359.09
2021,9,9,1793.61,1793.61,0
2021,9,10,1762.4,1114.12,-648.28
2021,9,11,1807.78,1122.03,-685.75
2021,9,12,1622.9,1098.12,-524.78
2021,9,13,1632.32,1320.15,-312.17
2021,9,14,1607.73,1414.96,-192.77
2021,9,15,1713.61,1406.8,-306.81
2021,9,16,1754.22,1417.17,-337.05
2021,9,17,1661.61,1623.81,-37.8
2021,9,18,2072.99,1271.01,-801.98
2021,9,19,1917.99,1149.74,-768.25
2021,9,20,1640.84,1284.9,-355.94
2021,9,21,1541,1356.4,-184.6
2021,9,22,1661.62,1466.32,-195.3
2021,9,23,1698.8,1672.66,-26.14
2021,9,24,1835.84,1029.75,-806.09
2021,9,25,1779.42,1064.07,-715.35
2021,9,26,1799.26,1009.57,-789.69
2021,9,27,1767.45,1161.71,-605.74
2021,9,28,1735.02,1695.64,-39.38
2021,9,29,1660.04,1219.66,-440.38
2021,9,30,1615.34,1285.22,-330.12
2021,10,1,1683.66,1108.78,-574.88
2021,10,2,1691.24,1012.73,-678.51
2021,10,3,1615.96,1080.45,-535.51
2021,10,4,1468.55,1393.26,-75.29
2021,10,5,1726.83,1725.89,-0.94
2021,10,6,1506.97,1504.13,-2.84
2021,10,7,1679.25,1489.64,-189.61
2021,10,8,1620.05,1242.05,-378
2021,10,9,1224.09,1191.34,-32.75
2021,10,10,1266.91,1255.57,-11.34
2021,10,11,1268.8,1088.94,-179.86
2021,10,12,1529.31,1529.31,0
2021,10,13,1587.58,1587.58,0
2021,10,14,1532.47,1198.58,-333.89
2021,10,15,1447.39,1138.07,-309.32
2021,10,16,1552.35,1137.48,-414.87
2021,10,17,2026.1,1040.46,-985.64
2021,10,18,1844.96,1268.5,-576.46
2021,10,19,2308.64,1149.13,-1159.51
2021,10,20,2158.07,1111.63,-1046.44
2021,10,21,2072.09,1101.55,-970.54
2021,10,22,1957.39,1033.18,-924.21
2021,10,23,1471.03,1110.98,-360.05
2021,10,24,1552.93,1020.91,-532.02
2021,10,25,1624.46,1173.7,-450.76
2021,10,26,1610.62,1336.87,-273.75
2021,10,27,1548.52,1548.52,0
2021,10,28,2072.98,1161.68,-911.3
2021,10,29,1337.46,1238.24,-99.22
2021,10,30,1794.86,1130.53,-664.33
2021,10,31,1821.63,1052.71,-768.92
2021,11,1,2022.92,1188.49,-834.43
2021,11,2,1553.24,1536.56,-16.68
2021,11,3,2320.62,1430.73,-889.89
2021,11,4,2017.57,1449.01,-568.56
2021,11,5,2284.98,1428.51,-856.47
2021,11,6,2322.85,1424.78,-898.07
2021,11,7,1954.59,1493.75,-460.84
2021,11,8,2168.44,1440.48,-727.96
2021,11,9,1998.37,1372.46,-625.91
2021,11,10,2014.75,1277.33,-737.42
2021,11,11,1770.33,1251.21,-519.12
2021,11,12,1600.2,1381.89,-218.31
2021,11,13,1635.48,1318.27,-317.21
2021,11,14,1462.88,1312.3,-150.58
2021,11,15,1797.4,1766.22,-31.18
2021,11,16,2088.13,1424.12,-664.01
2021,11,17,1895.94,1506.61,-389.33
2021,11,18,1912.35,1334.01,-578.34
2021,11,19,1999.9,1365.19,-634.71
2021,11,20,1946.99,1310.07,-636.92
2021,11,21,1876.75,1454.66,-422.09
2021,11,22,1661.63,1661.63,0
2021,11,23,2071.77,1581.96,-489.81
2021,11,24,2063.26,1433.88,-629.38
2021,11,25,1827.64,1263.15,-564.49
2021,11,26,1581.92,1319.53,-262.39
2021,11,27,1902.89,1318.58,-584.31
2021,11,28,1466.01,1436.41,-29.6
2021,11,29,1897.23,1621.61,-275.62
2021,11,30,1979.45,1971.26,-8.19
2021,12,1,1944.83,1434.85,-509.98
2021,12,2,1649.95,1590.42,-59.53
2021,12,3,2005.89,1428.17,-577.72
2021,12,4,1774.39,1543.82,-230.57
2021,12,5,1753.29,1463.18,-290.11
2021,12,6,1877.7,1773.12,-104.58
2021,12,7,1987.01,1619.71,-367.3
2021,12,8,1934.09,1928.73,-5.36
2021,12,9,1857.9,1620.71,-237.19
2021,12,10,1757.08,1700.7,-56.38
2021,12,11,1732.81,1732.81,0
2021,12,12,2044.35,1407.73,-636.62
2021,12,13,2060.74,1545.39,-515.35
2021,12,14,2009.69,1518.29,-491.4
2021,12,15,1937.55,1623.82,-313.73
2021,12,16,1654.35,1274.79,-379.56
2021,12,17,1590.1,1169.27,-420.83
2021,12,18,1618.45,1618.45,0
2021,12,19,1519.88,1358.61,-161.27
2021,12,20,1965.28,1486.16,-479.12
2021,12,21,1662.25,1660.05,-2.2
2021,12,22,1941.04,1534.05,-406.99
2021,12,23,1997.42,1433.88,-563.54
2021,12,24,1685.88,1401.13,-284.75
2021,12,25,1616.28,1609.66,-6.62
2021,12,26,1904.8,1263.77,-641.03
2021,12,27,1841.52,1839.63,-1.89
2021,12,28,1707.3,1707.3,0
2021,12,29,1705.09,1701.95,-3.14
2021,12,30,1493.4,1372.13,-121.27
2021,12,31,1548.56,1547.3,-1.26
2022,1,1,1576.23,1576.23,0
2022,1,2,1382.52,1347.24,-35.28
2022,1,3,2022.6,2022.6,0
2022,1,4,2028.62,1579.1,-449.52
2022,1,5,1964,1963.06,-0.94
2022,1,6,1911.44,1687.79,-223.65
2022,1,7,2278.06,2278.06,0
2022,1,8,2124.36,2124.36,0
2022,1,9,2058.2,2056.62,-1.58
2022,1,10,2143.85,1727.74,-416.11
2022,1,11,2270.84,1789.51,-481.33
2022,1,12,2062.63,1702.58,-360.05
2022,1,13,1872.39,1626.36,-246.03
2022,1,14,1958.31,1447.71,-510.6
2022,1,15,1989.53,1526.48,-463.05
2022,1,16,1847.82,1649.99,-197.83
2022,1,17,2009.41,1994.92,-14.49
2022,1,18,1994.92,1900.73,-94.19
2022,1,19,2067.06,1609.68,-457.38
2022,1,20,2062.6,2062.6,0
2022,1,21,2223.56,1804.61,-418.95
2022,1,22,2499.52,1697.53,-801.99
2022,1,23,2205.32,1622.89,-582.43
2022,1,24,2240.29,1669.5,-570.79
2022,1,25,1884.65,1867.65,-17
2022,1,26,2255.69,1509.46,-746.23
2022,1,27,1905.73,1646.5,-259.23
2022,1,28,1905.09,1904.15,-0.94
2022,1,29,2161.22,2161.22,0
2022,1,30,2166.9,2166.9,0
2022,1,31,2470.24,2470.24,0
2022,2,1,2299.49,2299.49,0
2022,2,2,1974.76,1945.77,-28.99
2022,2,3,2086.54,2086.54,0
2022,2,4,2044.68,2044.68,0
2022,2,5,2008.77,1497.52,-511.25
2022,2,6,2057.88,1554.53,-503.35
2022,2,7,2148.3,2148.3,0
2022,2,8,2243.71,1486.76,-756.95
2022,2,9,2326.26,1396.07,-930.19
2022,2,10,2212.87,1337.18,-875.69
2022,2,11,2348.62,1195.4,-1153.22
2022,2,12,2164.04,1160.45,-1003.59
2022,2,13,1852.86,1852.86,0
2022,2,14,2383.29,2383.29,0
2022,2,15,2366.89,2366.89,0
2022,2,16,2010.33,1770.61,-239.72
2022,2,17,1928.11,1301.27,-626.84
2022,2,18,2307.37,1166.12,-1141.25
2022,2,19,1808.42,1383.17,-425.25
2022,2,20,2682.24,1346.33,-1335.91
2022,2,21,2557.47,1251.16,-1306.31
2022,2,22,1834.88,1726.53,-108.35
2022,2,23,1821.65,1399.22,-422.43
2022,2,24,1731.54,1728.08,-3.46
2022,2,25,2019.44,1711.69,-307.75
2022,2,26,2537.95,1295.89,-1242.06
2022,2,27,2775.48,1237.02,-1538.46
2022,2,28,2610.43,1273.23,-1337.2
2022,3,1,1734.38,1523.01,-211.37
2022,3,2,2489.16,1141.58,-1347.58
2022,3,3,2615.46,1188.49,-1426.97
2022,3,4,2731.37,1298.13,-1433.24
2022,3,5,2026.05,1286.76,-739.29
2022,3,6,1542.56,1356.71,-185.85
2022,3,7,1656.91,1132.75,-524.16
2022,3,8,2341.37,1217.15,-1124.22
2022,3,9,2126.26,2126.26,0
2022,3,10,2279.65,1254,-1025.65
2022,3,11,2783.65,1170.53,-1613.12
2022,3,12,1936.95,1936.95,0
2022,3,13,2700.2,1426.03,-1274.17
2022,3,14,2711.81,1317.65,-1394.16
2022,3,15,2409.41,1229.11,-1180.3
2022,3,16,2092.53,1042.02,-1050.51
2022,3,17,1620.69,1620.69,0
2022,3,18,1643.35,1135.88,-507.47
2022,3,19,1559.85,956.31,-603.54
2022,3,20,1351.03,1121.4,-229.63
2022,3,21,2750.55,1062.81,-1687.74
2022,3,22,2527.21,953.49,-1573.72
2022,3,23,1641.46,1220.31,-421.15
2022,3,24,1775.65,1775.65,0
2022,3,25,1640.5,1009.88,-630.62
2022,3,26,1694.1,978.1,-716
2022,3,27,1396.09,1130.86,-265.23
2022,3,28,2026.42,1378.77,-647.65
2022,3,29,1945.78,1298.14,-647.64
2022,3,30,1430.74,1335.9,-94.84
2022,3,31,1344.73,1320.48,-24.25
2022,4,1,1501.23,951.26,-549.97
2022,4,2,2035.87,864.07,-1171.8
2022,4,3,1408.06,1282.68,-125.38
2022,4,4,1571.86,1013.68,-558.18
2022,4,5,1319.2,1168.31,-150.89
2022,4,6,1422.85,1422.54,-0.31
2022,4,7,1782.57,1782.57,0
2022,4,8,1884.66,857.12,-1027.54
2022,4,9,1455.6,889.86,-565.74
2022,4,10,1317.63,968.93,-348.7
2022,4,11,1836.41,932.38,-904.03
2022,4,12,1857.86,947.84,-910.02
2022,4,13,1630.12,884.84,-745.28
2022,4,14,1656.91,912.86,-744.05
2022,4,15,1987.97,771.13,-1216.84
2022,4,16,1652.79,854.58,-798.21
2022,4,17,1869.81,798.19,-1071.62
2022,4,18,1390.72,1249.92,-140.8
2022,4,19,1510.42,1203.61,-306.81
2022,4,20,2062.98,1049.31,-1013.67
2022,4,21,1442.07,1099.66,-342.41
2022,4,22,1955.85,823.1,-1132.75
2022,4,23,1384.74,897.43,-487.31
2022,4,24,1896.3,709.38,-1186.92
2022,4,25,960.11,919.17,-40.94
2022,4,26,1247.07,965.46,-281.61
2022,4,27,1430.09,1018.7,-411.39
2022,4,28,2065.44,962.32,-1103.12
2022,4,29,2283.44,896.18,-1387.26
2022,4,30,2190.5,880.11,-1310.39
2022,5,1,1969.68,876.64,-1093.04
2022,5,2,1312.29,1185.36,-126.93
2022,5,3,1393.88,748.43,-645.45
2022,5,4,1394.17,1067.21,-326.96
2022,5,5,1545.09,776.78,-768.31
2022,5,6,1254.67,1254.67,0
2022,5,7,1338.14,1337.83,-0.31
2022,5,8,1980.41,804.2,-1176.21
2022,5,9,2094.4,813.63,-1280.77
2022,5,10,1875.48,840.08,-1035.4
2022,5,11,1133.68,815.53,-318.15
2022,5,12,1430.38,835.68,-594.7
2022,5,13,1224.11,945.03,-279.08
2022,5,14,1057.76,1055.25,-2.51
2022,5,15,1498.14,793.48,-704.66
2022,5,16,1293.12,937.46,-355.66
2022,5,17,1816.92,819.31,-997.61
2022,5,18,1757.4,820.88,-936.52
2022,5,19,1470.43,972.74,-497.69
2022,5,20,1315.7,985.9,-329.8
2022,5,21,1840.88,882.32,-958.56
2022,5,22,1806.81,990.96,-815.85
2022,5,23,1736.26,891.44,-844.82
2022,5,24,1294.98,898.7,-396.28
2022,5,25,1828.87,855.84,-973.03
2022,5,26,1194.8,935.87,-258.93
2022,5,27,1136.54,975.52,-161.02
2022,5,28,1818.89,783.73,-1035.16
2022,5,29,1872.34,795.98,-1076.36
2022,5,30,1909.84,828.75,-1081.09
2022,5,31,1648.39,924.21,-724.18
2022,6,1,1504.14,1062.81,-441.33
2022,6,2,1748.29,1331.81,-416.48
2022,6,3,1813.77,1278.9,-534.87
2022,6,4,2034.58,933.35,-1101.23
2022,6,5,2041.51,829.38,-1212.13
2022,6,6,1839.56,819.29,-1020.27
2022,6,7,1341.26,1044.53,-296.73
2022,6,8,1723.97,844.47,-879.5
2022,6,9,1768.74,902.17,-866.57
2022,6,10,1917.71,746.85,-1170.86
2022,6,11,1033.19,826.24,-206.95
2022,6,12,1214.62,979.95,-234.67
2022,6,13,1489.91,1016.16,-473.75
2022,6,14,1825.72,1240.15,-585.57
2022,6,15,1790.44,1080.12,-710.32
2022,6,16,1787.31,1394.19,-393.12
2022,6,17,1934.74,1066.91,-867.83
2022,6,18,1790.46,965.8,-824.66
2022,6,19,2203.43,781.83,-1421.6
2022,6,20,1989.23,760.73,-1228.5
2022,6,21,1233.23,953.5,-279.73
2022,6,22,1386.32,1328.99,-57.33
2022,6,23,1567.74,1333.37,-234.37
2022,6,24,1706.04,950.98,-755.06
2022,6,25,1809.71,911.63,-898.08
2022,6,26,1855.34,911.92,-943.42
2022,6,27,1485.55,1471.06,-14.49
2022,6,28,1705.7,864.03,-841.67
2022,6,29,1832.35,953.18,-879.17
2022,6,30,1752.65,930.81,-821.84
2022,7,1,1732.44,1008.89,-723.55
2022,7,2,1692.21,1056.53,-635.68
2022,7,3,1895.69,946.91,-948.78
2022,7,4,2051.27,827.19,-1224.08
2022,7,5,1607.16,1291.84,-315.32
2022,7,6,1445.54,1158.58,-286.96
2022,7,7,1271.03,1184.08,-86.95
2022,7,8,1447.09,972.71,-474.38
2022,7,9,1433.23,971.12,-462.11
2022,7,10,1820.07,844.19,-975.88
2022,7,11,1691.25,908.16,-783.09
2022,7,12,1792.98,1151.64,-641.34
2022,7,13,1790.75,1227.86,-562.89
2022,7,14,1903.85,1324.27,-579.58
2022,7,15,1737.86,1216.21,-521.65
2022,7,16,1887.8,1225.04,-662.76
2022,7,17,1838.65,1228.51,-610.14
2022,7,18,1686.81,1493.41,-193.4
2022,7,19,1826.04,1238.9,-587.14
