Year,Month,Day,Hour,EnergyUse,temp
2019,1,1,0,161.84,45.3
2019,1,1,1,135.52,47.4
2019,1,1,2,151.48,48.5
2019,1,1,3,106.68,54.3
2019,1,1,4,103.6,57.1
2019,1,1,5,98,59
2019,1,1,6,95.76,58.9
2019,1,1,7,86.24,58.9
2019,1,1,8,69.72,60
2019,1,1,9,62.72,60.1
2019,1,1,10,51.52,60.1
2019,1,1,11,42.28,56.9
2019,1,1,12,23.24,56.8
2019,1,1,13,20.44,56
2019,1,1,14,53.2,56
2019,1,1,15,63.28,53.9
2019,1,1,16,82.88,52
2019,1,1,17,92.96,48.7
2019,1,1,18,98.56,47.9
2019,1,1,19,99.12,46.8
2019,1,1,20,100.24,45.9
2019,1,1,21,98.28,44.9
2019,1,1,22,99.4,44.8
2019,1,1,23,100.52,42.8
2019,1,1,24,101.08,41.9
2019,1,1,25,102.48,40.7
2019,1,1,26,102.2,38.7
2019,1,1,27,102.76,35.9
2019,1,1,28,101.08,35.1
2019,1,1,29,105,36.9
2019,1,1,30,106.4,34.1
2019,1,1,31,117.88,35
2019,1,1,32,199.64,35
2019,1,1,33,327.04,36
2019,1,1,34,193.48,38
2019,1,1,35,203.84,39.8
2019,1,1,36,149.52,40.9
2019,1,1,37,204.4,42.1
2019,1,1,38,190.12,42.1
2019,1,1,39,211.68,41
2019,1,1,40,224.28,40.9
2019,1,1,41,199.08,40.8
2019,1,1,42,231.56,38.9
2019,1,1,43,196.56,38.9
2019,1,1,44,221.2,38
2019,1,1,45,229.88,38.8
2019,1,1,46,216.72,38.8
2019,1,1,47,190.4,38.9
2019,1,1,48,203.28,39.7
2019,1,1,49,204.96,38.9
2019,1,1,50,212.52,39.7
2019,1,1,51,197.4,38.9
2019,1,1,52,186.48,38.9
2019,1,1,53,222.88,39.8
2019,1,1,54,189.28,39
2019,1,1,55,232.4,39
2019,1,1,56,205.8,39.7
2019,1,1,57,187.88,41
2019,1,1,58,189.56,43.1
2019,1,1,59,171.92,44
2019,1,1,60,181.16,44.1
2019,1,1,61,201.6,44.1
2019,1,1,62,180.32,44
2019,1,1,63,201.88,44
2019,1,1,64,208.04,42.2
2019,1,1,65,200.48,40.8
2019,1,1,66,224.28,37.9
2019,1,1,67,227.36,35.9
2019,1,1,68,233.24,37.7
2019,1,1,69,245.84,35.9
2019,1,1,70,237.16,33.9
2019,1,1,71,230.16,30.8
2019,1,1,72,247.24,32.9
2019,1,1,73,241.08,32.8
2019,1,1,74,248.64,31.8
2019,1,1,75,238.56,29.9
2019,1,1,76,264.04,28.9
2019,1,1,77,245,28.1
2019,1,1,78,271.6,29
2019,1,1,79,252.56,29
2019,1,1,80,252.56,28.3
2019,1,1,81,219.8,32.1
2019,1,1,82,177.24,36
2019,1,1,83,155.4,39.8
2019,1,1,84,143.64,44
2019,1,1,85,169.68,46
2019,1,1,86,185.64,46.1
2019,1,1,87,172.2,46.1
2019,1,1,88,185.92,44.9
2019,1,1,89,178.92,43.1
2019,1,1,90,186.2,43
2019,1,1,91,158.48,43
2019,1,1,92,195.16,42.1
2019,1,1,93,193.48,43
2019,1,1,94,159.6,44
2019,1,1,95,190.96,43
2019,1,1,96,202.16,42.1
2019,1,1,97,162.4,42.1
2019,1,1,98,210,41
2019,1,1,99,159.04,42.2
2019,1,1,100,183.68,42.9
2019,1,1,101,165.48,43
2019,1,1,102,166.88,44
2019,1,1,103,168.28,44
2019,1,1,104,187.32,44.9
2019,1,1,105,167.44,45.9
2019,1,1,106,159.6,44.9
2019,1,1,107,119.84,45
2019,1,1,108,160.16,44.9
2019,1,1,109,150.92,45.9
2019,1,1,110,166.88,44.9
2019,1,1,111,176.4,44.9
2019,1,1,112,149.8,46
2019,1,1,113,159.32,46.8
2019,1,1,114,164.36,46
2019,1,1,115,156.8,44.9
2019,1,1,116,201.88,43.9
2019,1,1,117,165.2,43.8
2019,1,1,118,176.68,42.8
2019,1,1,119,199.08,42
2019,1,1,120,196,38.1
2019,1,1,121,230.16,39.7
2019,1,1,122,188.72,41
2019,1,1,123,211.96,42.1
2019,1,1,124,157.64,40.8
2019,1,1,125,172.76,38.8
2019,1,1,126,198.52,41
2019,1,1,127,197.96,42
2019,1,1,128,183.68,42.1
2019,1,1,129,144.48,44
2019,1,1,130,145.04,47
2019,1,1,131,112,47.9
2019,1,1,132,102.2,50
2019,1,1,133,96.04,51.9
2019,1,1,134,96.32,50.1
2019,1,1,135,148.12,48.8
2019,1,1,136,187.04,46.1
2019,1,1,137,207.48,43
2019,1,1,138,187.88,42
2019,1,1,139,254.24,40.7
2019,1,1,140,203.28,38.9
2019,1,1,141,266.84,37.1
2019,1,1,142,224.28,35.1
2019,1,1,143,230.72,34
2019,1,1,144,289.24,33
2019,1,1,145,234.36,31.8
2019,1,1,146,278.88,30.7
2019,1,1,147,257.32,29
2019,1,1,148,293.44,28.7
2019,1,1,149,248.36,26.8
2019,1,1,150,315.84,26.8
2019,1,1,151,265.16,26.8
2019,1,1,152,281.96,26.9
2019,1,1,153,223.72,28.1
2019,1,1,154,184.8,29.9
2019,1,1,155,180.04,32
2019,1,1,156,190.4,33.2
2019,1,1,157,181.72,33.3
2019,1,1,158,222.04,34
2019,1,1,159,217.84,34
2019,1,1,160,282.8,34
2019,1,1,161,206.92,33
2019,1,1,162,233.24,31.9
2019,1,1,163,261.8,31.9
2019,1,1,164,242.76,31.9
2019,1,1,165,269.64,31.8
2019,1,1,166,238.56,31.8
2019,1,1,167,239.4,31.9
2019,1,1,168,219.52,31.9
2019,1,1,169,243.6,33.1
2019,1,1,170,242.48,33.1
2019,1,1,171,250.6,31.9
2019,1,1,172,247.24,33
2019,1,1,173,213.92,33.2
2019,1,1,174,229.88,33.2
2019,1,1,175,244.16,33.2
2019,1,1,176,227.36,34.1
2019,1,1,177,203.56,34.2
2019,1,1,178,198.8,36.1
2019,1,1,179,194.6,37.2
2019,1,1,180,197.12,38.2
2019,1,1,181,183.4,39.1
2019,1,1,182,182.28,40
2019,1,1,183,175,41
2019,1,1,184,182.56,42.1
2019,1,1,185,199.36,41.1
2019,1,1,186,168.84,41
2019,1,1,187,175.84,40.9
2019,1,1,188,182.28,40.9
2019,1,1,189,192.36,41
2019,1,1,190,180.6,40.9
2019,1,1,191,200.48,42.1
2019,1,1,192,164.92,42.1
2019,1,1,193,193.2,42.2
2019,1,1,194,164.92,43.9
2019,1,1,195,196.56,44
2019,1,1,196,171.92,43.9
2019,1,1,197,198.52,43
2019,1,1,198,169.96,42.9
2019,1,1,199,219.52,42
2019,1,1,200,188.44,40.9
2019,1,1,201,189.56,43
2019,1,1,202,138.32,44
2019,1,1,203,117.04,44.9
2019,1,1,204,112,46.1
2019,1,1,205,177.24,46.1
2019,1,1,206,183.12,45
2019,1,1,207,206.64,44.1
2019,1,1,208,198.24,42.2
2019,1,1,209,237.16,42
2019,1,1,210,205.8,39.7
2019,1,1,211,214.2,37.9
2019,1,1,212,228.76,35.9
2019,1,1,213,236.88,35
2019,1,1,214,227.36,34.9
2019,1,1,215,235.48,34
2019,1,1,216,243.32,33
2019,1,1,217,247.24,33
2019,1,1,218,248.64,31.9
2019,1,1,219,257.6,31.9
2019,1,1,220,253.12,31.9
2019,1,1,221,262.08,31.9
2019,1,1,222,258.16,33
2019,1,1,223,262.36,31.9
2019,1,1,224,247.8,31.9
2019,1,1,225,259.28,33.1
2019,1,1,226,240.52,33.1
2019,1,1,227,223.16,33.2
2019,1,1,228,215.6,34.1
2019,1,1,229,250.04,35.1
2019,1,1,230,212.8,35.9
2019,1,1,231,211.68,35.9
2019,1,1,232,235.76,37
2019,1,1,233,231,35
2019,1,1,234,241.36,34.9
2019,1,1,235,250.6,33.9
2019,1,1,236,260.4,33
2019,1,1,237,265.16,30.8
2019,1,1,238,259.84,30.8
2019,1,1,239,264.88,30.7
2019,1,1,240,271.6,29.9
2019,1,1,241,267.4,29.8
2019,1,1,242,269.92,29.8
2019,1,1,243,278.88,28.9
2019,1,1,244,286.72,28
2019,1,1,245,285.04,26.1
2019,1,1,246,320.6,25
2019,1,1,247,309.4,21.8
2019,1,1,248,339.64,21.9
2019,1,1,249,253.68,24.2
2019,1,1,250,212.24,26.1
2019,1,1,251,182.84,28.1
2019,1,1,252,178.64,29.9
2019,1,1,253,192.36,30.8
2019,1,1,254,195.44,33
2019,1,1,255,229.04,33.1
2019,1,1,256,249.48,32
2019,1,1,257,256.2,29.9
2019,1,1,258,275.8,28.9
2019,1,1,259,282.8,28
2019,1,1,260,279.16,26.9
2019,1,1,261,297.64,25.8
2019,1,1,262,299.32,24.9
2019,1,1,263,292.04,24
2019,1,1,264,311.08,21.7
2019,1,1,265,292.04,20.8
2019,1,1,266,317.52,20
2019,1,1,267,299.04,20.1
2019,1,1,268,326.48,20
2019,1,1,269,331.8,19.9
2019,1,1,270,293.44,19
2019,1,1,271,320.6,19.9
2019,1,1,272,273,20
2019,1,1,273,233.24,23
2019,1,1,274,184.52,27
2019,1,1,275,160.16,28.9
2019,1,1,276,156.52,29.9
2019,1,1,277,178.92,31.8
2019,1,1,278,199.64,33
2019,1,1,279,210.28,33.1
2019,1,1,280,246.4,33
2019,1,1,281,260.96,32.9
2019,1,1,282,254.52,31.8
2019,1,1,283,268.24,30.7
2019,1,1,284,239.68,31.8
2019,1,1,285,274.12,31.8
2019,1,1,286,247.8,31.8
2019,1,1,287,270.48,31.7
2019,1,1,288,250.32,30.5
2019,1,1,289,264.04,28.8
2019,1,1,290,261.8,28
2019,1,1,291,264.6,28
2019,1,1,292,273.56,28
2019,1,1,293,257.32,26.9
2019,1,1,294,287.56,26.8
2019,1,1,295,262.64,26
2019,1,1,296,267.68,26
2019,1,1,297,254.24,26
2019,1,1,298,248.36,27
2019,1,1,299,258.44,28.1
2019,1,1,300,234.64,28.2
2019,1,1,301,253.4,29
2019,1,1,302,255.92,29.8
2019,1,1,303,242.2,30.7
2019,1,1,304,246.4,30.7
2019,1,1,305,273.84,29.9
2019,1,1,306,265.16,29.1
2019,1,1,307,257.6,29.8
2019,1,1,308,278.04,29.8
2019,1,1,309,272.72,29
2019,1,1,310,258.44,27
2019,1,1,311,290.92,26.2
2019,1,1,312,301.28,25.3
2019,1,1,313,290.36,25.1
2019,1,1,314,296.24,24.1
2019,1,1,315,306.88,24
2019,1,1,316,317.24,22.8
2019,1,1,317,312.2,21.7
2019,1,1,318,290.64,21.7
2019,1,1,319,334.88,21.6
2019,1,1,320,315,21.7
2019,1,1,321,275.24,22.9
2019,1,1,322,245,25.1
2019,1,1,323,180.88,28.1
2019,1,1,324,170.24,29.9
2019,1,1,325,190.68,32
2019,1,1,326,175.84,33.2
2019,1,1,327,194.32,34
2019,1,1,328,232.68,34.9
2019,1,1,329,249.48,31.8
2019,1,1,330,272.16,30.5
2019,1,1,331,284.48,28.6
2019,1,1,332,268.52,27.7
2019,1,1,333,289.8,27.6
2019,1,1,334,289.24,24
2019,1,1,335,280.56,24
2019,1,1,336,303.52,24.7
2019,1,1,337,301.84,23.9
2019,1,1,338,274.4,21
2019,1,1,339,301.84,21
2019,1,1,340,318.08,20.2
2019,1,1,341,300.16,19.4
2019,1,1,342,302.96,20.2
2019,1,1,343,328.72,20.3
2019,1,1,344,285.04,23
2019,1,1,345,220.36,27.1
2019,1,1,346,194.32,30
2019,1,1,347,165.76,33.2
2019,1,1,348,168.56,35.1
2019,1,1,349,183.68,36
2019,1,1,350,195.16,36
2019,1,1,351,196,36
2019,1,1,352,224.28,36
2019,1,1,353,245.56,33.9
2019,1,1,354,252,31.9
2019,1,1,355,276.64,30.6
2019,1,1,356,244.16,30.6
2019,1,1,357,266.56,28
2019,1,1,358,272.44,27.8
2019,1,1,359,281.12,28.5
2019,1,1,360,271.6,25.7
2019,1,1,361,295.96,24.9
2019,1,1,362,296.8,24
2019,1,1,363,270.76,22.9
2019,1,1,364,304.64,24
2019,1,1,365,276.92,22.9
2019,1,1,366,303.8,24.1
2019,1,1,367,269.08,25
2019,1,1,368,295.4,26.9
2019,1,1,369,237.72,29.9
2019,1,1,370,243.88,33
2019,1,1,371,196.28,34
2019,1,16,12,215.88,35.9
2019,1,16,13,218.68,37
2019,1,16,14,220.08,37.1
2019,1,16,15,229.6,38
2019,1,16,16,242.48,38
2019,1,16,17,216.72,37.9
2019,1,16,18,249.2,37.9
2019,1,16,19,225.12,36.9
2019,1,16,20,240.52,35.8
2019,1,16,21,241.64,35
2019,1,16,22,232.96,35.8
2019,1,16,23,247.8,35
2019,1,17,0,264.32,34.1
2019,1,17,1,253.4,33
2019,1,17,2,267.4,30.7
2019,1,17,3,291.48,29.8
2019,1,17,4,247.24,28.9
2019,1,17,5,293.16,28
2019,1,17,6,271.04,26.8
2019,1,17,7,308.56,24.9
2019,1,17,8,272.44,24.9
2019,1,17,9,232.96,26.9
2019,1,17,10,202.44,29
2019,1,17,11,208.32,29.9
2019,1,17,12,219.52,30.8
2019,1,17,13,230.44,30.9
2019,1,17,14,241.92,31.9
2019,1,17,15,236.04,31.9
2019,1,17,16,256.2,31.9
2019,1,17,17,245.84,31.8
2019,1,17,18,269.08,29.8
2019,1,17,19,254.8,29.8
2019,1,17,20,265.72,29.7
2019,1,17,21,272.16,29.8
2019,1,17,22,251.72,29.8
2019,1,17,23,260.96,29.8
2019,1,18,0,270.2,28.9
2019,1,18,1,271.04,28.1
2019,1,18,2,265.16,28.1
2019,1,18,3,264.32,28.1
2019,1,18,4,243.6,28.1
2019,1,18,5,280.56,28.1
2019,1,18,6,266.84,28.9
2019,1,18,7,257.88,28.9
2019,1,18,8,256.48,29.8
2019,1,18,9,244.44,30.7
2019,1,18,10,223.44,31.9
2019,1,18,11,247.24,33.1
2019,1,18,12,216.16,33.1
2019,1,18,13,232.68,33.2
2019,1,18,14,189.28,34.1
2019,1,18,15,206.64,35.1
2019,1,18,16,240.8,35.1
2019,1,18,17,222.32,35
2019,1,18,18,234.08,34
2019,1,18,19,235.76,33
2019,1,18,20,248.08,31.8
2019,1,18,21,211.12,33.9
2019,1,18,22,251.72,34
2019,1,18,23,236.6,33.8
2019,1,19,0,232.12,33.9
2019,1,19,1,234.36,33.8
2019,1,19,2,243.88,33.5
2019,1,19,3,247.52,33.7
2019,1,19,4,237.72,31.9
2019,1,19,5,274.4,30.5
2019,1,19,6,236.6,30.6
2019,1,19,7,248.92,29.8
2019,1,19,8,241.08,33
2019,1,19,9,206.92,33.1
2019,1,19,10,222.04,34
2019,1,19,11,218.4,35
2019,1,19,12,200.2,35.9
2019,1,19,13,214.76,35.9
2019,1,19,14,200.48,36
2019,1,19,15,222.88,37.1
2019,1,19,16,248.08,36
2019,1,19,17,201.6,35.9
2019,1,19,18,238.28,35.9
2019,1,19,19,216.44,36
2019,1,19,20,244.16,35.9
2019,1,19,21,215.88,35.9
2019,1,19,22,222.6,37.1
2019,1,19,23,201.04,38.9
2019,1,20,0,212.24,39.8
2019,1,20,1,195.72,39.8
2019,1,20,2,217.84,39.8
2019,1,20,3,228.76,38.1
2019,1,20,4,207.48,37.3
2019,1,20,5,223.16,37.3
2019,1,20,6,207.76,37.4
2019,1,20,7,217.84,39.1
2019,1,20,8,210.28,39.3
2019,1,20,9,189.84,39.5
2019,1,20,10,166.88,41.6
2019,1,20,11,171.92,43.2
2019,1,20,12,161.84,41.1
2019,1,20,13,181.16,38
2019,1,20,14,199.36,34.1
2019,1,20,15,204.96,29.1
2019,1,20,16,270.76,28.1
2019,1,20,17,296.24,24.2
2019,1,20,18,328.44,21
2019,1,20,19,334.32,20
2019,1,20,20,330.96,18
2019,1,20,21,359.8,17.9
2019,1,20,22,343.28,17.9
2019,1,20,23,340.2,16.1
2019,1,21,0,362.88,15.1
2019,1,21,1,358.96,13.9
2019,1,21,2,371,12.7
2019,1,21,3,386.4,11.8
2019,1,21,4,375.2,10.1
2019,1,21,5,386.68,8.9
2019,1,21,6,385.84,8
2019,1,21,7,416.08,8
2019,1,21,8,335.72,7.1
2019,1,21,9,335.44,8.1
2019,1,21,10,339.08,10.1
2019,1,21,11,246.12,11.1
2019,1,21,12,256.48,12.8
2019,1,21,13,290.36,12.9
2019,1,21,14,297.64,15.2
2019,1,21,15,273.56,17
2019,1,21,16,345.52,17
2019,1,21,17,382.76,16
2019,1,21,18,392,16
2019,1,21,19,372.96,15.1
2019,1,21,20,381.36,14
2019,1,21,21,397.88,13.9
2019,1,21,22,397.6,12.8
2019,1,21,23,398.44,13.8
2019,1,22,0,392.28,13.8
2019,1,22,1,392.56,12.7
2019,1,22,2,364,12.7
2019,1,22,3,370.16,13.8
2019,1,22,4,387.52,13.8
2019,1,22,5,383.6,13.8
2019,1,22,6,387.24,12.7
2019,1,22,7,385.84,11.8
2019,1,22,8,361.2,12.8
2019,1,22,9,287.28,15.2
2019,1,22,10,277.2,19.1
2019,1,22,11,273.28,21.9
2019,1,22,12,203,24.2
2019,1,22,13,209.44,27.1
2019,1,22,14,191.24,29.1
2019,1,22,15,217.56,30.8
2019,1,22,16,265.16,30.8
2019,1,22,17,286.72,29
2019,1,22,18,300.44,26.9
2019,1,22,19,269.64,27.8
2019,1,22,20,306.88,27.7
2019,1,22,21,312.48,25.9
2019,1,22,22,285.32,25.9
2019,1,22,23,281.96,26
2019,1,23,0,300.16,26.8
2019,1,23,1,280.56,26.9
2019,1,23,2,293.16,28
2019,1,23,3,285.88,28.1
2019,1,23,4,262.08,28.1
2019,1,23,5,284.76,28.1
2019,1,23,6,306.32,27.1
2019,1,23,7,276.08,26.2
2019,1,23,8,273.84,29.1
2019,1,23,9,237.44,30.9
2019,1,23,10,236.32,32.1
2019,1,23,11,194.6,35.1
2019,1,23,12,168,38.9
2019,1,23,13,133.84,43.1
2019,1,23,14,178.64,46.1
2019,1,23,15,181.16,46.2
2019,1,23,16,182.56,46.2
2019,1,23,17,206.36,46.2
2019,1,23,18,210.28,43.2
2019,1,23,19,209.44,43.2
2019,1,23,20,202.44,40.4
2019,1,23,21,175.56,45.2
2019,1,23,22,173.04,48.8
2019,1,23,23,148.4,52.1
2019,1,24,0,151.2,53.1
2019,1,24,1,140.56,54
2019,1,24,2,135.8,55.2
2019,1,24,3,134.4,55
2019,1,24,4,124.04,56
2019,1,24,5,134.12,56.8
2019,1,24,6,130.48,56
2019,1,24,7,144.48,56.8
2019,1,24,8,133.84,57.7
2019,1,24,9,139.44,58.8
2019,1,24,10,127.4,59.9
2019,1,24,11,125.72,60
2019,1,24,12,126,60
2019,1,24,13,135.8,59.9
2019,1,24,14,129.92,56
2019,1,24,15,145.6,53.7
2019,1,24,16,138.32,48.7
2019,1,24,17,141.68,46.9
2019,1,24,18,161.28,42.1
2019,1,24,19,155.96,40.9
2019,1,24,20,177.8,39.7
2019,1,24,21,204.4,38.8
2019,1,24,22,199.64,37
2019,1,24,23,225.4,35.8
2019,1,25,0,219.24,34.9
2019,1,25,1,216.44,33.9
2019,1,25,2,246.12,32.9
2019,1,25,3,224.56,31.9
2019,1,25,4,238,32.9
2019,1,25,5,229.04,33.1
2019,1,25,6,232.68,33.1
2019,1,25,7,241.36,33.8
2019,1,25,8,217.84,33
2019,1,25,9,196.28,34.1
2019,1,25,10,139.16,35.9
2019,1,25,11,92.68,37.1
2019,1,25,12,136.36,38.8
2019,1,25,13,167.16,37.2
2019,1,25,14,178.36,37.1
2019,1,25,15,158.2,37.1
2019,1,25,16,200.76,37
2019,1,25,17,220.36,35
2019,1,25,18,241.08,33.9
2019,1,25,19,261.24,33
2019,1,25,20,228.2,31.8
2019,1,25,21,288.12,29.8
2019,1,25,22,264.32,28.8
2019,1,25,23,286.72,27.9
2019,1,26,0,260.68,25.9
2019,1,26,1,313.88,24.8
2019,1,26,2,315,24
2019,1,26,3,284.2,23.9
2019,1,26,4,310.8,22.8
2019,1,26,5,322.84,21.5
2019,1,26,6,301.84,19
2019,1,26,7,324.52,18.9
2019,1,26,8,275.52,19.2
2019,1,26,9,206.64,24.5
2019,1,26,10,171.36,25
2019,1,26,11,157.36,30
2019,1,26,12,167.44,32
2019,1,26,13,156.8,33.8
2019,1,26,14,177.52,33.9
2019,1,26,15,224,34.1
2019,1,26,16,227.08,34.1
2019,1,26,17,252.84,33.2
2019,1,26,18,267.96,31.9
2019,1,26,19,242.76,30.8
2019,1,26,20,275.24,31.8
2019,1,26,21,259.84,29.8
2019,1,26,22,275.52,26.8
2019,1,26,23,266.84,26.1
2019,1,27,0,287.84,27.8
2019,1,27,1,288.96,27.7
2019,1,27,2,275.24,24
2019,1,27,3,306.32,22.9
2019,1,27,4,302.68,23.9
2019,1,27,5,278.04,23.9
2019,1,27,6,300.72,25.9
2019,1,27,7,275.8,27.9
2019,1,27,8,200.48,29.6
2019,1,27,9,145.04,35.1
2019,1,27,10,124.6,41
2019,1,27,11,110.32,44.1
2019,1,27,12,119.56,47.7
2019,1,27,13,147.84,46.1
2019,1,27,14,149.8,46.1
2019,1,27,15,166.88,46.1
2019,1,27,16,189.56,46.1
2019,1,27,17,198.8,44.8
2019,1,27,18,203.84,43.8
2019,1,27,19,203.56,41.9
2019,1,27,20,232.4,41.8
2019,1,27,21,190.12,40.6
2019,1,27,22,236.04,38.8
2019,1,27,23,229.6,37.1
2019,1,28,0,242.76,35.9
2019,1,28,1,214.48,34.9
2019,1,28,2,266.84,33
2019,1,28,3,268.52,30.8
2019,1,28,4,256.2,29.8
2019,1,28,5,278.6,28.1
2019,1,28,6,296.24,26.9
2019,1,28,7,274.4,26
2019,1,28,8,294,25
2019,1,28,9,223.44,25.1
2019,1,28,10,228.2,27
2019,1,28,11,223.44,28.1
2019,1,28,12,185.64,28.2
2019,1,28,13,203.56,29.1
2019,1,28,14,203.56,30
2019,1,28,15,211.96,31
2019,1,28,16,233.52,30.8
2019,1,28,17,254.24,29.8
2019,1,28,18,281.96,28.8
2019,1,28,19,266.84,27.8
2019,1,28,20,290.36,24.9
2019,1,28,21,301.56,23.9
2019,1,28,22,281.68,21.8
2019,1,28,23,303.52,23.9
2019,1,29,0,312.2,21
2019,1,29,1,298.76,21.5
2019,1,29,2,300.16,20
2019,1,29,3,306.88,19
2019,1,29,4,337.68,19.9
2019,1,29,5,276.92,22.8
2019,1,29,6,308,24.9
2019,1,29,7,306.88,25
2019,1,29,8,293.72,26.8
2019,1,29,9,238.28,28.1
2019,1,29,10,236.88,30.8
2019,1,29,11,248.92,34
2019,1,29,12,208.32,36
2019,1,29,13,213.36,38.1
2019,1,29,14,226.52,40.8
2019,1,29,15,226.52,41.9
2019,1,29,16,194.6,41.9
2019,1,29,17,218.96,40.8
2019,1,29,18,226.52,39.6
2019,1,29,19,222.6,35
2019,1,29,20,245.84,34.1
2019,1,29,21,229.32,33.2
2019,1,29,22,238.56,33.9
2019,1,29,23,250.6,33.9
2019,1,30,0,260.96,31.7
2019,1,30,1,308.28,25.1
2019,1,30,2,316.96,22.8
2019,1,30,3,291.2,21.7
2019,1,30,4,311.36,20.7
2019,1,30,5,332.36,19
2019,1,30,6,328.44,18.9
2019,1,30,7,336,17.8
2019,1,30,8,309.12,17.8
2019,1,30,9,245.56,20.8
2019,1,30,10,203.56,23
2019,1,30,11,172.76,26.1
2019,1,30,12,144.2,29.1
2019,1,30,13,197.4,30.8
2019,1,30,14,253.12,30.9
2019,1,30,15,274.4,26.9
2019,1,30,16,317.8,21.7
2019,1,30,17,332.92,17.9
2019,1,30,18,364.56,12.8
2019,1,30,19,373.97,10.9
2019,1,30,20,391.44,10
2019,1,30,21,381.19,8.8
2019,1,30,22,369.1,6.9
2019,1,30,23,368.14,4.9
2019,1,31,0,359.38,4.8
2019,1,31,1,349.75,3.7
2019,1,31,2,355.57,3.7
2019,1,31,3,372.82,2.9
2019,1,31,4,340.62,2.9
2019,1,31,5,376.04,2.9
2019,1,31,6,359.86,2.8
2019,1,31,7,390.24,2
2019,1,31,8,356.78,2.9
2019,1,31,9,344.57,6.1
2019,1,31,10,311.11,8.1
2019,1,31,11,303.97,9.1
2019,1,31,12,306.1,12
2019,1,31,13,336.2,14
2019,1,31,14,318.92,14.1
2019,1,31,15,323.65,15.2
2019,1,31,16,343.81,16
2019,1,31,17,337.37,15.1
2019,1,31,18,366.38,13.9
2019,1,31,19,341.88,12.7
2019,1,31,20,367.92,12.6
2019,1,31,21,380.52,11.5
2019,1,31,22,371,10.7
2019,1,31,23,382.76,11.4
2019,2,1,0,369.32,9.7
2019,2,1,1,374.92,8.6
2019,2,1,2,386.68,8.7
2019,2,1,3,388.92,8.6
2019,2,1,4,394.52,7.8
2019,2,1,5,382.48,7.9
2019,2,1,6,384.44,7
2019,2,1,7,399.56,8
2019,2,1,8,352.24,11
2019,2,1,9,348.6,12.7
2019,2,1,10,318.64,13.9
2019,2,1,11,298.2,14
2019,2,1,12,322,15.9
2019,2,1,13,318.64,16.9
2019,2,1,14,323.12,17
2019,2,1,15,326.48,16
2019,2,1,16,346.08,17
2019,2,1,17,361.2,17.8
2019,2,1,18,337.96,17.8
2019,2,1,19,350.56,16
2019,2,1,20,364.28,15.9
2019,2,1,21,358.68,12.8
2019,2,1,22,364.28,13.7
2019,2,1,23,360.36,13.7
2019,2,2,0,355.88,11.6
2019,2,2,1,384.72,11.5
2019,2,2,2,372.68,11.7
2019,2,2,3,365.12,11.7
2019,2,2,4,369.04,10.8
2019,2,2,5,381.92,10.7
2019,2,2,6,387.52,10.8
2019,2,2,7,371.56,10.7
2019,2,2,8,339.08,10.8
2019,2,2,9,321.16,13.9
2019,2,2,10,286.72,19
2019,2,2,11,249.2,21.8
2019,2,2,12,188.72,26.8
2019,2,2,13,168.56,28.9
2019,2,2,14,193.2,30.7
2019,2,2,15,222.32,31.8
2019,2,2,16,264.6,30.8
2019,2,2,17,265.44,30.8
2019,2,2,18,273,29.1
2019,2,2,19,275.24,29.8
2019,2,2,20,281.4,28.9
2019,2,2,21,275.24,28.9
2019,2,2,22,300.16,28.8
2019,2,2,23,271.6,28.8
2019,2,3,0,292.32,26.9
2019,2,3,1,281.96,27.9
2019,2,3,2,287.84,25.9
2019,2,3,3,285.04,26.8
2019,2,3,4,298.48,23.9
2019,2,3,5,315.56,24.6
2019,2,3,6,317.52,23.7
2019,2,3,7,285.88,23.8
2019,2,3,8,234.64,24.8
2019,2,3,9,183.68,30
2019,2,3,10,154.84,37.1
2019,2,3,11,109.2,42.3
2019,2,3,12,95.48,59
2019,2,3,13,91,51.8
2019,2,3,14,101.64,54.6
2019,2,3,15,107.8,49.9
2019,2,3,16,175.56,50
2019,2,3,17,176.12,49.6
2019,2,3,18,204.4,49.2
2019,2,3,19,223.16,49
2019,2,3,20,212.52,39.5
2019,2,3,21,208.32,39.4
2019,2,3,22,236.04,37.4
2019,2,3,23,230.44,40.1
2019,2,4,0,241.92,36.4
2019,2,4,1,248.08,34.5
2019,2,4,2,262.92,33.5
2019,2,4,3,238.56,41
2019,2,4,4,256.2,36.4
2019,2,4,5,275.52,32.7
2019,2,4,6,245,31.7
2019,2,4,7,270.2,34.4
2019,2,4,8,212.24,29.8
2019,2,4,9,160.44,32.4
2019,2,4,10,130.2,36.7
2019,2,4,11,93.24,48.2
2019,2,4,12,71.4,51.6
2019,2,4,13,85.96,51.8
2019,2,4,14,73.92,52
2019,2,4,15,116.76,62.8
2019,2,4,16,126.84,61.9
2019,2,4,17,142.8,60.7
2019,2,4,18,158.48,54.7
2019,2,4,19,163.8,52.3
2019,2,4,20,169.4,49.4
2019,2,4,21,180.6,48
2019,2,4,22,203.84,41.7
2019,2,4,23,191.8,42.5
2019,2,5,0,204.68,40.5
2019,2,5,1,203,42.3
2019,2,5,2,206.08,38.4
2019,2,5,3,227.64,36.6
2019,2,5,4,208.32,35.6
2019,2,5,5,219.52,35.9
2019,2,5,6,217.84,34
2019,2,5,7,213.08,33.4
2019,2,5,8,201.88,37.9
